node,phi_deg,contour,K1_MPa_sqrt_m,K2_MPa_sqrt_m,K3_MPa_sqrt_m,J_N_per_mm
1,0.0,1,1.1775754396600708,0.39819651666291433,1.235965616881311e-10,0.01078816723
1,0.0,2,1.3589393439825845,0.4600100055485146,2.8984175964206654e-11,0.01076693053
1,0.0,3,1.362937635201366,0.4715962765649721,1.8324464673008677e-11,0.01077336241
1,0.0,4,1.362999985197536,0.47243562158310015,1.1567302697908033e-11,0.01077429874
1,0.0,5,1.3630291249537188,0.47333167477782473,1.2862566963153453e-12,0.01077453734
1,0.0,6,1.3630338370636603,0.47337653042152317,-1.0672220290802363e-11,0.0107746183
2,2.812499997,1,1.1749128376039466,0.3983258478108877,0.0005792130403572697,0.01074582188
2,2.812499997,2,1.3558413377184924,0.4601810550445197,0.0006983051313977342,0.01072467169
2,2.812499997,3,1.3598273792223017,0.47176527500768684,0.0006383601220180372,0.01073107679
2,2.812499997,4,1.359889665340463,0.47260475094411003,0.0006409596714198953,0.01073200891
2,2.812499997,5,1.3599188471549388,0.47350089995584765,0.0006358530249658518,0.01073224605
2,2.812499997,6,1.3599235456670862,0.47354521200401634,0.0006411710937147878,0.01073232605
3,5.624999981,1,1.1669474184640414,0.3987152424600389,0.001116368635324713,0.01061972832
3,5.624999981,2,1.3465725181682069,0.4606959168545713,0.0013468728504293372,0.01059883499
3,5.624999981,3,1.3505221596425532,0.47227437578029713,0.0012270951209873778,0.01060516039
3,5.624999981,4,1.3505842500157275,0.47311425617203307,0.0012320530581721744,0.01060607994
3,5.624999981,5,1.3506135583213097,0.47401071097602043,0.001221675769544631,0.01060631275
3,5.624999981,6,1.350618215091392,0.47405341184372124,0.0012320787349180916,0.01060638991
4,8.437500014,1,1.1537457279465246,0.3993679704054686,0.0015712987428610002,0.01041268803
4,8.437500014,2,1.3312082044610376,0.4615598457354572,0.0018982178562651512,0.01039221562
4,8.437500014,3,1.3350985807410716,0.47312996541876545,0.0017188471184755424,0.01039841014
4,8.437500014,4,1.335160351724202,0.47397054056290333,0.0017256865352897031,0.01039930904
4,8.437500014,5,1.3351898700050209,0.47486754117601493,0.0017097204164267213,0.01039953474
4,8.437500014,6,1.335194458153678,0.4749075996445028,0.0017247485357467275,0.0103996072
5,11.249999985,1,1.1354178560047186,0.40028900875598616,0.0019075372991373596,0.0101292875
5,11.249999985,2,1.3098737622487724,0.46278161289672365,0.00230920104359564,0.01010939065
5,11.249999985,3,1.3136840225405135,0.47434254647965685,0.0020706579025231275,0.01011540632
5,11.249999985,4,1.3137453492236326,0.4751841452530733,0.002078686484997017,0.01011627696
5,11.249999985,5,1.3137751622287295,0.47608196331496,0.0020566709545845824,0.01011649287
5,11.249999985,6,1.313779653927918,0.4761184237439262,0.00207565881727492,0.01011655883
6,14.062500009,1,1.1121182343655245,0.40148618731107816,0.0020939302700723078,0.009775778895
6,14.062500009,2,1.2827444642492312,0.46437371755705,0.0025428785078827746,0.009756599292
6,14.062500009,3,1.28645634671542,0.47592659112668295,0.0022458155406321436,0.009762392155
6,14.062500009,4,1.2865171143078489,0.4767696024895302,0.0022541565567713133,0.009763227574
6,14.062500009,5,1.2865473048888985,0.4776685902779234,0.002225525861832533,0.009763431233
6,14.062500009,6,1.2865516729430302,0.4777005868357445,0.0022476227412053205,0.009763489017
7,16.875000002,1,1.0840439450271009,0.40296885123368587,0.002105997656652766,0.009359915386
7,16.875000002,2,1.2500449498130148,0.4663521668497243,0.00257022608620877,0.009341578887
7,16.875000002,3,1.253643226189351,0.47790018347709906,0.0022155981687664132,0.009347110013
7,16.875000002,4,1.2537033227464605,0.4787450681732322,0.0022232347312682384,0.009347904024
7,16.875000002,5,1.2537339750200482,0.479645652595616,0.0021873447038270816,0.009348093222
7,16.875000002,6,1.2537381922335358,0.4796724253869703,0.0022115410190222265,0.009348141221
8,19.687500022,1,1.057042840071803,0.40474415106605455,0.0019145826286100455,0.008890743302
8,19.687500022,2,1.2209525259696572,0.46872954411001205,0.0023514361470093254,0.008873355497
8,19.687500022,3,1.2244252292487916,0.4802776502298445,0.0019406001795153063,0.008878591834
8,19.687500022,4,1.2244942080113927,0.4815522735972895,0.0017366885116304358,0.008879339198
8,19.687500022,5,1.2245137736557317,0.48202296850771703,0.001683922529028163,0.008879511998
8,19.687500022,6,1.2245178140978983,0.48204389424767774,0.0017090935252384585,0.008879548757
9,22.500000012,1,1.0257871871463933,0.4068376961975872,0.0015490725468867172,0.008378354836
9,22.500000012,2,1.1870825083715513,0.47677098851582866,0.0016296620388247622,0.00836200039
9,22.500000012,3,1.1902214632852925,0.48309708165179155,0.001207800742518173,0.008366915547
9,22.500000012,4,1.1902904379369328,0.4843778148559038,0.0009972578612316044,0.008367611979
9,22.500000012,5,1.1903097379499483,0.48484724011185076,0.0009407146018422692,0.008367766768
9,22.500000012,6,1.1903135744252056,0.48486184414254097,0.000965661842242342,0.008367791008
10,25.312500017,1,0.9851010827537925,0.40999775741734357,0.0009492624125992035,0.007833610597
10,25.312500017,2,1.139508391179075,0.4800796549658971,0.0008281699026582483,0.00781835203
10,25.312500017,3,1.1425045177113338,0.4863747451316797,0.000387285075382909,0.007822926431
10,25.312500017,4,1.1425734591590588,0.4876629836855906,0.00016940294141390357,0.007823568729
10,25.312500017,5,1.1425925302231716,0.48813134325396607,0.00010809134909481656,0.007823704227
10,25.312500017,6,1.1425961368008433,0.488139307766481,0.00013158738966579026,0.007823714837
11,28.124999997,1,0.9407898798619696,0.41104932921380083,0.00026440007246406077,0.007267834994
11,28.124999997,2,1.0879093835855065,0.4892199431082296,-0.0003797199401952778,0.007253712049
11,28.124999997,3,1.0905985845077137,0.4906017531418771,-0.00022951340859213315,0.007257933397
11,28.124999997,4,1.0906556474918638,0.4914567631348503,-0.0005629107786522507,0.007258519536
11,28.124999997,5,1.0906745307166836,0.4919243890548087,-0.0006299333898130665,0.007258634822
11,28.124999997,6,1.0906778820985479,0.4919255483457989,-0.0006091083655498608,0.007258630869
12,30.937500005,1,0.8931735791504177,0.41429917065860705,-0.0006703848335971615,0.00669249894
12,30.937500005,2,1.032400820814123,0.49357122641687723,-0.0015380882416697772,0.006679527278
12,30.937500005,3,1.0349446404480929,0.49487542656727784,-0.0013755401958499708,0.006683390531
12,30.937500005,4,1.0350083249254354,0.4962083854194032,-0.001611319730452982,0.006683919579
12,30.937500005,5,1.0350191484531828,0.49622022783301284,-0.0015753268613151279,0.006684014098
12,30.937500005,6,1.0350222206059299,0.49621458379984495,-0.0015583233563170446,0.006683994848
13,33.750000009,1,0.8469700459058954,0.4184963223405037,-0.0017256874147191204,0.006118887726
13,33.750000009,2,0.9736451665145869,0.49845985817579014,-0.002858002634252797,0.006107060568
13,33.750000009,3,0.9760456736223643,0.4996801200928903,-0.0026835041817764205,0.006110567852
13,33.750000009,4,0.9761089609176328,0.5010253938029077,-0.00293001359106039,0.006111039972
13,33.750000009,5,0.9761190055763925,0.501031257614373,-0.002897405870587637,0.006111113499
13,33.750000009,6,0.9761217738342562,0.5010189674222467,-0.0028852652361697362,0.006111078409
14,36.562499994,1,0.7941921155861672,0.42941965504942237,-0.0031806901546603712,0.005557779597
14,36.562499994,2,0.9121738439775111,0.5038885743875999,-0.00450882163498597,0.005547067495
14,36.562499994,3,0.9144406743353546,0.5054794539815608,-0.004391039279979177,0.005550227602
14,36.562499994,4,0.9144976029227039,0.5063870045854022,-0.004431053988868865,0.005550644002
14,36.562499994,5,0.9145068219107667,0.5063871544773633,-0.004402838427305796,0.005550696654
14,36.562499994,6,0.9145092641378035,0.5063685292944003,-0.004396439122066128,0.005550645358
15,39.375000003,1,0.7395600058963427,0.4408722350856965,-0.004966047475149231,0.005019130851
15,39.375000003,2,0.8485523124041933,0.5098824003690259,-0.005850742726688603,0.005009484752
15,39.375000003,3,0.8506837919023095,0.5113725326427836,-0.005724383155221142,0.005012312722
15,39.375000003,4,0.8507395656258574,0.512288235598433,-0.0057730871611786075,0.005012675597
15,39.375000003,5,0.8507479178336135,0.5122830548389423,-0.005750107268895483,0.005012707736
15,39.375000003,6,0.8507500125263355,0.5122585342217375,-0.0057501445078772095,0.005012639999
16,42.187499988,1,0.6833736987171879,0.4461566220990463,-0.006307565869765508,0.004511793309
16,42.187499988,2,0.7833738116051757,0.516423278565945,-0.007419198518055103,0.004503146142
16,42.187499988,3,0.7853702071397993,0.5177929176253341,-0.007283588930256552,0.004505662525
16,42.187499988,4,0.7854248272644568,0.5187178895330331,-0.007341026486195372,0.004505974831
16,42.187499988,5,0.7854322782230796,0.5187078733347724,-0.0073239170177000846,0.004505987109
16,42.187499988,6,0.7854340054591377,0.5186780211174326,-0.007330843294375875,0.004505902841
17,45.0,1,0.6269383893678826,0.45210934289807875,-0.007683620763619547,0.004043262849
17,45.0,2,0.7172699262212244,0.523506805190488,-0.00903451662700573,0.004035532553
17,45.0,3,0.7191365406157637,0.5251873179635874,-0.00902626189329629,0.004037762624
17,45.0,4,0.7191741435756485,0.5256628391421799,-0.00908146676104048,0.004038028095
17,45.0,5,0.7191806654570948,0.5256485658857329,-0.009070645655597709,0.004038021329
17,45.0,6,0.7191820084764171,0.5256140316000897,-0.0090846817601938,0.004037920487
18,47.812500012,1,0.5705865575080226,0.4586014938747601,-0.008931386464177892,0.003619478544
18,47.812500012,2,0.650887446072779,0.5315338387807794,-0.01051729913818798,0.003612571581
18,47.812500012,3,0.6525659577565751,0.5326000079671439,-0.010553042346769476,0.003614544251
18,47.812500012,4,0.6526013480707812,0.5330794443617074,-0.010616338486928572,0.003614767139
18,47.812500012,5,0.6526069215851572,0.5330615601004004,-0.010611978468144117,0.003614742298
18,47.812500012,6,0.6526078655250388,0.5330230698054041,-0.010633064064402748,0.003614624915
19,50.624999997,1,0.5139224655919259,0.4650663815908222,-0.010019201058490535,0.003244676365
19,50.624999997,2,0.5849022472939693,0.5395352911259391,-0.011782420790973833,0.003238489704
19,50.624999997,3,0.5863356435630871,0.5409101545842505,-0.011775473814028478,0.003240236515
19,50.624999997,4,0.5863580783419471,0.5409188271307335,-0.011753815864487023,0.003240421396
19,50.624999997,5,0.5863626921050533,0.5408980218735516,-0.011755839864492025,0.003240379535
19,50.624999997,6,0.5863632255812946,0.5408563462162683,-0.011783642189097296,0.003240245677
20,53.437500006,1,0.4580790957245888,0.4718060579539867,-0.010990405560449565,0.002921304135
20,53.437500006,2,0.520048605697842,0.5478077421284254,-0.012913756778658579,0.002915729875
20,53.437500006,3,0.521079545846161,0.5490877663498862,-0.012898197015953433,0.002917283908
