node,phi_deg,contour,K1_MPa_sqrt_m,K2_MPa_sqrt_m,K3_MPa_sqrt_m,J_N_per_mm
1,0.0,1,1.1304789228437488,0.3236718359340717,-8.861169059553094e-11,0.009599148363
1,0.0,2,1.3039203368942773,0.37052562612026013,1.8794874829819758e-11,0.009580294068
1,0.0,3,1.3050602415412993,0.378671739703034,1.4990461244783897e-11,0.009586013508
1,0.0,4,1.3051222819504862,0.37935119237319753,1.514842463499847e-11,0.009586845169
1,0.0,5,1.305148374219688,0.3800063328202542,1.554143699620075e-11,0.00958705442
1,0.0,6,1.3051526252695467,0.3800906957474444,2.6425596117815432e-11,0.009587122466
2,2.81250001,1,1.1278220362882676,0.32377010339613366,0.003067029433615129,0.009558627834
2,2.81250001,2,1.300829803408524,0.3706603185937785,0.0036299795854702987,0.009539855285
2,2.81250001,3,1.3019657675413536,0.37880666618509923,0.003592352462621869,0.009545549523
2,2.81250001,4,1.3020277320558769,0.3794860024834449,0.0035961213410319213,0.009546377346
2,2.81250001,5,1.3020538534180333,0.38014106861697655,0.003591323786348127,0.009546585436
2,2.81250001,6,1.3020580937161474,0.3802247273049318,0.00359637180290944,0.009546652903
3,5.625000018,1,1.125523012046477,0.32406396785076563,0.006098922163897862,0.009437974688
3,5.625000018,2,1.3005486471991248,0.3710635289177992,0.007213157935911755,0.00941944583
3,5.625000018,3,1.301672749944679,0.3792106541131966,0.007138380985431255,0.009425064952
3,5.625000018,4,1.3017344820317942,0.37988965394519925,0.007145701237631617,0.009425881336
3,5.625000018,5,1.3017606922539529,0.380544524017516,0.00713598443433283,0.009426085996
3,5.625000018,6,1.3017648996643796,0.38062609022634347,0.007145850259966351,0.009426151735
4,8.437499986,1,1.1179977380012076,0.3245585585123322,0.009113950277998484,0.009239891347
4,8.437499986,2,1.294187213712943,0.3717448201361944,0.010787783893772175,0.009221762008
4,8.437499986,3,1.2952914832854683,0.37989346164372984,0.010676796552457778,0.009227257924
4,8.437499986,4,1.2953528336856697,0.38057193242667986,0.010687238083388442,0.009228055535
4,8.437499986,5,1.2953791925348783,0.38122650397998553,0.010672362081008089,0.009228254538
4,8.437499986,6,1.2953833442892184,0.38130463880132404,0.010686592744737222,0.009228317404
5,11.25,1,1.0997062768406085,0.3252513066626902,0.012050469321524078,0.008968800749
5,11.25,2,1.2729073448236259,0.37270335424538414,0.014264768077828468,0.008951218293
5,11.25,3,1.2739837174150885,0.380854650801243,0.014118956726153722,0.008956545616
5,11.25,4,1.2740504076373471,0.381808378564617,0.01392883011976079,0.008957317533
5,11.25,5,1.2740691763877157,0.38218536443622975,0.013885944761619032,0.008957508769
5,11.25,6,1.2740732512987085,0.38225881529189804,0.013903880890604296,0.008957567629
6,14.062499987,1,1.0764504758316344,0.32614670052252265,0.014900366139098323,0.008630731115
6,14.062499987,2,1.2460222325291308,0.3776714537256693,0.017462673340031643,0.008613828993
6,14.062499987,3,1.2468881245519883,0.3820967153578989,0.017200221620356965,0.008618946421
6,14.062499987,4,1.2469546512844916,0.38305030619465025,0.017007859365877512,0.008619686262
6,14.062499987,5,1.2469731031746387,0.3834245842079026,0.016964394586762358,0.008619867755
6,14.062499987,6,1.2469770791063408,0.3834922107805764,0.016985192580192356,0.008619921496
7,16.874999979,1,1.0485234556612117,0.3278690350501333,0.017631696198692173,0.00823315132
7,16.874999979,2,1.2134116033933866,0.37923767957053595,0.020586093106237144,0.008217047539
7,16.874999979,3,1.2142314447478177,0.38364237691114145,0.020320565088069602,0.008221918424
7,16.874999979,4,1.2142977241902082,0.3845964544224247,0.020125609933509526,0.008222620577
7,16.874999979,5,1.2143158743990665,0.3849675964049214,0.020080789451176407,0.008222790498
7,16.874999979,6,1.2143197279506233,0.38502841332888177,0.020103460158085864,0.008222838045
8,19.687499998,1,1.016291982984466,0.327119552792502,0.020351632385302056,0.00778476853
8,19.687499998,2,1.1756768872098473,0.38494976526987906,0.023566075189625176,0.007769563994
8,19.687499998,3,1.1762907194562848,0.38582512546827874,0.02372468635976932,0.007774157236
8,19.687499998,4,1.176349129570718,0.3864922104705134,0.023405275207888935,0.007774816853
8,19.687499998,5,1.1763669945421313,0.3868599425690092,0.023358263928053347,0.007774973623
8,19.687499998,6,1.1763707035775988,0.3869131213275091,0.023381697325737996,0.00777501393
9,22.5,1,0.9794310702100346,0.32876451081295716,0.02282602737552039,0.007295289889
9,22.5,2,1.1328269064169576,0.3872011643451964,0.026439605403134683,0.007281065972
9,22.5,3,1.1333790663433274,0.388019146912819,0.026618115009394226,0.007285356597
9,22.5,4,1.133441433099569,0.38899678434135376,0.026429223360971366,0.007285969755
9,22.5,5,1.1334534219266343,0.3890673676436398,0.026468687412965253,0.007286111998
9,22.5,6,1.1334569636776135,0.38911227420000855,0.02649170723849067,0.00728614408
