node,phi_deg,contour,K1_MPa_sqrt_m,K2_MPa_sqrt_m,K3_MPa_sqrt_m,J_N_per_mm
1,0.0,1,5.74982491861004,0.0,0.0,0.2267045891
1,0.0,2,6.7697405795986025,0.0,0.0,0.2262604265
1,0.0,3,6.773357643382746,0.0,0.0,0.2264848818
1,0.0,4,6.774483306712326,0.0,0.0,0.2265829245
1,0.0,5,6.775203423743378,0.0,0.0,0.226616052
1,0.0,6,6.775729743750302,0.0,0.0,0.2266013626
2,4.771888124,1,6.001534529700173,0.0,0.0,0.221598283
2,4.771888124,2,6.654649398775279,0.0,0.0,0.2211219643
2,4.771888124,3,6.657062845923241,0.0,0.0,0.2212179252
2,4.771888124,4,6.657608686670162,0.0,0.0,0.2211982285
2,4.771888124,5,6.657908574947509,0.0,0.0,0.2211904255
2,4.771888124,6,6.658132091057086,0.0,0.0,0.2212018117
3,9.527283336,1,5.784993512880183,0.0,0.0,0.2054254362
3,9.527283336,2,6.409465565057554,0.0,0.0,0.2050001562
3,9.527283336,3,6.411651173262379,0.0,0.0,0.2051276417
3,9.527283336,4,6.41201704878766,0.0,0.0,0.2051463021
3,9.527283336,5,6.412127997299367,0.0,0.0,0.2051508203
3,9.527283336,6,6.412165293202092,0.0,0.0,0.2051520297
4,14.250032745,1,5.612168470701281,0.0,0.0,0.1924243782
4,14.250032745,2,6.2033718440004035,0.0,0.0,0.1920303706
4,14.250032745,3,6.205416658116964,0.0,0.0,0.1921487053
4,14.250032745,4,6.205712792770728,0.0,0.0,0.1921659514
4,14.250032745,5,6.205783732145479,0.0,0.0,0.1921701962
4,14.250032745,6,6.205804448226432,0.0,0.0,0.1921715578
5,18.924644435,1,5.487010242192363,0.0,0.0,0.1824521327
5,18.924644435,2,6.040083311021769,0.0,0.0,0.1820827453
5,18.924644435,3,6.042060676918117,0.0,0.0,0.1821937091
5,18.924644435,4,6.042342815330958,0.0,0.0,0.1822098874
5,18.924644435,5,6.0424121893782665,0.0,0.0,0.1822138866
5,18.924644435,6,6.042435036834361,0.0,0.0,0.1822151619
6,23.536577912,1,5.396289176293069,0.0,0.0,0.1748490083
6,23.536577912,2,5.912379331992143,0.0,0.0,0.1744986705
6,23.536577912,3,5.914314247473181,0.0,0.0,0.1746039956
6,23.536577912,4,5.914589960137815,0.0,0.0,0.1746193539
6,23.536577912,5,5.914658967360916,0.0,0.0,0.1746231827
6,23.536577912,6,5.914682576925927,0.0,0.0,0.1746244366
7,28.072486904,1,5.321647625055145,0.0,0.0,0.1691289195
7,28.072486904,2,5.814631444798853,0.0,0.0,0.1687933229
7,28.072486904,3,5.816534089236368,0.0,0.0,0.1688943089
7,28.072486904,4,5.816805656154991,0.0,0.0,0.168909042
7,28.072486904,5,5.816874830978807,0.0,0.0,0.1689127479
7,28.072486904,6,5.816899319657008,0.0,0.0,0.1689139868
8,32.520409417,1,5.265431581081785,0.0,0.0,0.1649417447
8,32.520409417,2,5.74219448175627,0.0,0.0,0.1646174008
8,32.520409417,3,5.7440722675291,0.0,0.0,0.1647151104
8,32.520409417,4,5.744340618411342,0.0,0.0,0.1647293751
8,32.520409417,5,5.7444099576735965,0.0,0.0,0.1647329944
8,32.520409417,6,5.74443521162299,0.0,0.0,0.1647342295
9,36.869897646,1,5.232669369431312,0.0,0.0,0.1620256513
9,36.869897646,2,5.69122253453282,0.0,0.0,0.1617096986
9,36.869897646,3,5.693081245446803,0.0,0.0,0.1618050024
9,36.869897646,4,5.6933472309453546,0.0,0.0,0.1618189266
9,36.869897646,5,5.693416857974877,0.0,0.0,0.1618224884
9,36.869897646,6,5.693442867708632,0.0,0.0,0.1618237268
10,41.1120905,1,5.220510544643626,0.0,0.0,0.1601767526
10,41.1120905,2,5.658676594213803,0.0,0.0,0.1598667753
10,41.1120905,3,5.66052112231248,0.0,0.0,0.1599603979
10,41.1120905,4,5.66078543496615,0.0,0.0,0.1599740879
10,41.1120905,5,5.660855425657603,0.0,0.0,0.159977616
10,41.1120905,6,5.660882153228386,0.0,0.0,0.1599788631
11,45.23972988,1,5.225868062806373,0.0,0.0,0.159230448
11,45.23972988,2,5.64197747551681,0.0,0.0,0.158924429
11,45.23972988,3,5.643811931761141,0.0,0.0,0.1590169809
11,45.23972988,4,5.644075169240406,0.0,0.0,0.1590305249
11,45.23972988,5,5.6441455868393415,0.0,0.0,0.1590340389
11,45.23972988,6,5.644173000624378,0.0,0.0,0.159035299
12,49.247129631,1,5.246811710745395,0.0,0.0,0.1590502994
12,49.247129631,2,5.638851854979278,0.0,0.0,0.1587465531
12,49.247129631,3,5.640679733686075,0.0,0.0,0.1588385485
12,49.247129631,4,5.64094240511764,0.0,0.0,0.1588520213
12,49.247129631,5,5.64101330338278,0.0,0.0,0.1588555373
12,49.247129631,6,5.641041352785626,0.0,0.0,0.1588568134
13,53.130102354,1,5.282240968400789,0.0,0.0,0.1595211119
13,53.130102354,2,5.6472782339578345,0.0,0.0,0.1592181998
13,53.130102354,3,5.649102501343543,0.0,0.0,0.1593100739
13,53.130102354,4,5.649365052608556,0.0,0.0,0.1593235377
13,53.130102354,5,5.649436463162678,0.0,0.0,0.1593270691
13,53.130102354,6,5.649465116560557,0.0,0.0,0.1593283637
14,56.885857276,1,5.332269589224545,0.0,0.0,0.1605438784
14,56.885857276,2,5.665446780864288,0.0,0.0,0.1602405578
14,56.885857276,3,5.66727001734748,0.0,0.0,0.1603326797
14,56.885857276,4,5.667532821594706,0.0,0.0,0.1603461875
14,56.885857276,5,5.667604776060585,0.0,0.0,0.1603497453
14,56.885857276,6,5.66763398918161,0.0,0.0,0.1603510601
15,60.512874402,1,5.4005776706814075,0.0,0.0,0.1620321684
15,60.512874402,2,5.691723325472195,0.0,0.0,0.1617273938
15,60.512874402,3,5.693547769945452,0.0,0.0,0.1618200751
15,60.512874402,4,5.693811159214046,0.0,0.0,0.1618336716
15,60.512874402,5,5.693883673403071,0.0,0.0,0.161837265
15,60.512874402,6,5.693913408299909,0.0,0.0,0.1618386014
16,64.010766398,1,5.499437870067997,0.0,0.0,0.1639105816
16,64.010766398,2,5.724625572264293,0.0,0.0,0.1636034834
16,64.010766398,3,5.7264531885020435,0.0,0.0,0.1636969865
16,64.010766398,4,5.726717434747883,0.0,0.0,0.1637107087
16,64.010766398,5,5.726790530795998,0.0,0.0,0.1637143454
16,64.010766398,6,5.72682074635904,0.0,0.0,0.1637157043
17,67.380135038,1,5.634880163891491,0.0,0.0,0.1661138771
17,67.380135038,2,5.7628495623719695,0.0,0.0,0.1658037077
17,67.380135038,3,5.76468205800415,0.0,0.0,0.1658982526
17,67.380135038,4,5.764947401560336,0.0,0.0,0.1659121318
17,67.380135038,5,5.765021088954374,0.0,0.0,0.1659158179
17,67.380135038,6,5.7650517535608445,0.0,0.0,0.1659172
18,70.622426926,1,5.749198597896667,0.0,0.0,0.1685858114
18,70.622426926,2,5.8054566400796315,0.0,0.0,0.1682719382
18,70.622426926,3,5.807295532999519,0.0,0.0,0.168367711
18,70.622426926,4,5.807562182576379,0.0,0.0,0.1683817734
18,70.622426926,5,5.807636461316339,0.0,0.0,0.168385514
18,70.622426926,6,5.807667543343461,0.0,0.0,0.1683869198
19,73.739795292,1,5.806529148684021,0.0,0.0,0.1712779759
19,73.739795292,2,5.851689025629297,0.0,0.0,0.1709598954
19,73.739795292,3,5.853535672454007,0.0,0.0,0.1710570492
19,73.739795292,4,5.8538037924899795,0.0,0.0,0.1710713166
19,73.739795292,5,5.853878675224973,0.0,0.0,0.1710751158
19,73.739795292,6,5.853910143049969,0.0,0.0,0.1710765456
