node,phi_deg,contour,K1_MPa_sqrt_m,K2_MPa_sqrt_m,K3_MPa_sqrt_m,J_N_per_mm
1,0.0,1,1.1834981725800522,0.4272190611269932,-7.320622986903483e-11,0.01123497672
1,0.0,2,1.375873461335565,0.49683197550601665,2.0384388032064107e-11,0.0112128364
1,0.0,3,1.3812143851300622,0.5099693111433269,1.8303597871579073e-11,0.01121953649
1,0.0,4,1.3812761333447934,0.510867504251344,2.4257855360466818e-12,0.01122051221
1,0.0,5,1.381306063037936,0.5118548764354279,-1.663378601207309e-11,0.01122076199
1,0.0,6,1.3813109699441812,0.5118822152744833,-5.660833893709015e-12,0.011220848
2,2.812499998,1,1.1808772082338792,0.42736237808037414,-7.376667496287445e-05,0.01119255413
2,2.812499998,2,1.3728009069794487,0.49702701657017395,-7.030915836408918e-05,0.01117050098
2,2.812499998,3,1.3781272887238978,0.510159676147508,-0.0001362548152640896,0.01117717402
2,2.812499998,4,1.3781889793851756,0.5110581203403715,-0.00013378661106484653,0.0111781454
2,2.812499998,5,1.3782189568287107,0.512045690166809,-0.0001387623407416524,0.01117839361
2,2.812499998,6,1.3782238491884788,0.51207255118571,-0.00013330956955802338,0.0111784785
3,5.624999996,1,1.1730364185675222,0.4277934240372708,-0.00020125816838174553,0.01106622766
3,5.624999996,2,1.363608487741205,0.4976137914202676,-0.000204648878006981,0.01104443327
3,5.624999996,3,1.3688915586145927,0.5107329294145546,-0.0003367195561009982,0.01105102585
3,5.624999996,4,1.368953072820777,0.5116321372974729,-0.00033204071932889384,0.01105198433
3,5.624999996,5,1.3689831947804012,0.5126203051106162,-0.0003421773598914095,0.01105222784
3,5.624999996,6,1.3689880416033708,0.5126457399422925,-0.0003315063861103775,0.01105230939
4,8.437500011,1,1.1600422085657944,0.4285154991506491,-0.0004335535921684367,0.0108587958
4,8.437500011,2,1.3483717760485845,0.49859723036339776,-0.000463919523727681,0.01083742485
4,8.437500011,3,1.353583747535972,0.5116955096580105,-0.0006624300403426499,0.01084388532
4,8.437500011,4,1.3536449727099782,0.5125960115449474,-0.000656045225924132,0.01084482261
4,8.437500011,5,1.3536753362676157,0.5135852108930633,-0.0006717006064188871,0.01084505843
4,8.437500011,6,1.3536801084608328,0.513608309750232,-0.0006562723245780691,0.01084513446
