Time,Effective Tension at Vessel End
0.0,157.8571787408357
0.1,152.9328762966573
0.2,152.10543832321926
0.3,179.72353669020637
0.4,134.80763787576703
0.5,141.9274092114396
0.6000000000000001,217.70923263821024
0.7000000000000001,181.9220851483964
0.8,173.51213936722786
0.9,211.3348496169742
1.0,227.9385427080764
1.1,292.73632842290635
1.2000000000000002,277.5681944057103
1.3,283.1079256581463
1.4,267.37505214003426
1.5,261.06949119164005
1.6,198.74689582866952
1.7000000000000002,198.24050793456007
1.8,158.8993406347537
1.9,167.7966112039187
2.0,182.68302496264585
2.1,157.95005195323398
2.2,189.52101653440064
2.3000000000000003,117.0752190740044
2.4000000000000004,172.23130765131654
2.5,129.86873490073987
2.6,183.4359344491302
2.7,218.01143008152968
2.8000000000000003,204.96812296981324
2.9000000000000004,242.42254600257908
3.0,209.0481547204084
3.1,196.17674724524196
3.2,266.5342967090423
3.3000000000000003,301.002614181451
3.4000000000000004,212.89449466453385
3.5,269.3480064463845
3.6,220.69206189057135
3.7,164.1278269443724
3.8,154.65164098489532
3.9,174.58479532084914
4.0,150.02600659688048
4.1000000000000005,114.52516410611938
4.2,99.35541352882964
4.3,125.91611300302576
4.4,163.03842738030286
4.5,167.1257963787253
4.6000000000000005,165.57350164891878
4.7,201.8580432335797
4.800000000000001,242.6040015704204
4.9,237.7125431929948
5.0,234.20086462370895
5.1000000000000005,273.9296067909541
5.2,221.02789896791936
5.300000000000001,241.93472097251848
5.4,236.74320480161964
5.5,195.5735832898953
5.6000000000000005,206.79313475754836
5.7,141.9497821683055
5.800000000000001,245.9621414553486
5.9,145.98883846694025
6.0,209.743299177243
6.1000000000000005,155.05508858045133
6.2,167.12251593027057
6.300000000000001,136.653698890293
6.4,163.46204788921955
6.5,186.83250815647253
6.6000000000000005,200.54721280574643
6.7,219.0446291070661
6.800000000000001,200.3532186733647
6.9,211.47795770522973
7.0,190.01483500736828
7.1000000000000005,261.78401692644155
7.2,282.29476937411147
7.300000000000001,297.1617575567169
7.4,251.9310219070459
7.5,209.6877878559236
7.6,168.47647532739543
7.7,235.44857458766512
7.800000000000001,134.70850302213398
7.9,163.89312978771665
8.0,155.43067039629423
8.1,151.82889927333605
8.200000000000001,151.250669966667
8.3,155.46211953184823
8.4,84.76325926801343
8.5,167.75749625292323
8.6,113.7233731505646
8.700000000000001,217.76796959756524
8.8,194.7494453004316
8.9,161.17764612326985
9.0,213.41398444383523
9.1,228.98518641559372
9.2,285.5443965610584
9.3,254.5814394116864
9.4,253.10919120014816
9.5,268.1188300697987
9.6,216.5050309883444
9.7,226.8242114261367
9.8,209.1126334434198
9.9,135.51716731294712
10.0,206.34938256349847
10.1,111.30350000674558
10.2,177.69759144992724
10.3,105.80550173365202
10.4,175.2612607749195
10.5,223.1752653013246
10.6,174.2212806774147
10.7,188.11075811924115
10.8,229.71639995404524
10.9,216.0068542010941
11.0,292.38848587768086
11.1,251.8532140748944
11.2,240.21832278778643
11.3,232.4737413223085
11.4,214.78738876444
11.5,213.849531440456
11.6,208.8691578163209
11.7,189.56940039020725
11.8,168.85154180134694
11.9,237.076489030603
12.0,131.25702293991895
12.1,158.3115310382518
12.2,167.95222225841795
12.3,170.22093270833298
12.4,155.4659448568951
12.5,160.09674180140013
12.6,194.15706511110625
12.7,203.79707690418155
12.8,203.63443493151436
12.9,179.03239072823743
13.0,223.80241309539903
13.1,211.69094167990977
13.2,229.8086215324184
13.3,249.6790043146878
13.4,253.53792718952909
13.5,286.0957635819529
13.6,203.26716825896435
13.7,227.4373416534192
13.8,197.7756007585952
13.9,212.99118223922352
14.0,179.44673682247242
14.1,123.65811059027708
14.2,98.48521108685486
14.3,160.65554383084614
14.4,141.37062719335756
14.5,137.90840657830148
14.6,142.58330923792877
14.7,200.6306923324502
14.8,256.6344309539407
14.9,213.62857750878905
15.0,255.5482340976559
15.1,243.0194560846057
15.2,211.1419453613064
15.3,270.7266474644916
15.4,209.93508154880948
15.5,233.3309799609877
15.6,209.14374717591969
15.7,230.99089563213545
15.8,156.8522702513395
15.9,185.83734935408864
16.0,136.96595301414263
16.1,138.57939703900303
16.2,41.120585139388766
16.3,214.08064998935825
16.400000000000002,173.74086511515642
16.5,144.29739437867445
16.6,146.8709697239312
16.7,180.93196481845493
16.8,232.90958601912325
16.900000000000002,169.12620011242285
17.0,233.59259218656632
17.1,299.2067027650137
17.2,215.80501795537407
17.3,251.09385832208872
17.400000000000002,308.87513732736335
17.5,251.64672993390397
17.6,223.16707424064245
17.7,219.39766624243512
17.8,176.57083997516904
17.900000000000002,213.10019067913277
18.0,150.17997454759728
18.1,95.13710514678728
18.2,138.43749884737804
18.3,122.31565694451989
18.4,148.78833676444657
18.5,159.54529718440045
18.6,216.53333636806823
18.7,216.66020920476672
18.8,219.3011646018016
18.9,225.80038553999276
19.0,206.0743844996564
19.1,180.6521894611633
19.200000000000003,253.2182083761917
19.3,272.52154326638885
19.4,239.52582637229293
19.5,216.63655135958
19.6,233.3244245825052
19.700000000000003,201.69860657643392
19.8,239.1691257846786
19.9,211.0931023820784
20.0,190.9451169453036
20.1,176.6445768351637
20.200000000000003,111.47156953204802
20.3,171.207503902399
20.4,168.51393585976672
20.5,185.510560808554
20.6,195.38892497831293
20.700000000000003,209.3843050402778
20.8,292.42919406102754
20.9,223.6031777814127
21.0,265.9302461902764
21.1,231.95775228321335
21.200000000000003,273.5426555510384
21.3,276.86190386615266
21.4,253.70862518369088
21.5,282.75958931447576
21.6,192.86107853526664
21.700000000000003,189.5819443451173
21.8,194.9682026061648
21.9,200.53545772455624
22.0,167.5427608734519
22.1,192.48532450418344
22.200000000000003,130.32589583660217
22.3,117.10033815616428
22.4,166.4680072264644
22.5,165.00241067340846
22.6,196.8965519846676
22.700000000000003,194.9793586788404
22.8,201.20260625583632
22.9,223.64062072825888
23.0,238.70559160919177
23.1,236.93800759568344
23.200000000000003,243.7294466447054
23.3,236.57450704957176
23.4,268.47579646571285
23.5,238.50281117835448
23.6,287.09193379114186
23.700000000000003,209.01970913351823
23.8,172.07107591560063
23.9,254.2315133659212
24.0,174.56866656603373
24.1,183.61629701565107
24.200000000000003,167.93968146166654
24.3,170.00802371975345
24.4,173.29377867094368
24.5,134.2552820135371
24.6,191.63651180076369
24.700000000000003,156.05558828932865
24.8,206.17231488216368
24.9,204.12022418307168
25.0,248.56423034085813
25.1,256.1112340112805
25.200000000000003,264.2577847573638
25.3,257.3012043416516
25.4,224.57108261603847
25.5,224.8520763626304
25.6,247.0012444637137
25.700000000000003,236.234272913996
25.8,154.19330706666366
25.9,128.1834231446502
26.0,140.35319373846212
26.1,185.268780869834
26.200000000000003,186.6231128710828
26.3,123.57633642878577
26.4,166.44343774245942
26.5,222.350758951022
26.6,193.069984691131
26.700000000000003,238.44652596182823
26.8,241.36499707703297
26.9,198.58278669313324
27.0,232.14068206048384
27.1,247.1300809398888
27.200000000000003,252.94740967504845
27.3,276.1721757623362
27.4,255.0363857378929
27.5,144.59615272983706
27.6,180.00415143329707
27.700000000000003,138.5771451458831
27.8,193.85775724512047
27.9,181.3258816040621
28.0,170.65662399292526
28.1,125.1447053774281
28.200000000000003,170.40091211919147
28.3,172.80556773487686
28.4,119.5696851142147
28.5,123.33667291335288
28.6,180.60668978711317
28.700000000000003,249.55489561323657
28.8,262.3954822404989
28.9,242.79087869341183
29.0,215.9402246179941
29.1,272.69272637579104
29.200000000000003,236.250680090137
29.3,225.65709605896467
29.4,178.45683792097066
29.5,235.7536469936104
29.6,200.49333915195797
29.700000000000003,207.0914839810192
29.8,119.61606913834832
29.9,179.20605229754025
30.0,89.22624031545509
30.1,186.55076100692304
30.200000000000003,165.83332898964431
30.3,142.95774969808326
30.4,174.10575293283162
30.5,137.97559107691276
30.6,182.7819058423677
30.700000000000003,219.64464855864549
30.8,118.57452250179831
30.9,212.4720170896448
31.0,237.16080086130492
31.1,240.19863805876037
31.200000000000003,293.53646282123043
31.3,214.9652734114925
31.4,224.14106556627377
31.5,175.2061102539271
31.6,264.69795916427324
31.700000000000003,196.80986831690043
31.8,175.44453338435932
31.9,172.5367716507079
32.0,181.24695008751343
32.1,164.33345551435036
32.2,229.61311837230443
32.300000000000004,164.93576949293438
32.4,143.26679425529665
32.5,150.47711683110063
32.6,168.82787180141702
32.7,150.7463196659406
32.800000000000004,212.5991261992879
32.9,249.39279106623772
33.0,219.43921674669932
33.1,221.8660449026101
33.2,295.30176242323523
33.300000000000004,205.887812460544
33.4,180.7412915753118
33.5,198.09512273375933
33.6,173.1763781123503
33.7,215.78535451830157
33.800000000000004,177.7756650119723
33.9,167.52064076931504
34.0,196.74790054384667
34.1,133.17250757398318
34.2,173.429274317961
34.300000000000004,196.65737681691715
34.4,143.55428218995942
34.5,189.42850462350876
34.6,173.35610299805154
34.7,223.52437127005908
34.800000000000004,164.25852434725178
34.9,176.5233805262095
35.0,226.10209331816992
35.1,219.4197023193402
35.2,234.3221347515117
35.300000000000004,242.0965096857647
35.4,264.3762488247186
35.5,220.4523636862025
35.6,194.67352030738635
35.7,193.65317129239745
35.800000000000004,165.52244163126133
35.9,146.0910870581485
36.0,113.76937082729468
36.1,155.99689689549896
36.2,133.1154207676802
36.3,180.3060550178613
36.4,113.80227436860082
36.5,151.05531230538267
36.6,234.9978569936837
36.7,167.61314189190026
36.8,204.3072024116566
36.9,189.41342839520917
37.0,197.38729938196693
37.1,292.5067760837638
37.2,254.95459281352265
37.3,252.6926723063077
37.4,191.8863558161442
37.5,243.44442268642996
37.6,254.112018005894
37.7,238.68288442002
37.8,208.6467969136444
37.9,140.22668479216813
38.0,171.55357775039374
38.1,173.9401022231647
38.2,96.34328441292472
38.3,117.6793050963675
38.400000000000006,183.86887678267283
38.5,193.59919225697715
38.6,134.15314936527915
38.7,219.65207118291056
38.8,214.26230194914848
38.900000000000006,249.3190165181857
39.0,218.8044850623779
39.1,265.44295148556034
39.2,275.138271268977
39.3,238.1422590955076
39.400000000000006,243.3084192548289
39.5,213.22653215804095
39.6,268.9385280866546
39.7,200.59041441539148
39.8,160.93607027014514
39.900000000000006,152.63647470378686
40.0,165.96299326886717
40.1,176.5124885622127
40.2,110.10178661107614
40.3,206.74749292909456
40.400000000000006,166.48441595203863
40.5,181.3114981459014
40.6,177.69495405921813
40.7,196.3791964253688
40.8,206.9547058367182
40.900000000000006,256.4226269510502
41.0,237.6022671417948
41.1,269.0989531459147
41.2,236.8079823338311
41.3,254.5515230085485
41.400000000000006,218.6582325424475
41.5,269.17802801966644
41.6,194.37694240450583
41.7,194.44918926732436
41.8,179.1479876518179
41.900000000000006,163.492710489816
42.0,183.83474831789164
42.1,144.41282046676747
42.2,191.99432788182395
42.3,126.76344025691614
42.400000000000006,162.3054812286508
42.5,144.04423927744128
42.6,193.23982384986556
42.7,195.32293559553224
42.8,206.75133863358624
42.900000000000006,261.5429968750762
43.0,218.209868633743
43.1,263.6829013196736
43.2,226.7546106541644
43.3,252.06286316399013
43.400000000000006,206.90858302292665
43.5,212.8066666539789
