node,phi_deg,contour,K1_MPa_sqrt_m,K2_MPa_sqrt_m,K3_MPa_sqrt_m,J_N_per_mm
1,0.0,1,1.2198796290375706,0.35206908046800633,9.862562093405595e-12,0.009606321815
1,0.0,2,1.3279666798064778,0.3785108594595285,-2.1542969878354266e-11,0.00958696065
1,0.0,3,1.3283978775527019,0.38000778240833366,-7.07394792107183e-12,0.009592734983
1,0.0,4,1.328459462593906,0.3800807475381533,4.984663829032864e-11,0.009593566815
1,0.0,5,1.328474229165668,0.38012376874458104,4.3216716552563316e-11,0.009593768332
1,0.0,6,1.3284784681988715,0.3801545218948262,3.298299988447135e-11,0.009593828473
2,1.40624999,1,1.2191720216607154,0.35210001418430587,0.00163833307974738,0.009596161792
2,1.40624999,2,1.3271926041992554,0.3785442540603031,0.0018095508282138983,0.00957682134
2,1.40624999,3,1.3276235780562216,0.3800412959107483,0.0018102761557298504,0.009582589334
2,1.40624999,4,1.327685124833866,0.3801141864108152,0.0018123570024192108,0.009583420213
2,1.40624999,5,1.3276998806538836,0.380157144055462,0.0018137192085449596,0.009583621469
2,1.40624999,6,1.3277041165248094,0.38018783269524287,0.0018146536059374526,0.009583681488
3,2.81250001,1,1.2170505223108947,0.3521938870291035,0.0032737464867170353,0.009565737483
3,2.81250001,2,1.324871920569087,0.3786446013523822,0.003615916832360367,0.009546460491
3,2.81250001,3,1.3253022180148615,0.38014194804639384,0.0036173540243113604,0.0095522094
3,2.81250001,4,1.3253636490531435,0.3802146241440354,0.0036215027523516744,0.00955303744
3,2.81250001,5,1.3253783748315235,0.38025738509501167,0.003624215474295118,0.009553237887
3,2.81250001,6,1.32538259931825,0.3802878802033997,0.00362607371402973,0.009553297567
4,4.218749983,1,1.2135199619996897,0.35234912482058,0.004903320516508465,0.009515220118
4,4.218749983,2,1.3210094188179444,0.37881206672288725,0.005415901353547832,0.009496048493
4,4.218749983,3,1.3214385911253272,0.38030990862958053,0.005418021388763097,0.00950176576
4,4.218749983,4,1.3214998321107219,0.38038222580870756,0.0054242112468664986,0.009502589051
4,4.218749983,5,1.3215145072926595,0.3804246790700676,0.00542825392792548,0.009502788185
4,4.218749983,6,1.3215187140706308,0.38045484941254,0.005431014770248078,0.009502847291
5,5.625000018,1,1.2085877534221643,0.3525674627004875,0.006524140716631906,0.009444893843
5,5.625000018,2,1.3156129296939971,0.3790470514648534,0.007206325879298848,0.009425868145
5,5.625000018,3,1.3160405300331552,0.38054559096999846,0.007209089754245722,0.009431541255
5,5.625000018,4,1.3161015031736318,0.3806174006035611,0.007217279594855297,0.009432357946
5,5.625000018,5,1.316116108785461,0.3806594168381485,0.007222618854026835,0.009432555238
5,5.625000018,6,1.3161202896327555,0.38068913529114323,0.0072262507868405355,0.009432613547
6,7.031249978,1,1.202263182606667,0.35284767275641055,0.00813335538304075,0.009355154015
6,7.031249978,2,1.3086934734186633,0.3793500824137388,0.008984087042023773,0.009336313064
6,7.031249978,3,1.3091190562246742,0.3808495468850995,0.00898744600702985,0.009341929876
6,7.031249978,4,1.3091796875229358,0.38092069718377,0.008997578757358387,0.009342738134
6,7.031249978,5,1.3091942033260795,0.3809621609684501,0.009004172400371662,0.009342933096
6,7.031249978,6,1.3091983528668252,0.38099129882726646,0.009008632011928747,0.009342990389
7,8.437499986,1,1.1945601958301348,0.353190457962673,0.009727997641536007,0.009246501018
7,8.437499986,2,1.3002652476699537,0.37972187076578934,0.010745935484422518,0.009227884792
