Time (s),Effective Tension at FST Vessel End (kN),Effective Tension at FST Jacket End (kN),Effective Tension at Jacket End (kN),Dummy Column 1,Dummy Column 2
0.0,492.0875079807417,467.4831325817046,442.8787571826675,0.0,0.0
0.1,535.1380093247095,508.381108858474,481.6242083922386,0.0,0.0
0.2,549.1110636474467,521.6555104650744,494.19995728270203,0.0,0.0
0.30000000000000004,546.5139742132498,519.1882755025872,491.86257679192477,0.0,0.0
0.4,532.6506406363067,506.0181086044913,479.38557657267603,0.0,0.0
0.5,534.887202232167,508.14284212055867,481.39848200895034,0.0,0.0
0.6000000000000001,535.932181784254,509.1355726950413,482.3389636058286,0.0,0.0
0.7000000000000001,534.7724966642201,508.03387183100904,481.2952469977981,0.0,0.0
0.8,547.9401176858439,520.5431118015517,493.14610591725955,0.0,0.0
0.9,533.3803743048421,506.7113555896,480.04233687435794,0.0,0.0
1.0,501.7993064930524,476.70934116839976,451.6193758437472,0.0,0.0
1.1,457.13052168036165,434.2739955963435,411.4174695123255,0.0,0.0
1.2000000000000002,450.4611099501082,427.9380544526028,405.4149989550974,0.0,0.0
1.3,449.15319502655336,426.69553527522567,404.237875523898,0.0,0.0
1.4000000000000001,466.9097231515868,443.5642369940074,420.2187508364281,0.0,0.0
1.5,461.5204728731687,438.44444922951027,415.36842558585187,0.0,0.0
1.6,469.6700842799128,446.18658006591716,422.70307585192154,0.0,0.0
1.7000000000000002,450.49282091609155,427.968179870287,405.4435388244824,0.0,0.0
1.8,447.01334431137366,424.66267709580495,402.3120098802363,0.0,0.0
1.9000000000000001,467.643537195005,444.2613603352548,420.87918347550453,0.0,0.0
2.0,502.0004335034168,476.9004118282459,451.8003901530751,0.0,0.0
2.1,526.8091058615558,500.46865056847804,474.1281952754003,0.0,0.0
2.2,549.2433711349576,521.7812025782097,494.3190340214618,0.0,0.0
2.3000000000000003,533.7479692680406,507.06057080463853,480.37317234123657,0.0,0.0
2.4000000000000004,541.4420123134942,514.3699116978195,487.29781108214473,0.0,0.0
2.5,533.5880667915415,506.90866345196434,480.2292601123873,0.0,0.0
2.6,530.3195068525604,503.8035315099323,477.28755616730433,0.0,0.0
2.7,547.5114357520978,520.1358639644928,492.760292176888,0.0,0.0
2.8000000000000003,553.2141256549954,525.5534193722457,497.8927130894959,0.0,0.0
2.9000000000000004,533.7011987107245,507.01613877518827,480.33107883965204,0.0,0.0
3.0,503.47622231918297,478.3024112032238,453.12860008726466,0.0,0.0
3.1,465.72744139559796,442.44106932581803,419.15469725603816,0.0,0.0
3.2,447.0154806171813,424.6647065863222,402.31393255546317,0.0,0.0
