ObjectName,k_axial,k_x,k_x_signed,k_x_positive,k_x_negative,k_y,k_z,k_xy,k_xz,k_yz,cos_x,cos_y,cos_z,Fx,Fy,Fz,filename_stem
Line01,102.45399033509098,15.370754372642255,15.370754372642255,15.370754372642255,0.0,83.89952420829069,3.18365398093085,-35.9109868784915,6.995367277589704,-16.34341011673907,0.3873317984596751,-0.9049306751570222,0.1762781528366203,60.6323,-141.6564,27.5943,fsts_l015_hwl_125km3_l100_pb_vessel_statics_6dof
Line02,102.91640973523845,14.479197809259976,14.479197809259976,14.479197809259976,0.0,84.68066247156824,3.7565616729797258,-35.01582588694738,7.3750931889541596,-17.835586087460815,0.3750852075718778,-0.907088810728642,0.19105259808465844,57.1712,-138.2602,29.1206,fsts_l015_hwl_125km3_l100_pb_vessel_statics_6dof
Line03,104.29089507353761,46.56344711758257,46.56344711758258,46.56344711758257,0.0,53.01001485881944,4.717452130902005,-49.682280780786485,14.820959241121432,-15.813671539363803,0.6681890657286927,-0.71294456989738,0.21268191084565277,158.8691,-169.5102,50.5674,fsts_l015_hwl_125km3_l100_pb_vessel_statics_6dof
Line04,104.58332853367648,25.511030936755695,-25.511030936755695,0.0,25.511030936755695,34.767398845869046,44.33774501287084,29.78174252033433,-33.63185372068173,-39.26204356358596,-0.4938928906984028,-0.5765737550892578,0.6511118070779831,-0.1577,-0.1841,0.2079,fsts_l015_hwl_125km3_l100_pb_vessel_statics_6dof
Line05,104.91159155503139,22.340129620146204,-22.340129620146204,0.0,22.340129620146204,34.00293594538012,48.610057294317045,27.56138596814972,-32.95383104887467,-40.65568428251971,-0.4614568599717115,-0.5693069306930694,0.6806930693069307,-0.1305,-0.161,0.1925,fsts_l015_hwl_125km3_l100_pb_vessel_statics_6dof
Line06,104.97411400307281,22.61683529672877,-22.61683529672877,0.0,22.61683529672877,32.32801424806479,50.05859942669258,27.039921851195917,-33.647690833375584,-40.22803892192964,-0.464167585446527,-0.5549430356486585,0.6905549430356487,-0.1263,-0.151,0.1879,fsts_l015_hwl_125km3_l100_pb_vessel_statics_6dof
Line07,94.95439073099371,83.41082590924456,-83.41082590924456,0.0,83.41082590924456,1.219454313658562,10.325427908816174,10.085419746388924,-29.347103259789048,-3.54843452860221,-0.937246192893401,-0.1133248730964467,0.329758883248731,-1.4771,-0.1786,0.5197,fsts_l015_hwl_125km3_l100_pb_vessel_statics_6dof
Line08,95.50149163904538,83.68520008322305,-83.68520008322305,0.0,83.68520008322305,1.2473240202990592,10.56803615679631,10.21677836733953,-29.738665408323804,-3.6306700959686484,-0.9360935481677883,-0.11428377184036984,0.3326534774627779,-1.3769,-0.1681,0.4893,fsts_l015_hwl_125km3_l100_pb_vessel_statics_6dof
Line09,100.62326547177636,84.02659188360725,84.02659188360724,84.02659188360725,0.0,4.047540201060439,12.54912231218171,-18.44182769160907,-32.47244953838811,7.12692619904121,0.9138168691101629,-0.2005609517658308,-0.35314858670706906,306.8799,-67.3528,-118.5951,fsts_l015_hwl_125km3_l100_pb_vessel_statics_6dof
Line10,100.5966756927349,83.49771129309173,83.49771129309173,83.49771129309173,0.0,4.432648841300471,12.66631058458998,-19.238399965032546,-32.520884741051034,7.493017211800241,0.9110568358498352,-0.2099132482497909,-0.3548405566138012,307.1066,-70.7593,-119.6126,fsts_l015_hwl_125km3_l100_pb_vessel_statics_6dof
Line11,96.54237853891416,85.04968310718367,85.04968310718368,85.04968310718367,0.0,4.261630959360206,7.2310447183863555,-19.038129178397455,-24.79915445801799,5.5512200497182045,0.9385930902078656,-0.21010138832391842,-0.2736790328537656,275.7319,-61.7218,-80.3991,fsts_l015_hwl_125km3_l100_pb_vessel_statics_6dof
Line12,99.75520481347418,73.69827608188247,-73.69827608188247,0.0,73.69827608188247,8.13638702795887,17.920569675044767,24.48750084217579,36.34164403898178,12.07512694085107,-0.8595296890312885,-0.28559330153996665,-0.42384603358979833,-255.6598,-84.9473,-126.0694,fsts_l015_hwl_125km3_l100_pb_vessel_statics_6dof
Line13,101.18762054887064,53.878326084694315,-53.878326084694315,0.0,53.878326084694315,20.012162642452893,27.29715378279496,32.83628822674717,38.3500319777373,23.372528343706012,-0.7296983352758499,-0.44471657894550093,-0.519391683548984,-298.2002,-181.7389,-212.2558,fsts_l015_hwl_125km3_l100_pb_vessel_statics_6dof
Line14,101.18489453281909,51.53937617537029,-51.53937617537031,0.0,51.53937617537029,21.89586979803123,27.749628057442898,33.59314617905952,37.81796556108168,24.6495891018403,-0.7136934929626084,-0.4651823831657821,-0.5236857319768304,-295.6486,-192.7025,-216.9376,fsts_l015_hwl_125km3_l100_pb_vessel_statics_6dof
Line15,89.89432524132192,77.53405017287773,-77.53405017287773,0.0,77.53405017287773,7.265392892757049,5.094927380472553,23.734265041763866,19.875370566224106,6.084130930477958,-0.9287099468322226,-0.28429119820118753,-0.23806900710941686,-156.4567,-47.8936,-40.1067,fsts_l015_hwl_125km3_l100_pb_vessel_statics_6dof
Line16,89.58080603309759,76.42274692263031,-76.4227469226303,0.0,76.42274692263031,8.235783657772204,4.9222147629667345,25.0878697817782,19.395081158093703,6.366969130197391,-0.9236423530180651,-0.3032110204166277,-0.23440819807189212,-146.9793,-48.25,-37.3014,fsts_l015_hwl_125km3_l100_pb_vessel_statics_6dof
