-8	0	5	0
-7.9	0.052358921	4.999725847	-0.6
-7.8	0.104712099	4.998903417	-1.2
-7.7	0.157053795	4.997532802	-1.8
-7.6	0.209378269	4.99561415	-2.4
-7.5	0.261679781	4.993147674	-3
-7.4	0.313952598	4.990133642	-3.6
-7.3	0.366190986	4.986572386	-4.2
-7.2	0.418389217	4.982464296	-4.8
-7.1	0.470541567	4.977809823	-5.4
-7	0.522642316	4.972609477	-6
-6.9	0.574685752	4.966863828	-6.6
-6.8	0.626666168	4.960573507	-7.2
-6.7	0.678577862	4.953739202	-7.8
-6.6	0.730415143	4.946361665	-8.4
-6.5	0.782172325	4.938441703	-9
-6.4	0.833843734	4.929980185	-9.6
-6.3	0.885423702	4.92097804	-10.2
-6.2	0.936906573	4.911436254	-10.8
-6.1	0.988286702	4.901355873	-11.4
-6	1.039558454	4.890738004	-12
-5.9	1.090716207	4.87958381	-12.6
-5.8	1.141754351	4.867894514	-13.2
-5.7	1.192667288	4.8556714	-13.8
-5.6	1.243449436	4.842915806	-14.4
-5.5	1.294095226	4.829629131	-15
-5.4	1.344599103	4.815812834	-15.6
-5.3	1.39495553	4.801468428	-16.2
-5.2	1.445158985	4.786597488	-16.8
-5.1	1.495203961	4.771201643	-17.4
-5	1.545084972	4.755282581	-18
-4.9	1.594796546	4.73884205	-18.6
-4.8	1.644333234	4.721881851	-19.2
-4.7	1.693689601	4.704403845	-19.8
-4.6	1.742860237	4.686409947	-20.4
-4.5	1.791839748	4.667902132	-21
-4.4	1.840622763	4.648882429	-21.6
-4.3	1.889203934	4.629352924	-22.2
-4.2	1.937577932	4.609315758	-22.8
-4.1	1.985739453	4.588773128	-23.4
-4	2.033683215	4.567727288	-24
-3.9	2.081403961	4.546180545	-24.6
-3.8	2.128896458	4.524135262	-25.2
-3.7	2.176155497	4.501593857	-25.8
-3.6	2.223175896	4.478558801	-26.4
-3.5	2.269952499	4.455032621	-27
-3.4	2.316480176	4.431017896	-27.6
-3.3	2.362753824	4.40651726	-28.2
-3.2	2.408768371	4.3815334	-28.8
-3.1	2.454518768	4.356069056	-29.4
-3	2.5	4.330127019	-30
-2.9	2.545207079	4.303710135	-30.6
-2.8	2.590135047	4.276821301	-31.2
-2.7	2.634778977	4.249463465	-31.8
-2.6	2.679133975	4.221639628	-32.4
-2.5	2.723195175	4.19335284	-33
-2.4	2.766957746	4.164606204	-33.6
-2.3	2.810416889	4.135402871	-34.2
-2.2	2.853567838	4.105746046	-34.8
-2.1	2.896405862	4.075638979	-35.4
-2	2.938926261	4.045084972	-36
-1.9	2.981124375	4.014087376	-36.6
-1.8	3.022995574	3.98264959	-37.2
-1.7	3.064535268	3.950775062	-37.8
-1.6	3.105738901	3.918467287	-38.4
-1.5	3.146601955	3.885729807	-39
-1.4	3.187119949	3.852566214	-39.6
-1.3	3.227288439	3.818980143	-40.2
-1.2	3.26710302	3.784975278	-40.8
-1.1	3.306559327	3.750555348	-41.4
-1	3.345653032	3.715724127	-42
-0.9	3.384379848	3.680485436	-42.6
-0.8	3.42273553	3.644843137	-43.2
-0.7	3.460715869	3.60880114	-43.8
-0.6	3.498316703	3.572363398	-44.4
-0.5	3.535533906	3.535533906	-45
-0.4	3.572363398	3.498316703	-45.6
-0.3	3.60880114	3.460715869	-46.2
-0.2	3.644843137	3.42273553	-46.8
-0.1	3.680485436	3.384379848	-47.4
0	3.715724127	3.345653032	-48
0.1	3.750555348	3.306559327	-48.6
0.2	3.784975278	3.26710302	-49.2
0.3	3.818980143	3.227288439	-49.8
0.4	3.852566214	3.187119949	-50.4
0.5	3.885729807	3.146601955	-51
0.6	3.918467287	3.105738901	-51.6
0.7	3.950775062	3.064535268	-52.2
0.8	3.98264959	3.022995574	-52.8
0.9	4.014087376	2.981124375	-53.4
1	4.045084972	2.938926261	-54
