stress_range_mpa,cycles_annual,stress_corrected_mpa,cycles_to_failure,damage_per_bin,damage_rate_per_year
3.027209921,13227600.0,3.4812914091499993,inf,0.0,0.0
9.081629763,0.0,10.44387422745,inf,0.0,0.0
15.1360496,0.0,17.40645704,inf,0.0,0.0
21.19046945,0.0,24.369039867499996,inf,0.0,0.0
27.24488929,0.0,31.331622683499997,inf,0.0,0.0
33.29930913,0.0,38.294205499499995,inf,0.0,0.0
39.35372897,0.0,45.256788315499996,inf,0.0,0.0
45.40814881,0.0,52.2193711315,6799243.174512473,0.0,0.0
51.46256865,0.0,59.1819539475,4670760.373654225,0.0,0.0
57.5169885,0.0,66.14453677499999,3345596.3996504257,0.0,0.0
63.57140834,0.0,73.10711959099999,2477858.2990478477,0.0,0.0
69.62582818,0.0,80.069702407,1886039.7558449437,0.0,0.0
75.68024802,0.0,87.03228522299999,1468636.525500636,0.0,0.0
81.73466786,0.0,93.994868039,1165851.0243507128,0.0,0.0
87.78908771,0.0,100.9574508665,940893.25948645,0.0,0.0
93.84350755,0.0,107.92003368249999,770281.148908489,0.0,0.0
99.89792739,0.0,114.8826164985,638546.5038391221,0.0,0.0
105.9523472,0.0,121.84519928,535217.3930994842,0.0,0.0
112.0067671,0.0,128.807782165,453032.3118524623,0.0,0.0
118.0611869,0.0,135.77036493499998,386848.15518599836,0.0,0.0
124.1156067,0.0,142.732947705,332952.88432021596,0.0,0.0
130.1700265,0.0,149.695530475,288621.7032572261,0.0,0.0
136.2244463,0.0,156.658113245,251823.82199919192,0.0,0.0
142.27886610000002,0.0,163.620696015,221024.684288453,0.0,0.0
148.33328590000002,0.0,170.583278785,195050.0710816025,0.0,0.0
154.38770570000003,0.0,177.54586155500002,172991.12579053032,0.0,0.0
160.44212550000003,0.0,184.50844432500003,154136.9441935351,0.0,0.0
166.49654530000004,0.0,191.47102709500004,137926.04569907254,0.0,0.0
172.55096510000004,0.0,198.43360986500002,123910.9786265654,0.0,0.0
178.60538490000005,0.0,205.39619263500003,111732.19207226163,0.0,0.0
184.65980470000005,0.0,212.35877540500005,101098.53197280396,0.0,0.0
190.71422450000009,0.0,219.32135817500009,91772.53034504349,0.0,0.0
196.7686443000001,0.0,226.2839409450001,83559.20219962703,0.0,0.0
202.82306410000007,0.0,233.24652371500005,76297.43656110446,0.0,0.0
208.87748390000007,0.0,240.20910648500006,69853.32493264462,0.0,0.0
214.93190370000008,0.0,247.17168925500008,64114.95016282069,0.0,0.0
220.98632350000008,0.0,254.1342720250001,58988.28569123097,0.0,0.0
227.0407433000001,0.0,261.09685479500007,54393.94593514996,0.0,0.0
233.0951631000001,0.0,268.0594375650001,50264.59412067027,0.0,0.0
239.1495829000001,0.0,275.0220203350001,46542.86162691707,0.0,0.0
245.2040027000001,0.0,281.9846031050001,43179.66803344068,0.0,0.0
251.2584225000001,0.0,288.9471858750001,40132.85710373257,0.0,0.0
257.3128423000001,0.0,295.9097686450001,37366.083403100994,0.0,0.0
263.3672621000001,0.0,302.87235141500014,34847.89890835682,0.0,0.0
269.4216819000001,0.0,309.8349341850001,32551.00008588869,0.0,0.0
275.47610170000013,0.0,316.7975169550001,30451.60440627571,0.0,0.0
281.53052150000013,0.0,323.76009972500015,28528.931790661343,0.0,0.0
287.58494130000014,0.0,330.72268249500013,26764.771532245868,0.0,0.0
293.63936110000014,0.0,337.6852652650001,25143.11916360833,0.0,0.0
299.6937809000001,0.0,344.6478480350001,23649.87081322035,0.0,0.0
TOTAL,13227600.0,-,-,0.0,0.0
