Frequency (Hz),Period (s),PSD (kN²/Hz),Amplitude (kN/√Hz)
0.0,inf,124.7045160575695,11.167117625312697
0.002,500.0,442.8382711435285,21.04372284420056
0.004,250.0,608.2364135065685,24.662449462828473
0.006,166.66666666666666,708.2949666157809,26.613811576243283
0.008,125.0,969.1607410047878,31.131346597999705
0.01,100.0,1334.066746230373,36.52487845606571
0.012,83.33333333333333,2923.0353392154134,54.06510278558077
0.014,71.42857142857143,5426.920236247802,73.6676335730136
0.016,62.5,4464.752977606353,66.81880706512466
0.018000000000000002,55.55555555555555,5978.870553332654,77.32315664361262
0.02,50.0,11819.421577375422,108.7171632143491
0.022,45.45454545454546,16456.344564781684,128.28228468803354
0.024,41.666666666666664,12421.365593508443,111.45118031455944
0.026000000000000002,38.46153846153846,5489.071260119551,74.08826668319047
0.028,35.714285714285715,3469.5873682459955,58.903203378475055
0.03,33.333333333333336,3145.670971018267,56.08628148681518
0.032,31.25,1002.8402486464755,31.667653033442114
0.034,29.41176470588235,297.8624491130456,17.258691987316002
0.036000000000000004,27.777777777777775,158.47650977178566,12.588745361305298
0.038,26.315789473684212,98.75240760533411,9.937424596208723
0.04,25.0,92.16362050373229,9.600188566050788
0.042,23.809523809523807,86.52711946187851,9.301995455915817
0.044,22.72727272727273,119.13767310542937,10.915020527027394
0.046,21.73913043478261,114.94816141630346,10.721388035898311
0.048,20.833333333333332,115.68053524056164,10.75548861003356
0.05,20.0,157.03141993822723,12.531217815449033
0.052000000000000005,19.23076923076923,160.71517469665756,12.677348882816847
0.054,18.51851851851852,149.48780093987347,12.226520393794527
0.056,17.857142857142858,140.46921957689227,11.851971126225893
0.058,17.241379310344826,112.92632599694517,10.626679914109824
0.06,16.666666666666668,116.10884427000077,10.775381397890321
0.062,16.129032258064516,102.64287531694659,10.131282017442146
0.064,15.625,114.0407116354393,10.678984578855767
0.066,15.15151515151515,94.53412878055303,9.722866284206166
0.068,14.705882352941176,121.09642109055537,11.004381904066914
0.07,14.285714285714285,120.38507111576953,10.972013084013778
0.07200000000000001,13.888888888888888,124.76546022793809,11.169846025256485
0.074,13.513513513513514,113.15842865896423,10.637595059926102
0.076,13.157894736842106,117.17925769573792,10.824936844884496
0.078,12.820512820512821,113.90781445947877,10.672760395487138
0.08,12.5,98.43195460919135,9.921287951127683
0.082,12.195121951219512,98.79360928509269,9.93949743624358
0.084,11.904761904761903,91.35631786707128,9.558049898753996
0.08600000000000001,11.627906976744185,93.75508159137647,9.682720774213024
0.088,11.363636363636365,90.34884896189612,9.505201153152736
0.09,11.11111111111111,76.94504611326661,8.771832540197437
0.092,10.869565217391305,83.68223820279024,9.14779963722371
0.094,10.638297872340425,74.27735857904291,8.61843132936864
0.096,10.416666666666666,56.69334125698916,7.52949807470519
0.098,10.204081632653061,52.91650290605883,7.274373024945781
0.1,10.0,38.743554354699846,6.2244320507737765
0.10200000000000001,9.80392156862745,57.56552190574017,7.587194600492343
0.10400000000000001,9.615384615384615,240.79220583699512,15.51748065366911
0.106,9.433962264150944,506.4354024060437,22.504119676318016
0.108,9.25925925925926,499.6993811145151,22.353956721674916
0.11,9.090909090909092,358.75392022975,18.94080041153884
0.112,8.928571428571429,237.0400943473124,15.396106467133578
0.114,8.771929824561402,195.5915309742596,13.985404212044054
0.116,8.620689655172413,148.0230623327953,12.166472879713139
0.11800000000000001,8.47457627118644,124.55826465917504,11.160567398621588
0.12,8.333333333333334,117.7423535583116,10.850914871950273
0.122,8.19672131147541,115.98278442830882,10.769530371762217
0.124,8.064516129032258,103.42219345483875,10.169670272670533
0.126,7.936507936507937,87.75177463988489,9.367591720388164
0.128,7.8125,96.78194497294605,9.837781506668364
0.13,7.692307692307692,100.1151387635072,10.005755282011808
0.132,7.575757575757575,71.51243439666439,8.4565024919682
0.134,7.462686567164178,60.67529621051346,7.7894349095754984
0.136,7.352941176470588,89.91871814795587,9.48254808308167
0.138,7.246376811594202,70.93885024676149,8.422520421273045
0.14,7.142857142857142,60.66304160242877,7.788648252580725
0.14200000000000002,7.04225352112676,53.4350534757681,7.309928417964714
0.14400000000000002,6.944444444444444,50.901918140590745,7.134558019989097
0.146,6.849315068493151,44.33636031537904,6.658555422565696
0.148,6.756756756756757,44.15912364923132,6.645233152360519
0.15,6.666666666666667,41.46762200965331,6.43953585358862
0.152,6.578947368421053,35.86095461184975,5.988401674224079
0.154,6.4935064935064934,34.314339918984246,5.857844306482057
0.156,6.410256410256411,29.446051798127964,5.426421638439826
0.158,6.329113924050633,30.85122967741642,5.5543883261270475
0.16,6.25,40.33786030433379,6.351209357621097
0.162,6.172839506172839,51.87262485486367,7.202265258574116
0.164,6.097560975609756,50.015970219967606,7.072196986790428
0.166,6.024096385542168,46.66557191560632,6.831220382596825
0.168,5.952380952380952,49.69240702656384,7.049284149937768
0.17,5.88235294117647,49.31095320254059,7.022175816834878
0.17200000000000001,5.813953488372093,37.99949839752504,6.164373317501548
0.17400000000000002,5.747126436781609,37.36405609484244,6.112614505663059
0.176,5.6818181818181825,36.10115048818055,6.008423294690592
0.178,5.617977528089888,31.085192641761317,5.575409638919934
0.18,5.555555555555555,34.95546705253865,5.9123148641237515
0.182,5.4945054945054945,32.32263673354051,5.6853000565968825
0.184,5.434782608695652,41.081274795535776,6.4094675906455585
0.186,5.376344086021505,42.85229446588243,6.546166394607032
0.188,5.319148936170213,41.467247591181774,6.43950678167061
0.19,5.2631578947368425,34.93315291863987,5.910427473426933
0.192,5.208333333333333,30.292671613218523,5.503877870485366
0.194,5.154639175257731,27.541484948736866,5.247998184902207
0.196,5.1020408163265305,22.2836366803218,4.720554700490378
0.198,5.05050505050505,23.28664137322633,4.8256234180907995
0.2,5.0,20.301991836279235,4.505773167424126
0.202,4.9504950495049505,17.667928545818587,4.203323511915135
0.20400000000000001,4.901960784313725,23.709472106463295,4.869237322873398
0.20600000000000002,4.854368932038835,25.106694227179965,5.010658063286694
0.20800000000000002,4.8076923076923075,22.87667330292268,4.7829565441181545
0.21,4.761904761904762,24.025594757299874,4.901591043457203
0.212,4.716981132075472,23.345256434723268,4.83169291602056
0.214,4.672897196261682,20.327006483004265,4.5085481568908925
0.216,4.62962962962963,16.893725623634953,4.110197759674704
0.218,4.587155963302752,20.188199905627023,4.493128075809438
0.22,4.545454545454546,19.18139731671958,4.379657214522568
0.222,4.504504504504505,16.747368345303475,4.0923548655149
0.224,4.464285714285714,20.888282988995808,4.570370115099631
0.226,4.424778761061947,17.278423453681643,4.156732304789622
0.228,4.385964912280701,16.831388550884242,4.102607530691212
0.23,4.3478260869565215,17.78675121904924,4.217434198544091
0.232,4.310344827586206,17.081272494670973,4.132949611920156
0.234,4.273504273504273,16.10161443475901,4.012681701151863
0.23600000000000002,4.23728813559322,15.043407681611969,3.878583205451698
0.23800000000000002,4.201680672268907,15.21218500780929,3.9002801191464815
0.24,4.166666666666667,14.518898369630957,3.810367222411897
0.242,4.132231404958678,27.62999642346437,5.256424300174442
0.244,4.098360655737705,51.59861088890151,7.183217307648538
0.246,4.065040650406504,16.89594757830313,4.110468048568572
0.248,4.032258064516129,9.331335211071684,3.054723426281287
0.25,4.0,10.773340342876136,3.2822767011445175
0.252,3.9682539682539684,10.113079202528581,3.1801067910572725
0.254,3.937007874015748,9.872121508265062,3.141993238099831
0.256,3.90625,8.928716714488509,2.9880958342209354
0.258,3.875968992248062,11.70561495984267,3.421346951106051
0.26,3.846153846153846,9.651653468231922,3.1067110371310562
0.262,3.8167938931297707,9.836722015213402,3.136354893058724
0.264,3.7878787878787876,9.424267733948431,3.0698970233459675
0.266,3.7593984962406015,10.612263739122492,3.257646963549379
0.268,3.731343283582089,10.366394701425293,3.219688603176601
0.27,3.7037037037037033,9.372911761512288,3.0615211515702923
0.272,3.676470588235294,8.227842488246498,2.868421602248613
0.274,3.64963503649635,68.557930694319,8.279971660236464
