Frequency (Hz),Period (s),PSD (kN²/Hz),Amplitude (kN/√Hz)
0.0,inf,333.1271625730457,18.25177149136614
0.002,500.0,1293.417165827545,35.964109412406486
0.004,250.0,1868.7958344251315,43.229571295874905
0.006,166.66666666666666,2434.538684773039,49.34104462587957
0.008,125.0,2408.4569286215283,49.076032119778475
0.01,100.0,3700.0455007036585,60.8279993153125
0.012,83.33333333333333,15952.03852726846,126.30137975203779
0.014,71.42857142857143,26527.42180226234,162.8724095795919
0.016,62.5,6232.450331926024,78.9458696318308
0.018000000000000002,55.55555555555555,4496.137785231959,67.05324589631705
0.02,50.0,9468.204975871087,97.30470171513342
0.022,45.45454545454546,14196.258532140197,119.14805299349291
0.024,41.666666666666664,11207.5670389876,105.86579730483118
0.026000000000000002,38.46153846153846,5573.432143319568,74.65542273217378
0.028,35.714285714285715,3543.403159190252,59.52649123869348
0.03,33.333333333333336,2650.8517276931025,51.48642275098458
0.032,31.25,889.4948467428566,29.824400190831273
0.034,29.41176470588235,466.46109175984384,21.597710336048213
0.036000000000000004,27.777777777777775,236.97878605364662,15.394115305974768
0.038,26.315789473684212,173.1590309876589,13.158990500325581
0.04,25.0,138.95631575134678,11.787973352164773
0.042,23.809523809523807,91.72227365045337,9.577174617310336
0.044,22.72727272727273,62.96210782277101,7.934866591365668
0.046,21.73913043478261,85.03168752464138,9.221262794468087
0.048,20.833333333333332,97.56417159760478,9.877457749725117
0.05,20.0,111.64807435898759,10.566365238765295
0.052000000000000005,19.23076923076923,130.72539489472993,11.43352066927462
0.054,18.51851851851852,140.00894442348093,11.832537531040455
0.056,17.857142857142858,152.98814826711222,12.368837789667719
0.058,17.241379310344826,126.54152202743344,11.249067607025635
0.06,16.666666666666668,108.12953854657496,10.398535403919869
0.062,16.129032258064516,99.32037037396711,9.965960584608345
0.064,15.625,103.51806089971743,10.174382580762208
0.066,15.15151515151515,66.23746334660356,8.138640141117161
0.068,14.705882352941176,75.97708912165866,8.716483759042902
0.07,14.285714285714285,67.66504278769055,8.225876414564624
0.07200000000000001,13.888888888888888,67.74152412379915,8.230523927660933
0.074,13.513513513513514,54.154431118553916,7.358969433185187
0.076,13.157894736842106,50.55354448482704,7.110101580485826
0.078,12.820512820512821,48.76036785877105,6.982862440201084
0.08,12.5,44.02738043333936,6.635313137549678
0.082,12.195121951219512,41.60584274759348,6.450259122515426
0.084,11.904761904761903,37.30003599203555,6.107375540445794
0.08600000000000001,11.627906976744185,39.144303895036195,6.256540888944641
0.088,11.363636363636365,41.674627980170804,6.455588894916621
0.09,11.11111111111111,34.70847186347952,5.891389637723813
0.092,10.869565217391305,36.1016095337218,6.0084614947357196
0.094,10.638297872340425,35.0519490475943,5.92046865101018
0.096,10.416666666666666,32.687289328799345,5.717279888968123
0.098,10.204081632653061,49.45000346621962,7.032069643157668
0.1,10.0,78.33744406183,8.850844257009046
0.10200000000000001,9.80392156862745,185.6669734954991,13.625966882959135
0.10400000000000001,9.615384615384615,602.7934784317118,24.551852851296413
0.106,9.433962264150944,844.6279272126985,29.06248315634262
0.108,9.25925925925926,530.312454170699,23.028513937523172
0.11,9.090909090909092,276.23472833574004,16.620310717183962
0.112,8.928571428571429,136.75045308878666,11.69403493618805
0.114,8.771929824561402,100.20674421685109,10.010331873462093
0.116,8.620689655172413,63.553875596508945,7.972068464113247
0.11800000000000001,8.47457627118644,48.9943145247724,6.999593882845804
0.12,8.333333333333334,42.861609143121974,6.546877816419211
0.122,8.19672131147541,41.33862001156356,6.429511646428799
0.124,8.064516129032258,35.21672315192991,5.934367965666597
0.126,7.936507936507937,28.936371078853004,5.379253765983996
0.128,7.8125,32.25892546983879,5.679694135236403
0.13,7.692307692307692,31.38576228090339,5.602299731440954
0.132,7.575757575757575,22.10832618828263,4.70194919031274
0.134,7.462686567164178,17.262366496904786,4.15480041601336
0.136,7.352941176470588,24.90933930007603,4.990925695707764
0.138,7.246376811594202,19.86620653961574,4.457152290377314
0.14,7.142857142857142,15.671136427048689,3.9586786213392835
0.14200000000000002,7.04225352112676,13.694404605199823,3.70059516905049
0.14400000000000002,6.944444444444444,12.287767014289654,3.5053911357064926
0.146,6.849315068493151,11.189407945389341,3.3450572409735146
0.148,6.756756756756757,10.76564352807383,3.281104010554044
0.15,6.666666666666667,10.683083713293339,3.268498694093871
0.152,6.578947368421053,9.458579187429072,3.0754803181664276
0.154,6.4935064935064934,8.936098122382484,2.9893307147892627
0.156,6.410256410256411,9.492246966393955,3.0809490366434096
0.158,6.329113924050633,8.326547059688428,2.8855756894748796
0.16,6.25,7.629783388116278,2.762206253724779
0.162,6.172839506172839,10.236107369650309,3.1993917186944003
0.164,6.097560975609756,7.7382378881935505,2.781768841617425
0.166,6.024096385542168,6.961466046890664,2.6384590288444247
0.168,5.952380952380952,7.643786881079584,2.764739930098233
0.17,5.88235294117647,7.77295314245998,2.788001639608553
0.17200000000000001,5.813953488372093,6.216445690334176,2.4932801066735713
0.17400000000000002,5.747126436781609,6.252621529752281,2.5005242509826378
