config,condition_id,strut,tension_ranges,max_tension,min_tension,mean_tension,max_stress_range,damage,weighted_damage,annual_damage,fatigue_life_years,occurrence_pct
fsts_l015,1,1,196,326.3130475505427,223.26426653734381,275.0469076190364,12.96727375,2.4311751910231342e-05,1.8865919482339523e-06,0.5953631406558777,1.679647145939127,7.76
fsts_l015,1,2,178,327.2308235228618,220.97809141243405,275.01742320445055,13.570254,2.6909635268939686e-05,2.08818769686972e-06,0.6589819206273587,1.5174923145812376,7.76
fsts_l015,2,1,224,867.4433860853705,632.9168620533565,750.087163117202,29.5346615,0.001671898485396624,9.195441669681432e-05,29.01860700351388,0.034460647951809316,5.5
fsts_l015,2,2,226,868.3807667081244,626.6155175352374,749.9976386424163,30.34157875,0.0017273172526380478,9.500244889509263e-05,29.980492812517753,0.03335502208897881,5.5
fsts_l015,3,1,223,1691.988614397619,1262.9761184388403,1474.3909085005507,59.0801625,0.03842566349959515,0.0012488340637368423,394.1020584978177,0.002537413795329205,3.25
fsts_l015,3,2,239,1697.3993010027903,1262.179546422325,1475.5202285180414,57.312196,0.03682029628293883,0.001196659629195512,377.6370591430029,0.002648045195218306,3.25
fsts_l095,1,1,190,492.3251381679886,388.53473364569584,439.91309558458613,13.339803,2.657251275766948e-05,2.0620269899951518e-06,0.65072622939471,1.5367445706471308,7.76
fsts_l095,1,2,193,491.6838412086083,386.7504247923797,440.1147617644592,13.400315,2.5881237268955092e-05,2.008384012070915e-06,0.6337977929932911,1.5777902843069465,7.76
fsts_l095,2,1,224,1317.3161695266524,1081.4933166492049,1199.6988835243978,29.75428275,0.0017386519336434144,9.56258563503878e-05,30.17722524362998,0.033137572852596414,5.5
fsts_l095,2,2,227,1318.5440041624797,1075.91711728655,1200.3170348632668,31.15624625,0.001730590501567629,9.518247758621959e-05,30.037305546748833,0.033291934206403466,5.5
fsts_l095,3,1,235,2573.2059418825147,2148.0975081701645,2359.896869531361,55.92093775,0.035308000093343304,0.0011475100030336573,362.12661671734946,0.0027614650617646523,3.25
fsts_l095,3,2,241,2573.558209901348,2151.745276538344,2360.056806027228,56.289837,0.03879653660871419,0.0012608874397832112,397.90581469702664,0.0025131575439816577,3.25
fsts_l015_125km3_l100_pb,1,1,186,326.32939927855637,222.1078952311303,274.85816080469425,13.1165065,2.515360670962476e-05,1.9519198806668813e-06,0.6159790682613318,1.6234317877433877,7.76
fsts_l015_125km3_l100_pb,1,2,192,325.8153608360109,218.75711062228075,275.01162516664425,14.0573045,2.472383862657796e-05,1.9185698774224497e-06,0.605454607637467,1.6516514820195707,7.76
fsts_l015_125km3_l100_pb,2,1,230,867.0475000528065,630.5551128591671,749.7235939484511,30.163855,0.0016830123282752124,9.256567805513667e-05,29.21150641792781,0.03423308560993197,5.5
fsts_l015_125km3_l100_pb,2,2,224,864.9182573311961,623.862947309256,750.1071805549129,31.89767875,0.0015690826458695517,8.629954552282534e-05,27.23406537791113,0.03671871922621861,5.5
fsts_l015_125km3_l100_pb,3,1,246,1685.9713772150217,1266.9840608676936,1475.1235016345745,53.45802075,0.03459145590497621,0.001124222316911727,354.77758188173516,0.0028186673878772567,3.25
fsts_l015_125km3_l100_pb,3,2,231,1687.0742407566709,1252.8434807703147,1474.9491224308904,55.58269325,0.03464165230305323,0.00112585369984923,355.2924071836206,0.0028145830864412043,3.25
fsts_l095_125km3_l000_pb,1,1,178,493.3602215751288,386.67846728127404,440.0641883031019,13.8057185,2.5371326186932077e-05,1.968814912105929e-06,0.6213107347027407,1.609500599532437,7.76
fsts_l095_125km3_l000_pb,1,2,187,493.8213083606428,386.4123657789752,440.0197588679514,13.649459,2.6347666636336387e-05,2.0445789309797036e-06,0.645220040722851,1.5498588650155425,7.76
fsts_l095_125km3_l000_pb,2,1,237,1322.291223076845,1078.8372080390195,1200.0533587955547,32.07046575,0.0017126593844436272,9.419626614439949e-05,29.726080884785013,0.033640492464374595,5.5
fsts_l095_125km3_l000_pb,2,2,224,1324.0046633411064,1081.8719137174207,1200.1499588241213,30.78956725,0.0018088039633041314,9.948421798172723e-05,31.394831573801554,0.031852376645157186,5.5
fsts_l095_125km3_l000_pb,3,1,235,2568.3079871211603,2137.523364782486,2360.2112673814295,59.8453195,0.036117679695665275,0.0011738245901091215,370.43086884827613,0.002699559038125377,3.25
fsts_l095_125km3_l000_pb,3,2,233,2574.3829268442014,2139.730023474563,2359.5518090193646,56.702703,0.036360660635101336,0.0011817214706407934,372.92293481893904,0.0026815191736210015,3.25
