Frequency,Period,Heading,Fx_drift,Fy_drift,Mz_drift
2.0943951023931953,3,0.0,32.88918844099228,0.0,0.0
1.5707963267948966,4,0.0,36.52013455243228,0.0,0.0
1.2566370614359172,5,0.0,38.88838395858945,0.0,0.0
1.0471975511965976,6,0.0,40.55193487430179,0.0,0.0
0.8975979010256552,7,0.0,41.78357940809232,0.0,0.0
0.7853981633974483,8,0.0,42.73179995766167,0.0,0.0
0.6981317007977318,9,0.0,43.484157017826455,0.0,0.0
0.6283185307179586,10,0.0,44.09556891490882,0.0,0.0
0.5711986642890533,11,0.0,44.60220389852731,0.0,0.0
0.5235987755982988,12,0.0,45.02884346410742,0.0,0.0
0.483321946706122,13,0.0,45.3930321359575,0.0,0.0
0.4487989505128276,14,0.0,45.70753734784468,0.0,0.0
0.41887902047863906,15,0.0,45.9818705962892,0.0,0.0
0.39269908169872414,16,0.0,46.22326251881279,0.0,0.0
0.3490658503988659,18,0.0,46.62840176213766,0.0,0.0
0.3141592653589793,20,0.0,46.95506837121463,0.0,0.0
0.28559933214452665,22,0.0,47.22404255171686,0.0,0.0
0.25132741228718347,25,0.0,47.54884616471575,0.0,0.0
2.0943951023931953,3,22.5,28.072678307670067,3.8532081066577692,13.953700904608715
1.5707963267948966,4,22.5,31.171884672151144,4.27859990422491,15.494180875122005
1.2566370614359172,5,22.5,33.1933119825471,4.556057580833878,16.498944003902853
1.0471975511965976,6,22.5,34.613241507077916,4.750954693779099,17.204728883912427
0.8975979010256552,7,22.5,35.664515874900495,4.895250826553461,17.727271405025206
0.7853981633974483,8,22.5,36.47387274001563,5.006341774116832,18.129567313421756
0.6981317007977318,9,22.5,37.11604965965607,5.094485886536308,18.448765380891412
0.6283185307179586,10,22.5,37.637922357459786,5.166117245959224,18.708165480006457
0.5711986642890533,11,22.5,38.070362365520516,5.225473226405433,18.92311249950824
0.5235987755982988,12,22.5,38.43452201328266,5.275457160659806,19.104120337474747
0.483321946706122,13,22.5,38.745376488955955,5.318124517601232,19.258632505172653
0.4487989505128276,14,22.5,39.013823478921516,5.354971095138529,19.392065765999014
0.41887902047863906,15,22.5,39.2479815532838,5.3871112344043155,19.508455506167046
0.39269908169872414,16,22.5,39.45402244721564,5.415392057277717,19.6108694253711
0.3490658503988659,18,22.5,39.79983042201798,5.462857072095744,19.782755449138982
0.3141592653589793,20,22.5,40.078657813789235,5.501128445940315,19.921348353818306
0.28559933214452665,22,22.5,40.30824163753896,5.53264073134232,20.035464434016642
0.25132741228718347,25,22.5,40.585478862691104,5.570693841619712,20.173266936399884
2.0943951023931953,3,45.0,16.444594220496143,13.155675376396914,19.733513064595368
1.5707963267948966,4,45.0,18.260067276216144,14.608053820972916,21.91208073145937
1.2566370614359172,5,45.0,19.44419197929473,15.555353583435783,23.33303037515367
1.0471975511965976,6,45.0,20.2759674371509,16.22077394972072,24.331160924581077
0.8975979010256552,7,45.0,20.891789704046165,16.713431763236933,25.070147644855396
0.7853981633974483,8,45.0,21.36589997883084,17.092719983064672,25.639079974597003
0.6981317007977318,9,45.0,21.74207850891323,17.393662807130585,26.090494210695873
0.6283185307179586,10,45.0,22.047784457454412,17.63822756596353,26.45734134894529
0.5711986642890533,11,45.0,22.301101949263657,17.840881559410928,26.761322339116386
0.5235987755982988,12,45.0,22.514421732053712,18.01153738564297,27.017306078464454
0.483321946706122,13,45.0,22.696516067978752,18.157212854383005,27.2358192815745
0.4487989505128276,14,45.0,22.853768673922342,18.283014939137875,27.424522408706807
0.41887902047863906,15,45.0,22.990935298144603,18.392748238515683,27.58912235777352
0.39269908169872414,16,45.0,23.111631259406398,18.48930500752512,27.733957511287674
0.3490658503988659,18,45.0,23.314200881068835,18.65136070485507,27.977041057282598
0.3141592653589793,20,45.0,23.47753418560732,18.782027348485855,28.17304102272878
0.28559933214452665,22,45.0,23.612021275858435,18.88961702068675,28.33442553103012
0.25132741228718347,25,45.0,23.774423082357877,19.019538465886303,28.52930769882945
2.0943951023931953,3,67.5,4.816510133322214,22.45814264613605,13.953700904608715
1.5707963267948966,4,67.5,5.34824988028114,24.937507737720914,15.494180875122005
1.2566370614359172,5,67.5,5.69507197604235,26.55464958603768,16.498944003902853
1.0471975511965976,6,67.5,5.938693367223877,27.69059320566233,17.204728883912427
0.8975979010256552,7,67.5,6.119063533191828,28.531612699920398,17.727271405025206
0.7853981633974483,8,67.5,6.257927217646042,29.179098192012503,18.129567313421756
0.6981317007977318,9,67.5,6.368107358170387,29.692839727724856,18.448765380891412
