Frequency,B11,B22,B33,B44,B55,B66,B12,B21,B13,B31,B14,B41,B15,B51,B16,B61,B23,B32,B24,B42,B25,B52,B26,B62,B34,B43,B35,B53,B36,B63,B45,B54,B46,B64,B56,B65
2.0943951023931953,15552.946530040608,46658.839590121825,77764.73265020303,699882.5938518273,1399765.1877036546,1119812.1501629238,1166.4709897530458,1166.4709897530458,-1505.9075723825424,-1505.9075723825424,-1.2777026264618083e-12,-1.2777026264618083e-12,6389.024737631209,6389.024737631209,-5714.517449308449,-5714.517449308449,2608.3084268692705,2608.3084268692705,-7824.925280607812,-7824.925280607812,-3.1297194778453254e-12,-3.1297194778453254e-12,9897.834562941154,9897.834562941154,10101.935099037151,10101.935099037151,-14286.29362327113,-14286.29362327113,-3.6138887660440276e-12,-3.6138887660440276e-12,42858.88086981341,42858.88086981341,-38334.14842578723,-38334.14842578723,54212.67260577154,54212.67260577154
1.5707963267948966,18120.734018011608,54362.202054034824,90603.67009005805,815433.0308105224,1630866.0616210448,1304692.8492968357,1569.3015994818916,1569.3015994818916,2.481085004644113e-13,2.481085004644113e-13,-6077.8789599700285,-6077.8789599700285,-2.1052704377809306e-12,-2.1052704377809306e-12,7687.976342528257,7687.976342528257,3509.0650536406592,3509.0650536406592,1.2892095857822604e-12,1.2892095857822604e-12,-14887.702170324274,-14887.702170324274,-3.2614709379153367e-12,-3.2614709379153367e-12,13590.550513508708,13590.550513508708,2.353763904949452e-12,2.353763904949452e-12,-17190.83771130339,-17190.83771130339,57659.822568961936,57659.822568961936,6.315811313342793e-12,6.315811313342793e-12,72934.54751964034,72934.54751964034
1.2566370614359172,19489.266457292746,58467.79937187823,97446.33228646372,877016.9905781735,1754033.981156347,1403227.1849250775,1605.2121953660192,1605.2121953660192,1280.7642161223305,1280.7642161223305,-3842.2926483669903,-3842.2926483669903,-8792.109289843585,-8792.109289843585,-2.025221798433589e-12,-2.025221798433589e-12,3589.363587150092,3589.363587150092,6655.046084520009,6655.046084520009,-9411.656430946156,-9411.656430946156,-13620.677143039888,-13620.677143039888,13901.545396515621,13901.545396515621,12150.396205760135,12150.396205760135,-10867.644747854069,-10867.644747854069,58979.26211309297,58979.26211309297,32602.934243562224,32602.934243562224,74603.52119737967,74603.52119737967
1.0471975511965976,19978.750503588257,59936.25151076478,99893.75251794129,899043.7726614716,1798087.5453229432,1438470.0362583546,1498.4062877691194,1498.4062877691194,1934.4341994607594,1934.4341994607594,8.206452051562875e-13,8.206452051562875e-13,-8207.109241187238,-8207.109241187238,-7340.661664824557,-7340.661664824557,3350.538317364863,3350.538317364863,10051.61495209459,10051.61495209459,2.0101620124945235e-12,2.0101620124945235e-12,-12714.398964649266,-12714.398964649266,12976.579103983933,12976.579103983933,18351.654162061386,18351.654162061386,2.3211351580569455e-12,2.3211351580569455e-12,55054.96248618415,55054.96248618415,49242.65544712344,49242.65544712344,69639.63118058734,69639.63118058734
0.8975979010256552,19883.853414707108,59651.56024412133,99419.26707353555,894773.4036618199,1789546.8073236397,1431637.4458589118,1346.3077287742256,1346.3077287742256,2167.3450774744674,2167.3450774744674,2893.677905071435,2893.677905071435,-4092.278538491387,-4092.278538491387,-8224.496304448096,-8224.496304448096,3010.435600172518,3010.435600172518,11261.855375160245,11261.855375160245,7088.034347390795,7088.034347390795,-6339.730651047667,-6339.730651047667,11659.366944298092,11659.366944298092,20561.24076112024,20561.24076112024,8184.557076982777,8184.557076982777,49466.50458393274,49466.50458393274,55171.59845232524,55171.59845232524,62570.72894895489,62570.72894895489
0.7853981633974483,19430.32513296571,58290.975398897135,97151.62566482855,874364.630983457,1748729.261966914,1398983.4095735312,1189.8595528035426,1189.8595528035426,2172.3763911116985,2172.3763911116985,4608.3062323339245,4608.3062323339245,1.128709495383708e-12,1.128709495383708e-12,-5829.097539889713,-5829.097539889713,2660.6068437462222,2660.6068437462222,11287.998847705741,11287.998847705741,11287.998847705743,11287.998847705743,1.7485892313309113e-12,1.7485892313309113e-12,10304.485996634594,10304.485996634594,20608.97199326919,20608.97199326919,13034.25834667019,13034.25834667019,43718.23154917285,43718.23154917285,55299.6747880071,55299.6747880071,55299.6747880071,55299.6747880071
0.6981317007977318,18774.704677917696,56324.11403375309,93873.52338958847,844861.7105062963,1689723.4210125925,1351778.736810074,1045.1322348414567,1045.1322348414567,2067.1861179284806,2067.1861179284806,5453.55889106533,5453.55889106533,3045.902925787013,3045.902925787013,-2724.338397970101,-2724.338397970101,2336.986722581771,2336.986722581771,10741.41415485959,10741.41415485959,13358.436565328528,13358.436565328528,4718.6925222950185,4718.6925222950185,9051.110656867053,9051.110656867053,19611.049440406292,19611.049440406292,15424.993893889932,15424.993893889932,38400.61033644311,38400.61033644311,52621.96759062922,52621.96759062922,48573.356881506,48573.356881506
0.6283185307179586,18019.089734735542,54057.26920420663,90095.44867367772,810859.0380630994,1621718.0761261987,1297374.460900959,917.2382668737965,917.2382668737965,1915.994156077592,1915.994156077592,5747.982468232775,5747.982468232775,5023.9208937372205,5023.9208937372205,9.362243930187032e-13,9.362243930187032e-13,2051.0071162939025,2051.0071162939025,9955.797675994327,9955.797675994327,14079.624097633718,14079.624097633718,7783.024781643093,7783.024781643093,7943.516404359183,7943.516404359183,18176.71655033201,18176.71655033201,16257.74952571514,16257.74952571514,33701.48589593376,33701.48589593376,48773.248577145416,48773.248577145416,42629.38238527641,42629.38238527641
0.5711986642890533,17227.248227078428,51681.74468123528,86136.24113539213,775226.1702185292,1550452.3404370584,1240361.8723496466,806.5947191010274,806.5947191010274,1752.0102627634014,1752.0102627634014,5719.381024420059,5719.381024420059,6175.6842286027,6175.6842286027,2059.155768049277,2059.155768049277,1803.6006222022454,1803.6006222022454,9103.712371464931,9103.712371464931,14009.565154385677,14009.565154385677,9567.32886752562,9567.32886752562,6985.315172998631,6985.315172998631,16621.02874296731,16621.02874296731,16176.852426228343,16176.852426228343,29636.182365315683,29636.182365315683,44598.90015030334,44598.90015030334,37487.13497060553,37487.13497060553
0.5235987755982988,16437.513397077477,49312.54019123243,82187.56698538738,739688.1028684864,1479376.2057369729,1183500.9645895783,711.765208845807,711.765208845807,1591.555390998559,1591.555390998559,5513.30960053931,5513.30960053931,6752.397657654531,6752.397657654531,3486.9231566754647,3486.9231566754647,1591.555390998559,1591.555390998559,8269.964400808964,8269.964400808964,13504.795315309058,13504.795315309058,10460.769470026386,10460.769470026386,6164.067523904053,6164.067523904053,15098.820173625882,15098.820173625882,15593.994421288966,15593.994421288966,26151.923675065962,26151.923675065962,40514.38594592718,40514.38594592718,33079.857603235854,33079.857603235854
