Time (s),Effective Tension at FST Vessel End (kN),Effective Tension at FST Jacket End (kN),Effective Tension at Jacket End (kN),Dummy Column 1,Dummy Column 2
0.0,497.81581587266555,472.92502507903225,448.034234285399,0.0,0.0
0.1,526.9044535615203,500.5592308834443,474.2140082053683,0.0,0.0
0.2,547.0402222794675,519.6882111654941,492.33620005152073,0.0,0.0
0.30000000000000004,563.7117957172201,535.5262059313591,507.3406161454981,0.0,0.0
0.4,574.1728496658377,545.4642071825458,516.7555646992539,0.0,0.0
0.5,586.6031543792153,557.2729966602545,527.9428389412938,0.0,0.0
0.6000000000000001,581.0757433047535,552.0219561395157,522.9681689742781,0.0,0.0
0.7000000000000001,580.3080582048452,551.2926552946029,522.2772523843607,0.0,0.0
0.8,578.9670329487413,550.0186813013042,521.0703296538672,0.0,0.0
0.9,574.7786813130364,546.0397472473845,517.3008131817328,0.0,0.0
1.0,569.1919695436054,540.7323710664251,512.2727725892449,0.0,0.0
1.1,565.2965776075108,537.0317487271352,508.7669198467597,0.0,0.0
1.2000000000000002,577.9373177954337,549.040451905662,520.1435860158904,0.0,0.0
1.3,579.3176171802188,550.3517363212078,521.3858554621969,0.0,0.0
1.4000000000000001,605.837474393223,575.5456006735618,545.2537269539007,0.0,0.0
1.5,598.170646122709,568.2621138165734,538.3535815104381,0.0,0.0
1.6,610.0108304980474,579.5102889731451,549.0097474482427,0.0,0.0
1.7000000000000002,608.6486189855017,578.2161880362265,547.7837570869515,0.0,0.0
1.8,600.3655625166484,570.347284390816,540.3290062649836,0.0,0.0
1.9000000000000001,598.0253640101081,568.1240958096026,538.2228276090973,0.0,0.0
2.0,573.3898852345445,544.7203909728173,516.0508967110901,0.0,0.0
2.1,554.587793358095,526.8584036901902,499.12901402228556,0.0,0.0
2.2,532.7112993127589,506.07573434712094,479.44016938148303,0.0,0.0
2.3000000000000003,511.53842434949246,485.9615031320178,460.3845819145432,0.0,0.0
2.4000000000000004,473.30711923705354,449.64176327520084,425.9764073133482,0.0,0.0
2.5,474.1804036196784,450.47138343869443,426.76236325771055,0.0,0.0
2.6,451.28365682797937,428.7194739865804,406.1552911451814,0.0,0.0
2.7,455.8039082434377,433.0137128312658,410.223517419094,0.0,0.0
2.8000000000000003,455.65114879384555,432.86859135415324,410.086033914461,0.0,0.0
2.9000000000000004,459.49314346713095,436.5184862937744,413.54382912041785,0.0,0.0
3.0,468.0818520613771,444.67775945830823,421.2736668552394,0.0,0.0
3.1,456.96869414435645,434.1202594371386,411.2718247299208,0.0,0.0
3.2,444.4893630357424,422.2648948839552,400.04042673216816,0.0,0.0
3.3000000000000003,439.45342621648376,417.4807549056596,395.5080835948354,0.0,0.0
3.4000000000000004,435.4390470955349,413.6670947407581,391.8951423859814,0.0,0.0
3.5,410.4614113741812,389.9383408054721,369.4152702367631,0.0,0.0
3.6,394.4485744469855,374.7261457246362,355.003717002287,0.0,0.0
3.7,375.5097864415462,356.7342971194689,337.9588077973916,0.0,0.0
3.8000000000000003,374.2850197705583,355.57076878203037,336.85651779350246,0.0,0.0
3.9000000000000004,377.4037052679574,358.5335200045595,339.66333474116163,0.0,0.0
4.0,378.0070321788846,359.10668056994035,340.20632896099613,0.0,0.0
4.1000000000000005,387.111700962725,367.75611591458875,348.4005308664525,0.0,0.0
4.2,408.58270371073115,388.1535685251946,367.72443333965805,0.0,0.0
4.3,423.76670882064116,402.5783733796091,381.39003793857705,0.0,0.0
4.4,446.021226856952,423.7201655141044,401.41910417125683,0.0,0.0
4.5,472.0574854255195,448.4546111542435,424.85173688296754,0.0,0.0
4.6000000000000005,476.49515053332823,452.6703930066618,428.8456354799954,0.0,0.0
4.7,491.5433130516648,466.96614739908154,442.38898174649836,0.0,0.0
4.800000000000001,500.03756363343155,475.03568545175995,450.0338072700884,0.0,0.0
4.9,496.0378243985173,471.2359331785914,446.43404195866555,0.0,0.0
5.0,501.0558364355147,476.00304461373895,450.95025279196324,0.0,0.0
5.1000000000000005,504.38945248732114,479.1699798629551,453.950507238589,0.0,0.0
5.2,500.28094919206046,475.2669017324574,450.25285427285445,0.0,0.0
5.300000000000001,506.91406723424154,481.56836387252946,456.2226605108174,0.0,0.0
5.4,517.9246657075047,492.0284324221294,466.13219913675425,0.0,0.0
5.5,538.0227186311115,511.1215826995559,484.2204467680004,0.0,0.0
5.6000000000000005,545.9505481253805,518.6530207191114,491.35549331284244,0.0,0.0
5.7,564.7116804077665,536.4760963873781,508.24051236698983,0.0,0.0
5.800000000000001,593.0263486583973,563.3750312254774,533.7237137925575,0.0,0.0
5.9,615.7443662361524,584.9571479243447,554.1699296125371,0.0,0.0
6.0,624.7958511403796,593.5560585833606,562.3162660263416,0.0,0.0
6.1000000000000005,633.7719528512075,602.0833552086472,570.3947575660868,0.0,0.0
6.2,622.353730134217,591.2360436275061,560.1183571207953,0.0,0.0
6.300000000000001,617.3265358438287,586.4602090516372,555.5938822594458,0.0,0.0
6.4,604.2643860658239,574.0511667625327,543.8379474592416,0.0,0.0
6.5,586.9263881110611,557.580068705508,528.233749299955,0.0,0.0
6.6000000000000005,570.3752049844132,541.8564447351926,513.337684485972,0.0,0.0
6.7,554.8331005994664,527.0914455694931,499.3497905395198,0.0,0.0
6.800000000000001,545.9043164490315,518.6091006265799,491.31388480412835,0.0,0.0
6.9,546.2633554237549,518.9501876525671,491.6370198813794,0.0,0.0
7.0,540.7319701096867,513.6953716042024,486.65877309871803,0.0,0.0
7.1000000000000005,548.3033304533529,520.8881639306853,493.47299740801765,0.0,0.0
7.2,544.0331759893915,516.8315171899219,489.62985839045234,0.0,0.0
7.300000000000001,546.7782009496404,519.4392909021584,492.1003808546764,0.0,0.0
7.4,540.4259088567923,513.4046134139526,486.38331797111306,0.0,0.0
7.5,534.3648216721541,507.6465805885464,480.9283395049387,0.0,0.0
7.6000000000000005,523.3498245085278,497.1823332831014,471.0148420576751,0.0,0.0
7.7,498.83411684809187,473.8924110056873,448.9507051632827,0.0,0.0
7.800000000000001,468.84745785439213,445.4050849616725,421.96271206895295,0.0,0.0
7.9,449.19533972135383,426.7355727352861,404.2758057492185,0.0,0.0
8.0,424.8542481502897,403.61153574277523,382.36882333526074,0.0,0.0
8.1,398.6038514100468,378.67365883954443,358.74346626904213,0.0,0.0
8.200000000000001,394.18006386850345,374.47106067507826,354.76205748165313,0.0,0.0
8.3,389.8521351376437,370.3595283807615,350.86692162387936,0.0,0.0
8.4,391.45497893759966,371.8822299907197,352.3094810438397,0.0,0.0
8.5,399.59713970263545,379.61728271750366,359.6374257323719,0.0,0.0
8.6,397.3532830642794,377.48561891106544,357.61795475785146,0.0,0.0
8.700000000000001,411.38108090351557,390.8120268583398,370.24297281316404,0.0,0.0
8.8,426.866543906338,405.52321671102106,384.1798895157042,0.0,0.0
8.9,426.55664060359237,405.2288085734127,383.9009765432331,0.0,0.0
9.0,432.6960125707659,411.0612119422276,389.4264113136893,0.0,0.0
9.1,432.4950233787891,410.8702722098496,389.2455210409102,0.0,0.0
9.200000000000001,427.4865180052953,406.1121921050305,384.7378662047658,0.0,0.0
9.3,419.93877558506006,398.94183680580704,377.9448980265541,0.0,0.0
9.4,410.69676165911847,390.1619235761625,369.6270854932066,0.0,0.0
9.5,407.42844404279884,387.0570218406589,366.68559963851897,0.0,0.0
9.600000000000001,422.595822575545,401.4660314467678,380.33624031799053,0.0,0.0
9.700000000000001,438.0350019538354,416.1332518561436,394.2315017584518,0.0,0.0
9.8,451.5268575491686,428.95051467171015,406.37417179425177,0.0,0.0
9.9,474.150105311931,450.4426000463344,426.7350947807379,0.0,0.0
10.0,487.2229290278951,462.8617825765003,438.5006361251056,0.0,0.0
10.100000000000001,518.4184135941564,492.49749291444857,466.57657223474075,0.0,0.0
10.200000000000001,550.9318162007348,523.3852253906981,495.83863458066133,0.0,0.0
10.3,566.6232634036917,538.2921002335071,509.96093706332255,0.0,0.0
10.4,580.0578147158529,551.0549239800603,522.0520332442677,0.0,0.0
10.5,578.5273538313218,549.6009861397556,520.6746184481896,0.0,0.0
10.600000000000001,585.2242002837423,555.9629902695552,526.7017802553681,0.0,0.0
10.700000000000001,572.7691249357463,544.130668688959,515.4922124421716,0.0,0.0
10.8,579.2975143142462,550.3326385985339,521.3677628828216,0.0,0.0
10.9,570.5135917456371,541.9879121583552,513.4622325710734,0.0,0.0
11.0,575.6185461722879,546.8376188636735,518.0566915550592,0.0,0.0
11.100000000000001,575.3918350922007,546.6222433375907,517.8526515829807,0.0,0.0
11.200000000000001,580.5091526161385,551.4836949853316,522.4582373545247,0.0,0.0
11.3,593.613934344272,563.9332376270584,534.2525409098448,0.0,0.0
11.4,594.8965017624342,565.1516766743125,535.4068515861908,0.0,0.0
11.5,606.4463551323859,576.1240373757665,545.8017196191473,0.0,0.0
11.600000000000001,607.378755548339,577.009817770922,546.6408799935051,0.0,0.0
11.700000000000001,619.5722637695065,588.5936505810312,557.6150373925559,0.0,0.0
11.8,612.9823241205411,582.333207914514,551.684091708487,0.0,0.0
11.9,600.7984383648388,570.7585164465969,540.718594528355,0.0,0.0
12.0,575.8526698363925,547.0600363445728,518.2674028527532,0.0,0.0
12.100000000000001,548.7437929568614,521.3066033090183,493.86941366117526,0.0,0.0
12.200000000000001,537.5788047989724,510.6998645590238,483.82092431907523,0.0,0.0
12.3,502.20461694118444,477.0943860941252,451.984155247066,0.0,0.0
12.4,481.0834061859293,457.0292358766328,432.97506556733634,0.0,0.0
12.5,478.0940533740613,454.1893507053582,430.28464803665514,0.0,0.0
12.600000000000001,449.6647137278622,427.18147804146906,404.698242355076,0.0,0.0
12.700000000000001,448.77749291183966,426.33861826624764,403.8997436206557,0.0,0.0
12.8,454.06289089340254,431.3597463487324,408.6566018040623,0.0,0.0
12.9,456.3915033720578,433.5719282034549,410.75235303485204,0.0,0.0
13.0,464.7891535800085,441.549695901008,418.3102382220076,0.0,0.0
13.100000000000001,457.72444375681357,434.83822156897287,411.9519993811322,0.0,0.0
13.200000000000001,444.7140652173366,422.47836195646977,400.242658695603,0.0,0.0
13.3,444.02947423406397,421.82800052236075,399.6265268106576,0.0,0.0
13.4,431.5712123026096,409.9926516874791,388.41409107234864,0.0,0.0
13.5,418.08499184060156,397.18074224857145,376.2764926565414,0.0,0.0
13.600000000000001,403.33910048568043,383.1721454613964,363.0051904371124,0.0,0.0
13.700000000000001,388.3025903533317,368.8874608356651,349.47233131799857,0.0,0.0
13.8,373.2823904583477,354.6182709354303,335.95415141251294,0.0,0.0
13.9,368.46143775362555,350.03836586594423,331.615293978263,0.0,0.0
14.0,377.2178676998823,358.35697431488813,339.49608092989405,0.0,0.0
14.100000000000001,399.569639850077,379.59115785757314,359.6126758650693,0.0,0.0
14.200000000000001,409.6871132976502,389.2027576327677,368.7184019678852,0.0,0.0
14.3,425.4746277784699,404.20089638954636,382.9271650006229,0.0,0.0
14.4,443.9890955595081,421.7896407815327,399.5901860035573,0.0,0.0
14.5,461.5396075084016,438.46262713298154,415.38564675756146,0.0,0.0
14.600000000000001,479.25455620860555,455.29182839817526,431.329100587745,0.0,0.0
14.700000000000001,495.1438416550262,470.3866495722749,445.6294574895236,0.0,0.0
14.8,495.7048433625025,470.9196011943774,446.1343590262523,0.0,0.0
