,OD,ID,t,Pd,Pa,Pt,Pb
0,13.0,11.0,1.0,4490.690544353581,5052.026862397779,7499.477735101196,7484.484240589301
1,13.2,11.0,1.1,5039.0067021870855,5668.882539960472,8184.872932393076,8398.344503645143
2,13.4,11.0,1.2,5579.077191123397,6276.461840013822,8859.96104356346,9298.461985205662
3,13.6,11.0,1.3,6111.146340887916,6875.039633498906,9525.047480769108,10185.24390147986
4,13.8,11.0,1.4,6635.447779856718,7464.878752338808,10180.424279480116,11059.07963309453
5,14.0,11.0,1.5,7152.205051016242,8046.230682393273,10826.370868429518,11920.341751693737
6,14.2,11.0,1.6,7661.63218423339,8619.336207262564,11463.154784950952,12769.386973722318
7,14.4,11.0,1.7,8163.934228502663,9184.426007065496,12091.03234028754,13606.557047504439
8,14.6,11.0,1.8,8659.307747482957,9741.721215918327,12710.249239012905,14432.179579138263
9,14.8,11.0,1.9,9147.9412813212,10291.433941486352,13321.041156310717,15246.568802202002
10,15.0,11.0,2.0,9630.015777478171,10833.767749662944,13923.634276506928,16050.026295796952
