Time (s),Scaled Tension (kN)
0.000000,2239.492221
0.100000,2377.617409
0.200000,2292.813392
0.300000,2409.183259
0.400000,2043.963621
0.500000,2297.793739
0.600000,1694.938614
0.700000,2038.759922
0.800000,1970.591577
0.900000,2186.260221
1.000000,2114.544726
1.100000,1770.183005
1.200000,1809.824212
1.300000,2030.746648
1.400000,1990.330471
1.500000,1868.651530
1.600000,1823.087130
1.700000,2250.992216
1.800000,1926.582613
1.900000,2022.400709
2.000000,2447.021459
2.100000,1685.455222
2.200000,1606.502001
2.300000,2047.211068
2.400000,1903.232939
2.500000,1790.107746
2.600000,1680.497666
2.700000,1788.597660
2.800000,2220.705017
2.900000,1993.973391
3.000000,1947.947549
3.100000,1611.441238
3.200000,1656.678442
3.300000,1333.939460
3.400000,1777.570351
3.500000,2240.234027
3.600000,2178.688917
3.700000,1937.165844
3.800000,2113.793254
3.900000,1953.064672
4.000000,2159.794623
4.100000,2189.967023
4.200000,1792.559163
4.300000,2151.935007
4.400000,2353.653225
4.500000,2094.428811
4.600000,2175.560615
4.700000,2692.607335
4.800000,2166.574823
4.900000,2219.548250
5.000000,2053.936320
5.100000,2247.790937
5.200000,2337.415075
5.300000,2297.248045
5.400000,2056.956815
5.500000,2354.182769
5.600000,2735.724830
5.700000,2547.815809
5.800000,2684.877542
5.900000,2467.558864
6.000000,2698.152476
6.100000,2684.678634
6.200000,2388.304297
6.300000,2601.649893
6.400000,2432.428466
6.500000,2456.698783
6.600000,2625.310860
6.700000,2711.929267
6.800000,2338.096780
6.900000,2801.708088
7.000000,2645.709708
7.100000,2445.897182
7.200000,2334.674564
7.300000,2538.561366
7.400000,2583.356628
7.500000,2717.855398
7.600000,2646.067179
7.700000,2384.811426
7.800000,2694.346358
7.900000,2772.494619
8.000000,2850.891719
8.100000,2628.235247
8.200000,3085.521779
8.300000,2292.029819
8.400000,2998.028300
8.500000,2718.599400
8.600000,2794.181357
8.700000,2626.315558
8.800000,2786.535953
8.900000,2416.817085
9.000000,2201.958168
9.100000,2739.397496
9.200000,2391.261864
9.300000,2592.413757
9.400000,2711.866842
9.500000,2248.792335
9.600000,2630.337723
9.700000,2300.874234
9.800000,2402.097634
9.900000,2468.231652
10.000000,2177.510360
10.100000,2271.070160
10.200000,2651.403170
10.300000,2510.264785
10.400000,2289.840683
10.500000,2294.319802
10.600000,2083.437968
10.700000,2416.177208
10.800000,2012.900340
10.900000,2115.980823
11.000000,2245.670946
11.100000,1977.083840
11.200000,2316.390163
11.300000,1632.423333
11.400000,2322.586848
11.500000,1956.341739
11.600000,2040.729243
11.700000,1615.333219
11.800000,1860.963300
11.900000,1850.898691
12.000000,1831.983779
12.100000,1956.182818
12.200000,2165.202550
12.300000,2000.853065
12.400000,2029.040390
12.500000,1659.440871
12.600000,1694.698790
12.700000,2219.472190
12.800000,1702.725689
12.900000,2168.538668
13.000000,1802.136978
13.100000,1876.671789
13.200000,2085.755728
13.300000,2152.315452
13.400000,1813.875920
13.500000,1865.758740
13.600000,1987.364094
13.700000,2112.764547
13.800000,2192.283438
13.900000,2044.788417
14.000000,2194.326264
14.100000,2464.754127
14.200000,2246.190450
14.300000,2172.577398
14.400000,1866.979743
14.500000,1608.660811
14.600000,2200.854665
14.700000,2102.190878
14.800000,2067.600590
14.900000,2212.644436
15.000000,2259.071271
15.100000,2382.944200
15.200000,2270.522790
15.300000,2097.290049
15.400000,2474.557348
15.500000,2319.464035
15.600000,2522.852977
15.700000,2493.048703
15.800000,2360.461216
15.900000,2500.011914
16.000000,2576.757137
16.100000,2584.320641
16.200000,2535.705221
16.300000,2231.742785
16.400000,2546.505709
16.500000,2795.070983
16.600000,2503.896536
16.700000,2524.085078
16.800000,2739.668362
16.900000,2384.740208
17.000000,2289.744631
17.100000,2507.290421
17.200000,2499.269850
17.300000,2399.502008
17.400000,2653.167393
17.500000,2870.057192
17.600000,2656.403404
17.700000,2717.641031
17.800000,3114.027642
17.900000,2699.235834
18.000000,2834.380438
18.100000,2639.831481
18.200000,2567.685126
18.300000,2622.030819
18.400000,2643.829201
18.500000,2642.770860
18.600000,3076.242539
18.700000,2454.042021
18.800000,2430.187529
18.900000,2591.678818
19.000000,2554.182791
19.100000,2537.908437
19.200000,2758.436273
19.300000,1959.531239
19.400000,1909.614634
19.500000,2352.284665
19.600000,2737.012484
19.700000,2141.042098
19.800000,1823.424375
19.900000,2606.603737
20.000000,2465.106702
20.100000,2163.262824
20.200000,2179.631564
20.300000,2170.246264
20.400000,2413.642157
20.500000,2148.583299
20.600000,2339.640803
20.700000,1549.093154
20.800000,1883.752407
20.900000,1843.557808
21.000000,1991.648585
21.100000,1862.143339
21.200000,2158.108075
21.300000,1647.808333
21.400000,2028.012529
21.500000,2141.865950
21.600000,2398.390515
21.700000,1900.692027
21.800000,2064.897695
21.900000,1607.376960
22.000000,1617.563626
22.100000,2172.832147
22.200000,1974.006703
22.300000,2156.372794
22.400000,1793.916687
22.500000,1964.988958
22.600000,2237.632836
22.700000,1963.023131
22.800000,1925.359872
22.900000,1877.712953
23.000000,1598.295049
23.100000,2132.133105
23.200000,1684.321247
23.300000,1966.859739
23.400000,1608.484070
23.500000,1798.325343
23.600000,2201.086577
23.700000,1997.026172
23.800000,2343.929727
23.900000,2095.655455
24.000000,1723.414217
24.100000,2253.447606
24.200000,2039.214691
24.300000,2297.769690
24.400000,2178.688341
24.500000,1820.027892
24.600000,2134.639341
24.700000,2499.767228
24.800000,2272.428702
24.900000,2156.858870
25.000000,2340.348335
25.100000,2213.636136
25.200000,2250.888739
25.300000,1985.429417
25.400000,2325.615912
25.500000,2519.445588
25.600000,2225.590793
25.700000,2708.870811
25.800000,2407.156729
25.900000,2447.498968
26.000000,2817.796674
26.100000,2489.299315
26.200000,2757.734367
26.300000,2558.727807
26.400000,2638.937103
26.500000,2654.369103
26.600000,2693.356602
26.700000,2156.377294
26.800000,2292.505942
26.900000,2796.365811
27.000000,2616.016821
27.100000,2608.437638
27.200000,2289.060411
27.300000,2453.038222
27.400000,2240.706557
27.500000,2705.686707
27.600000,2530.973030
27.700000,2489.488430
27.800000,2708.426960
27.900000,2843.452714
28.000000,3158.661972
28.100000,2489.039338
28.200000,3024.072305
28.300000,2944.075683
28.400000,2609.788421
28.500000,2718.212285
28.600000,2476.742654
28.700000,2686.118972
28.800000,2829.415686
28.900000,2688.490867
29.000000,2676.156180
29.100000,2421.545542
29.200000,2112.457641
29.300000,2388.404279
29.400000,2770.941528
29.500000,2157.705661
29.600000,2263.790557
29.700000,2528.732631
29.800000,2297.443958
29.900000,2304.753909
30.000000,2337.150334
30.100000,2117.068181
30.200000,2213.795038
30.300000,2495.107461
30.400000,2011.305528
30.500000,1965.741356
30.600000,2056.823690
30.700000,2250.853268
30.800000,2027.748802
30.900000,1929.004136
31.000000,2034.707383
31.100000,1724.662070
31.200000,2069.139421
31.300000,2086.874811
31.400000,1891.283816
31.500000,2196.976708
31.600000,1720.516541
31.700000,2235.518189
31.800000,2045.313493
31.900000,1979.104771
32.000000,2021.712904
32.100000,1927.891407
32.200000,2278.082649
32.300000,1756.593711
32.400000,1792.916519
32.500000,2116.155664
32.600000,1740.761352
32.700000,2050.277073
32.800000,2204.322664
32.900000,1673.925483
33.000000,1943.157185
33.100000,1596.030353
33.200000,2016.488498
33.300000,1971.109411
33.400000,1967.117794
33.500000,1789.624407
33.600000,1621.689626
33.700000,2076.952359
33.800000,1616.874463
33.900000,2044.815214
34.000000,2237.197310
