Time (s),Scaled Tension (kN)
0.000000,554.187712
0.100000,529.865255
0.200000,529.174825
0.300000,523.002047
0.400000,577.959986
0.500000,521.253847
0.600000,514.316906
0.700000,607.854994
0.800000,510.833011
0.900000,601.943893
1.000000,532.888908
1.100000,552.727789
1.200000,518.063855
1.300000,583.812119
1.400000,575.322255
1.500000,660.276585
1.600000,553.717194
1.700000,578.421344
1.800000,736.038580
1.900000,696.454500
2.000000,519.439326
2.100000,633.958253
2.200000,521.053198
2.300000,595.557589
2.400000,468.904909
2.500000,629.986475
2.600000,560.970894
2.700000,652.449203
2.800000,561.237971
2.900000,638.735667
3.000000,637.693856
3.100000,742.811828
3.200000,765.470373
3.300000,717.976306
3.400000,695.782947
3.500000,829.731766
3.600000,654.329464
3.700000,690.385335
3.800000,747.716075
3.900000,849.037379
4.000000,725.989471
4.100000,721.972167
4.200000,653.258792
4.300000,724.387475
4.400000,744.522321
4.500000,708.664310
4.600000,683.076078
4.700000,653.081221
4.800000,621.903031
4.900000,713.317878
5.000000,651.519743
5.100000,625.087414
5.200000,688.722013
5.300000,687.278766
5.400000,664.834724
5.500000,737.365041
5.600000,727.771015
5.700000,708.208753
5.800000,701.488362
5.900000,681.421338
6.000000,702.285599
6.100000,693.659572
6.200000,602.941977
6.300000,691.673144
6.400000,606.100465
6.500000,627.289240
6.600000,661.107261
6.700000,667.947558
6.800000,635.077051
6.900000,599.345658
7.000000,668.689540
7.100000,631.087418
7.200000,550.031056
7.300000,599.844730
7.400000,548.384244
7.500000,651.140204
7.600000,603.895714
7.700000,645.862457
7.800000,601.590478
7.900000,629.584190
8.000000,544.542871
8.100000,653.783535
8.200000,524.906934
8.300000,584.376608
8.400000,479.180859
8.500000,521.135833
8.600000,446.018361
8.700000,526.182501
8.800000,521.684875
8.900000,467.085828
9.000000,467.822391
9.100000,550.238025
9.200000,495.913950
9.300000,528.630923
9.400000,561.699867
9.500000,678.702213
9.600000,583.415522
9.700000,586.485360
9.800000,573.668162
9.900000,546.344684
10.000000,416.117950
10.100000,520.172659
10.200000,517.985662
10.300000,453.292384
10.400000,441.162750
10.500000,408.312945
10.600000,524.623128
10.700000,564.318038
10.800000,603.903692
10.900000,558.041175
11.000000,526.236624
11.100000,467.663570
11.200000,500.392809
11.300000,514.653773
11.400000,553.856442
11.500000,619.028481
11.600000,599.300182
11.700000,658.733394
11.800000,620.378981
11.900000,660.895637
12.000000,652.856563
12.100000,548.664172
