Time (s),Scaled Tension (kN)
0.000000,666.652366
0.100000,663.751697
0.200000,784.156178
0.300000,724.784314
0.400000,783.645500
0.500000,635.712910
0.600000,691.238276
0.700000,607.679475
0.800000,625.966336
0.900000,776.501080
1.000000,659.356043
1.100000,809.289071
1.200000,638.776934
1.300000,646.000248
1.400000,668.479063
1.500000,673.729068
1.600000,686.255304
1.700000,656.571207
1.800000,587.593496
1.900000,600.124970
2.000000,592.123342
2.100000,543.753790
2.200000,554.608804
2.300000,607.896479
2.400000,486.398347
2.500000,631.252299
2.600000,553.834732
2.700000,543.545066
2.800000,606.641018
2.900000,656.774875
3.000000,615.994973
3.100000,573.232019
3.200000,632.320261
3.300000,504.263466
3.400000,515.058280
3.500000,519.191282
3.600000,597.302929
3.700000,484.557284
3.800000,537.514873
3.900000,528.579360
4.000000,443.304616
4.100000,436.584110
4.200000,520.660950
4.300000,428.469023
4.400000,490.418177
4.500000,445.846075
4.600000,467.643129
4.700000,498.711126
4.800000,482.179390
4.900000,471.179724
5.000000,532.478274
5.100000,496.900938
5.200000,473.648985
5.300000,479.557703
5.400000,522.267065
5.500000,555.374511
5.600000,592.091009
5.700000,451.354266
5.800000,650.808004
5.900000,447.021178
6.000000,587.560590
6.100000,474.485880
6.200000,477.854145
6.300000,473.969305
6.400000,527.255541
6.500000,576.033044
6.600000,593.039517
6.700000,527.410632
6.800000,521.734056
6.900000,537.014589
7.000000,572.704722
7.100000,609.872777
7.200000,589.392170
7.300000,664.096389
7.400000,747.403012
7.500000,594.158124
7.600000,583.296171
7.700000,672.542585
7.800000,572.244445
7.900000,654.092016
8.000000,586.198927
8.100000,717.469387
8.200000,648.154146
8.300000,607.142875
8.400000,578.244485
8.500000,628.112979
8.600000,699.774208
8.700000,623.779163
8.800000,646.058914
8.900000,638.011680
9.000000,694.515635
9.100000,692.267670
9.200000,661.918448
9.300000,703.014486
9.400000,718.921478
9.500000,701.244282
9.600000,742.037302
9.700000,759.292325
9.800000,700.616267
9.900000,678.939863
10.000000,594.057716
10.100000,632.423607
10.200000,735.421967
10.300000,626.187922
10.400000,642.976682
10.500000,815.069441
10.600000,764.696490
10.700000,700.758845
10.800000,751.492337
10.900000,572.444654
11.000000,678.305157
11.100000,669.385555
11.200000,670.471106
11.300000,648.859406
11.400000,531.745478
11.500000,672.607815
11.600000,672.344777
11.700000,709.792072
11.800000,573.969896
11.900000,597.922542
12.000000,448.364263
12.100000,574.988874
12.200000,633.278142
12.300000,552.486748
12.400000,676.596153
12.500000,552.668626
12.600000,583.694623
12.700000,506.908165
12.800000,583.347227
12.900000,451.852978
13.000000,602.175378
13.100000,592.117922
13.200000,627.578820
13.300000,513.428104
13.400000,569.499630
13.500000,601.314491
13.600000,549.472628
13.700000,492.120979
13.800000,397.207431
13.900000,538.337722
14.000000,493.505344
14.100000,442.164964
14.200000,493.732232
14.300000,482.366894
14.400000,407.381144
14.500000,373.791830
14.600000,415.397479
14.700000,620.056163
14.800000,564.476769
14.900000,516.590706
15.000000,519.755246
15.100000,511.313086
15.200000,567.598685
15.300000,516.376536
15.400000,541.604426
15.500000,509.646730
15.600000,614.947715
15.700000,569.285153
15.800000,561.015369
15.900000,487.960188
16.000000,549.901296
16.100000,486.703985
16.200000,463.901084
16.300000,631.672972
16.400000,482.878582
16.500000,535.929265
16.600000,554.608256
16.700000,581.553770
16.800000,564.955980
16.900000,665.983850
17.000000,535.314726
17.100000,712.036170
17.200000,664.409347
17.300000,722.626694
17.400000,583.335274
17.500000,596.931794
17.600000,706.914214
17.700000,542.682094
17.800000,540.793483
17.900000,620.831933
18.000000,629.100403
18.100000,677.128763
18.200000,615.245516
18.300000,591.158833
18.400000,655.261105
18.500000,673.176691
18.600000,704.603698
18.700000,677.763523
18.800000,593.977552
18.900000,652.525278
19.000000,762.643787
19.100000,691.010103
19.200000,704.190640
19.300000,787.884100
19.400000,660.601498
19.500000,695.640628
19.600000,722.996145
19.700000,678.690226
19.800000,724.601989
19.900000,695.816054
20.000000,624.441231
20.100000,695.223178
20.200000,585.650282
20.300000,688.341509
20.400000,745.172894
20.500000,668.301483
20.600000,625.752296
20.700000,681.667482
20.800000,684.304648
20.900000,717.265037
21.000000,697.054172
21.100000,768.423881
21.200000,757.081757
21.300000,687.896663
21.400000,714.487864
21.500000,668.099793
21.600000,638.855875
21.700000,611.631694
21.800000,664.766488
21.900000,694.809598
22.000000,640.438766
22.100000,652.850943
22.200000,615.561062
22.300000,584.077640
22.400000,517.960635
22.500000,652.999778
22.600000,667.935293
22.700000,558.960480
22.800000,549.235400
22.900000,603.743666
23.000000,602.482711
23.100000,558.422743
23.200000,504.073379
23.300000,573.159351
23.400000,596.512285
23.500000,585.618244
23.600000,586.735567
23.700000,512.621369
23.800000,553.654365
23.900000,544.902297
24.000000,475.445142
24.100000,491.444918
