Time (s),Scaled Tension (kN)
0.000000,1551.238910
0.100000,1219.534666
0.200000,1344.006380
0.300000,1396.672678
0.400000,1428.635246
0.500000,1439.572577
0.600000,1502.696907
0.700000,1456.540416
0.800000,1459.773870
0.900000,1448.391779
1.000000,1475.413369
1.100000,1596.596023
1.200000,1439.464363
1.300000,1689.890430
1.400000,1536.233155
1.500000,1456.474737
1.600000,1566.479171
1.700000,1470.880823
1.800000,1575.693779
1.900000,1513.206344
2.000000,1407.066629
2.100000,1544.922882
2.200000,1503.136134
2.300000,1619.743910
2.400000,1535.516048
2.500000,1497.920901
2.600000,1306.194230
2.700000,1687.297766
2.800000,1241.264390
2.900000,1529.065586
3.000000,1475.439444
3.100000,1267.385977
3.200000,1398.921748
3.300000,1421.793375
3.400000,1585.532333
3.500000,1313.060013
3.600000,1368.001776
3.700000,1051.606539
3.800000,1516.032594
3.900000,1189.153609
4.000000,1266.348486
4.100000,1203.098630
4.200000,1234.497128
4.300000,1252.626079
4.400000,1325.871886
4.500000,1224.337203
4.600000,1255.136469
4.700000,1196.895685
4.800000,1262.313056
4.900000,1087.287404
5.000000,1278.957555
5.100000,1314.585108
5.200000,1277.963611
5.300000,1124.303401
5.400000,1099.109602
5.500000,1155.920967
5.600000,953.230232
5.700000,1254.464670
5.800000,1079.354406
5.900000,1109.486984
6.000000,999.341857
6.100000,940.873541
6.200000,970.948906
6.300000,1073.867364
6.400000,1097.460250
6.500000,1081.897092
6.600000,1127.851581
6.700000,1017.913669
6.800000,1089.914764
6.900000,1228.283688
7.000000,1178.081238
7.100000,1210.888579
7.200000,1173.885542
7.300000,978.674135
7.400000,1029.028398
7.500000,1188.735025
7.600000,1164.674219
7.700000,1251.295556
7.800000,1369.817403
7.900000,1250.205600
8.000000,1321.656659
8.100000,1158.527061
8.200000,1058.076402
8.300000,1144.559060
8.400000,1087.483010
8.500000,1362.377416
8.600000,1335.153233
8.700000,1287.630543
8.800000,1385.751683
8.900000,1111.908687
9.000000,1374.249500
9.100000,1200.075859
9.200000,1376.202960
9.300000,1322.733282
9.400000,1504.054999
9.500000,1451.589319
9.600000,1606.009024
9.700000,1336.460742
9.800000,1503.216559
9.900000,1439.304565
10.000000,1241.153824
10.100000,1280.006389
10.200000,1405.346184
10.300000,1514.334753
10.400000,1491.170668
10.500000,1258.115310
10.600000,1393.372970
10.700000,1715.568851
10.800000,1484.978977
10.900000,1441.938086
11.000000,1604.147672
11.100000,1625.688337
11.200000,1511.856177
11.300000,1600.946243
11.400000,1577.197774
11.500000,1612.993813
11.600000,1599.676027
11.700000,1579.665502
11.800000,1386.972985
11.900000,1414.557340
12.000000,1591.896746
12.100000,1426.977019
12.200000,1455.886652
12.300000,1398.203435
12.400000,1533.114965
12.500000,1289.495198
12.600000,1423.742231
12.700000,1489.262706
12.800000,1513.255444
12.900000,1377.969021
13.000000,1634.575262
13.100000,1477.646728
13.200000,1302.094896
