Time (s),Scaled Tension (kN)
0.000000,503.125894
0.100000,480.557990
0.200000,492.618163
0.300000,487.451588
0.400000,507.476509
0.500000,550.933136
0.600000,496.713643
0.700000,422.933653
0.800000,554.887286
0.900000,456.042881
1.000000,479.055412
1.100000,504.427235
1.200000,510.883462
1.300000,561.289883
1.400000,523.579420
1.500000,476.045929
1.600000,629.580388
1.700000,524.947751
1.800000,545.129425
1.900000,585.224997
2.000000,580.383921
2.100000,531.852212
2.200000,650.145677
2.300000,517.344360
2.400000,528.315519
2.500000,536.052933
2.600000,580.830322
2.700000,430.622110
2.800000,409.836518
2.900000,506.157156
3.000000,436.331107
3.100000,519.460858
3.200000,593.442582
3.300000,514.962660
3.400000,540.971330
3.500000,623.832429
3.600000,634.351362
3.700000,527.202423
3.800000,641.654555
3.900000,670.609004
4.000000,704.738918
4.100000,701.995478
4.200000,764.118044
4.300000,604.952172
4.400000,660.881928
4.500000,612.225265
4.600000,640.409359
4.700000,715.563697
4.800000,556.061158
4.900000,586.243159
5.000000,736.323778
5.100000,718.216962
5.200000,668.594166
5.300000,729.232734
5.400000,711.633493
5.500000,751.702135
5.600000,711.017110
5.700000,768.957707
5.800000,883.711884
5.900000,763.966974
6.000000,747.886578
6.100000,763.467782
6.200000,683.255724
6.300000,825.555557
6.400000,708.281650
6.500000,659.226944
6.600000,631.271013
6.700000,723.734433
6.800000,734.304143
6.900000,607.720436
7.000000,709.729094
7.100000,574.247086
7.200000,654.779183
7.300000,709.726101
7.400000,769.202114
7.500000,656.044873
7.600000,625.495464
7.700000,663.268508
7.800000,616.083999
7.900000,733.810357
8.000000,744.087015
8.100000,685.982275
8.200000,688.570280
8.300000,622.684623
8.400000,602.377698
8.500000,549.772851
8.600000,571.756139
8.700000,468.381328
8.800000,579.079034
8.900000,569.480087
9.000000,584.576054
9.100000,582.553021
9.200000,522.851912
9.300000,528.717470
9.400000,570.300998
9.500000,569.797538
9.600000,543.366993
9.700000,563.104361
9.800000,556.104777
9.900000,496.398545
10.000000,514.359100
10.100000,548.389185
10.200000,473.868619
10.300000,531.386483
10.400000,472.302820
10.500000,544.749673
10.600000,576.519795
10.700000,436.634872
10.800000,468.883547
10.900000,445.211797
11.000000,514.978953
11.100000,420.805118
11.200000,531.551148
11.300000,437.719012
11.400000,509.834871
11.500000,454.986949
11.600000,588.594172
11.700000,480.713765
11.800000,548.130343
11.900000,529.304413
12.000000,524.920285
12.100000,531.039239
12.200000,488.629327
12.300000,540.460107
12.400000,623.792277
12.500000,456.315912
12.600000,581.534151
12.700000,607.136204
12.800000,487.562413
12.900000,477.570597
13.000000,552.471710
13.100000,518.541943
13.200000,663.118942
13.300000,577.465052
13.400000,542.266218
13.500000,552.390711
13.600000,659.502812
13.700000,588.209808
13.800000,629.201123
13.900000,709.568739
14.000000,573.010673
14.100000,650.917432
14.200000,646.791046
14.300000,654.544958
14.400000,677.616838
14.500000,637.504418
14.600000,652.155013
14.700000,581.946776
14.800000,589.000331
14.900000,648.405900
15.000000,757.855918
15.100000,628.160404
15.200000,619.198071
15.300000,648.013271
15.400000,722.875032
15.500000,693.932179
15.600000,720.936375
15.700000,660.560238
15.800000,714.116119
15.900000,639.480573
16.000000,733.634131
16.100000,761.099530
16.200000,657.850362
16.300000,607.682055
16.400000,763.570842
16.500000,654.633005
16.600000,764.086976
16.700000,662.552857
16.800000,675.041068
16.900000,686.298225
17.000000,611.364428
17.100000,666.650804
17.200000,644.511075
17.300000,612.419165
17.400000,710.350425
17.500000,667.997855
17.600000,687.357490
17.700000,602.162338
17.800000,747.882127
17.900000,702.295821
18.000000,714.435618
18.100000,630.662798
18.200000,563.683612
18.300000,709.445876
18.400000,609.358270
18.500000,570.856353
18.600000,575.065049
18.700000,664.243846
18.800000,559.670600
18.900000,592.070595
19.000000,610.982570
19.100000,499.402701
19.200000,517.976690
19.300000,617.152936
19.400000,432.147327
19.500000,555.621533
19.600000,495.082803
19.700000,534.293786
19.800000,569.306248
19.900000,513.307933
20.000000,521.533899
20.100000,484.887933
20.200000,655.794757
