Time (s),Scaled Tension (kN)
0.000000,1989.153745
0.100000,1896.006253
0.200000,1922.637356
0.300000,1977.792083
0.400000,2162.001117
0.500000,1972.270957
0.600000,1925.347172
0.700000,2269.955896
0.800000,1898.071324
0.900000,2233.530772
1.000000,1969.259522
1.100000,2080.438578
1.200000,1960.915608
1.300000,2137.894184
1.400000,2101.100268
1.500000,2451.432412
1.600000,2038.176519
1.700000,2108.527408
1.800000,2726.427235
1.900000,2551.085646
2.000000,1865.733019
2.100000,2297.942575
2.200000,1931.576783
2.300000,2191.778222
2.400000,1720.307337
2.500000,2357.241298
2.600000,2118.278667
2.700000,2445.857477
2.800000,2099.959168
2.900000,2430.041334
3.000000,2398.031319
3.100000,2812.187941
3.200000,2869.270995
3.300000,2710.422739
3.400000,2577.959517
3.500000,3092.202307
3.600000,2393.817035
3.700000,2500.177891
3.800000,2746.987331
3.900000,3179.597847
4.000000,2691.176032
4.100000,2685.433076
4.200000,2421.548760
4.300000,2780.179124
4.400000,2832.195261
4.500000,2730.788557
4.600000,2560.399918
4.700000,2478.963858
4.800000,2355.810685
4.900000,2685.811635
5.000000,2441.607449
5.100000,2365.295412
5.200000,2577.399814
5.300000,2564.828117
5.400000,2500.476519
5.500000,2752.046158
5.600000,2693.430456
5.700000,2610.942651
5.800000,2622.995341
5.900000,2477.836727
6.000000,2604.967932
6.100000,2579.151733
6.200000,2220.353266
6.300000,2621.307093
6.400000,2258.045015
6.500000,2375.119437
6.600000,2531.246046
6.700000,2521.303186
6.800000,2363.011363
6.900000,2234.565890
7.000000,2496.769012
7.100000,2372.879322
7.200000,2063.857275
7.300000,2165.808749
7.400000,1932.100307
7.500000,2346.853570
7.600000,2202.039884
7.700000,2389.628920
7.800000,2212.156992
7.900000,2347.043886
8.000000,1974.139461
8.100000,2377.308212
8.200000,1922.855309
8.300000,2162.680171
8.400000,1725.547085
8.500000,1951.505370
8.600000,1591.723285
8.700000,1915.939490
8.800000,1953.257862
8.900000,1740.690387
9.000000,1699.395382
9.100000,2044.807896
9.200000,1835.480108
9.300000,1886.593794
9.400000,2007.990623
9.500000,2494.558575
9.600000,2145.150246
9.700000,2154.142612
9.800000,2068.799104
9.900000,1982.121604
10.000000,1466.750061
10.100000,1858.625006
10.200000,1871.549488
10.300000,1609.296142
10.400000,1637.362592
10.500000,1498.569416
10.600000,1940.609199
10.700000,2110.170071
10.800000,2237.218852
10.900000,2077.563860
11.000000,1901.978797
11.100000,1690.546423
11.200000,1793.490032
11.300000,1874.013538
11.400000,2009.075248
11.500000,2235.466963
11.600000,2131.041127
11.700000,2390.248144
11.800000,2260.783208
11.900000,2389.640850
12.000000,2463.678431
12.100000,2038.584397
12.200000,2454.991289
12.300000,2340.108941
12.400000,2306.432684
12.500000,2533.328706
12.600000,2567.805587
12.700000,2159.704523
12.800000,2400.938063
12.900000,2545.024978
13.000000,2481.879084
13.100000,2730.191572
13.200000,2632.209431
13.300000,2985.281819
13.400000,2270.004512
13.500000,2628.936690
13.600000,2512.548846
13.700000,2888.363132
13.800000,2377.983498
13.900000,2834.224704
14.000000,2595.810141
14.100000,2553.972237
14.200000,2413.682937
14.300000,2562.530590
14.400000,2852.722123
14.500000,2558.020173
14.600000,2743.099554
14.700000,2934.373238
14.800000,2652.667450
14.900000,2535.680628
15.000000,2761.773180
15.100000,2553.156790
15.200000,2609.237845
15.300000,2399.663593
15.400000,2858.550174
15.500000,2591.790621
15.600000,2736.376860
15.700000,2492.373783
15.800000,2803.185689
15.900000,2525.531724
16.000000,2535.798815
16.100000,2718.316270
16.200000,2691.281427
16.300000,2501.285659
16.400000,2102.423157
16.500000,2969.263448
16.600000,2631.450822
16.700000,2409.945525
16.800000,2150.647113
16.900000,2267.130088
17.000000,2107.607982
17.100000,2516.145524
17.200000,2340.328841
17.300000,2049.093318
17.400000,2209.692028
17.500000,2453.869624
17.600000,2610.301960
17.700000,2496.010143
17.800000,2293.509961
17.900000,2084.824874
18.000000,1465.859913
