Time (s),Scaled Tension (kN)
0.000000,1296.770930
0.100000,1374.116704
0.200000,1319.169899
0.300000,1389.895945
0.400000,1187.348407
0.500000,1318.338649
0.600000,987.685172
0.700000,1176.205422
0.800000,1130.286261
0.900000,1253.117211
1.000000,1220.380612
1.100000,1022.834156
1.200000,1042.687850
1.300000,1167.403189
1.400000,1148.236261
1.500000,1079.414960
1.600000,1048.753058
1.700000,1311.139309
1.800000,1121.660588
1.900000,1177.957457
2.000000,1415.221058
2.100000,983.454992
2.200000,940.665297
2.300000,1180.336723
2.400000,1115.426105
2.500000,1032.951467
2.600000,969.810034
2.700000,1031.138990
2.800000,1280.454645
2.900000,1145.687300
3.000000,1113.383180
3.100000,935.983118
3.200000,959.928746
3.300000,779.087200
3.400000,1031.554593
3.500000,1302.052577
3.600000,1268.887710
3.700000,1121.820288
3.800000,1233.850448
3.900000,1138.885722
4.000000,1256.266916
4.100000,1262.756221
4.200000,1045.395289
4.300000,1242.930991
4.400000,1361.995199
4.500000,1214.939531
4.600000,1243.396130
4.700000,1541.604859
4.800000,1249.227281
4.900000,1271.630090
5.000000,1182.213736
5.100000,1289.696200
5.200000,1341.018069
5.300000,1317.152577
5.400000,1179.651752
5.500000,1349.668000
5.600000,1575.302868
5.700000,1468.621082
5.800000,1546.824123
5.900000,1424.505620
6.000000,1555.323124
6.100000,1553.871421
6.200000,1379.729153
6.300000,1493.419484
6.400000,1405.910614
6.500000,1412.735341
6.600000,1506.251966
6.700000,1560.112258
6.800000,1340.353279
6.900000,1601.325605
7.000000,1506.142577
7.100000,1398.455174
7.200000,1340.732153
7.300000,1446.872295
7.400000,1482.395830
7.500000,1559.963485
7.600000,1521.738884
7.700000,1381.701588
7.800000,1554.367289
7.900000,1604.947428
8.000000,1638.012071
8.100000,1517.851763
8.200000,1773.881382
8.300000,1320.532302
8.400000,1725.057286
8.500000,1571.911703
8.600000,1601.014736
8.700000,1506.786309
8.800000,1593.092872
8.900000,1380.123939
9.000000,1253.523726
9.100000,1561.270488
9.200000,1363.180551
9.300000,1492.443057
9.400000,1553.201788
9.500000,1294.021557
9.600000,1516.865439
9.700000,1324.367027
9.800000,1384.815026
9.900000,1427.190136
10.000000,1268.714861
10.100000,1318.660904
10.200000,1530.457750
10.300000,1448.667778
10.400000,1324.095224
10.500000,1323.302771
10.600000,1196.473301
10.700000,1386.432197
10.800000,1152.493743
10.900000,1214.628544
11.000000,1284.393940
11.100000,1147.680722
11.200000,1327.403019
11.300000,937.878092
11.400000,1334.142398
11.500000,1133.574088
11.600000,1188.886654
11.700000,941.245356
11.800000,1076.604007
11.900000,1083.450180
12.000000,1063.062249
12.100000,1137.140646
12.200000,1254.598281
12.300000,1161.431102
12.400000,1178.749412
12.500000,962.033589
12.600000,981.352403
12.700000,1275.502736
12.800000,983.754658
12.900000,1244.270822
13.000000,1039.202898
13.100000,1083.251089
13.200000,1199.698627
13.300000,1239.025964
13.400000,1041.204800
13.500000,1080.422099
13.600000,1153.272556
13.700000,1227.230448
13.800000,1267.143822
13.900000,1185.594981
14.000000,1270.660356
14.100000,1427.770926
14.200000,1306.207888
14.300000,1256.442477
14.400000,1088.615913
14.500000,937.253152
14.600000,1266.765598
14.700000,1208.608027
14.800000,1191.795290
14.900000,1270.147898
15.000000,1304.852592
15.100000,1360.079019
15.200000,1304.218228
15.300000,1203.467363
15.400000,1416.179992
15.500000,1335.344945
15.600000,1452.881201
15.700000,1451.402313
15.800000,1364.126033
15.900000,1439.449732
16.000000,1489.748557
16.100000,1482.787775
16.200000,1463.782582
16.300000,1291.708095
16.400000,1470.317885
16.500000,1608.593916
16.600000,1435.448758
16.700000,1446.208375
16.800000,1562.742480
