Time (s),Scaled Tension (kN)
0.000000,1587.801496
0.100000,1256.469340
0.200000,1365.998113
0.300000,1421.515343
0.400000,1457.755963
0.500000,1464.888020
0.600000,1529.981104
0.700000,1488.926998
0.800000,1501.004900
0.900000,1486.777809
1.000000,1525.391758
1.100000,1636.839434
1.200000,1480.295080
1.300000,1751.086448
1.400000,1582.275619
1.500000,1497.973832
1.600000,1603.849100
1.700000,1522.845686
1.800000,1616.312411
1.900000,1551.241749
2.000000,1442.603587
2.100000,1584.770582
2.200000,1533.716705
2.300000,1664.170287
2.400000,1566.328400
2.500000,1534.927043
2.600000,1343.203417
2.700000,1721.564841
2.800000,1275.076106
2.900000,1571.499706
3.000000,1522.007869
3.100000,1310.180417
3.200000,1448.262031
3.300000,1478.848550
3.400000,1647.942232
3.500000,1367.550796
3.600000,1427.000587
3.700000,1093.344535
3.800000,1562.910346
3.900000,1236.742390
4.000000,1297.462654
4.100000,1233.955132
4.200000,1276.582306
4.300000,1277.137541
4.400000,1347.834894
4.500000,1264.140526
4.600000,1294.494796
4.700000,1233.974165
4.800000,1299.372333
4.900000,1125.098593
5.000000,1324.157080
5.100000,1370.293906
5.200000,1327.737258
5.300000,1186.943102
5.400000,1143.712162
5.500000,1205.167449
5.600000,998.814133
5.700000,1293.468062
5.800000,1121.102362
5.900000,1151.548623
6.000000,1038.979406
6.100000,987.666297
6.200000,1005.393460
6.300000,1111.130239
6.400000,1127.866603
6.500000,1122.600859
6.600000,1174.420024
6.700000,1055.585938
6.800000,1121.292352
6.900000,1265.433194
7.000000,1223.280676
7.100000,1259.857525
7.200000,1226.418343
7.300000,1031.073267
7.400000,1079.060519
7.500000,1234.282401
7.600000,1214.903301
7.700000,1307.939721
7.800000,1418.603434
7.900000,1292.971487
8.000000,1364.326228
8.100000,1190.070720
8.200000,1086.684561
8.300000,1170.434403
8.400000,1116.741078
8.500000,1390.480813
8.600000,1374.580629
8.700000,1319.264361
8.800000,1418.268895
8.900000,1164.006487
9.000000,1415.049081
9.100000,1247.226986
9.200000,1427.253147
9.300000,1365.551069
9.400000,1561.458114
9.500000,1504.776600
9.600000,1663.181580
9.700000,1377.899652
9.800000,1546.477772
9.900000,1479.098363
10.000000,1279.229323
10.100000,1305.048743
10.200000,1437.668952
10.300000,1536.138024
10.400000,1523.330461
10.500000,1275.978848
10.600000,1414.441196
10.700000,1754.965902
10.800000,1519.031488
10.900000,1476.453274
11.000000,1655.280578
11.100000,1673.884051
11.200000,1565.430969
11.300000,1649.586736
11.400000,1643.265758
11.500000,1658.731297
11.600000,1657.965253
11.700000,1624.811548
11.800000,1419.712381
11.900000,1457.012096
12.000000,1630.277489
12.100000,1454.439132
12.200000,1482.011086
12.300000,1428.417303
12.400000,1565.223240
12.500000,1305.306652
12.600000,1462.238707
12.700000,1520.781476
12.800000,1542.598501
12.900000,1424.057757
13.000000,1677.941386
13.100000,1531.173680
13.200000,1353.064859
13.300000,1492.095021
13.400000,1391.296434
13.500000,1485.481280
13.600000,1383.359344
13.700000,1357.812205
13.800000,1262.436083
13.900000,1424.061735
14.000000,1158.517883
14.100000,1167.876561
14.200000,1273.382013
14.300000,1396.052028
14.400000,1142.395559
14.500000,1281.789625
14.600000,1316.141229
14.700000,1302.685513
14.800000,1133.886573
14.900000,1053.855156
15.000000,970.132198
15.100000,1175.965297
15.200000,1304.143145
15.300000,1108.928908
15.400000,1217.408496
15.500000,1095.454219
15.600000,1138.202427
15.700000,1282.793997
15.800000,1006.544755
15.900000,1160.833903
16.000000,1039.018694
16.100000,1140.157604
16.200000,1091.447879
16.300000,1077.279787
16.400000,1198.305390
16.500000,1104.093452
16.600000,1005.283654
16.700000,1016.688874
16.800000,1069.178672
16.900000,1215.335208
17.000000,1390.500739
17.100000,1231.244043
17.200000,925.771182
17.300000,1140.578752
17.400000,998.614767
17.500000,1198.961225
17.600000,974.519781
17.700000,1164.420387
17.800000,1010.646672
17.900000,1245.495951
18.000000,1199.233509
18.100000,1190.975200
18.200000,1172.406080
18.300000,1047.364807
18.400000,1255.841779
18.500000,1517.310790
18.600000,1270.291095
18.700000,1262.432625
18.800000,1168.343173
18.900000,1230.412120
19.000000,1387.435508
19.100000,1487.746902
19.200000,1428.338154
19.300000,1471.134049
19.400000,1499.458072
19.500000,1472.502783
19.600000,1431.402349
19.700000,1504.110007
19.800000,1391.865349
19.900000,1479.293295
20.000000,1497.513999
20.100000,1684.715126
20.200000,1285.537413
20.300000,1511.168739
20.400000,1649.462476
20.500000,1516.916261
20.600000,1672.378406
20.700000,1570.378864
20.800000,1673.246330
20.900000,1458.278190
21.000000,1433.366410
21.100000,1578.603293
21.200000,1351.360348
21.300000,1691.357534
21.400000,1720.513452
21.500000,1562.706727
21.600000,1558.145000
21.700000,1600.927030
21.800000,1556.993133
21.900000,1507.609823
22.000000,1608.969191
22.100000,1518.573095
22.200000,1610.667839
22.300000,1508.887833
22.400000,1416.672238
22.500000,1700.872662
22.600000,1296.550862
22.700000,1397.471470
22.800000,1541.781715
22.900000,1392.167237
23.000000,1444.866359
23.100000,1525.656813
23.200000,1371.856885
23.300000,1488.522009
23.400000,1460.664909
23.500000,1386.034228
23.600000,1594.644660
23.700000,1316.815721
23.800000,1480.913124
23.900000,1280.502699
24.000000,1113.421947
24.100000,1248.194602
24.200000,1273.488595
24.300000,1258.388107
24.400000,1375.719139
24.500000,1497.413585
24.600000,1291.837637
24.700000,1104.349232
24.800000,1276.032327
24.900000,1113.310493
25.000000,1282.985679
25.100000,1054.944416
25.200000,1437.987878
25.300000,1279.840349
25.400000,993.599426
25.500000,1092.034845
25.600000,1311.688298
25.700000,1290.279280
25.800000,998.334567
25.900000,1203.491908
26.000000,887.468555
26.100000,1059.289562
26.200000,1174.895677
26.300000,994.924626
26.400000,915.298394
26.500000,1104.293953
26.600000,988.217267
26.700000,1171.429479
26.800000,989.807395
26.900000,1029.173114
27.000000,893.965372
27.100000,1168.758547
27.200000,1194.526841
27.300000,1055.451641
27.400000,1222.236787
27.500000,1274.323703
27.600000,1170.571086
27.700000,1225.737111
27.800000,1205.281152
27.900000,1060.414176
28.000000,1410.304959
28.100000,1139.980254
28.200000,1270.202442
28.300000,1257.241987
28.400000,1183.368751
28.500000,1298.418476
28.600000,1312.597036
28.700000,1123.183510
28.800000,1246.068202
28.900000,1276.043684
29.000000,1361.704968
29.100000,1270.869620
29.200000,1557.679317
29.300000,1636.710846
29.400000,1603.172188
29.500000,1635.195301
29.600000,1443.335770
29.700000,1426.470113
29.800000,1343.688054
29.900000,1487.056925
30.000000,1485.540376
30.100000,1445.404516
30.200000,1580.592049
30.300000,1524.130523
30.400000,1310.176703
30.500000,1378.536753
30.600000,1547.949957
30.700000,1571.512108
30.800000,1629.829973
30.900000,1715.537089
31.000000,1728.122605
31.100000,1655.029467
31.200000,1515.628238
31.300000,1417.415501
31.400000,1576.771196
31.500000,1689.372405
31.600000,1862.028770
31.700000,1631.512152
31.800000,1681.999901
31.900000,1481.629201
32.000000,1562.200391
32.100000,1562.765449
32.200000,1296.039864
32.300000,1417.654950
32.400000,1577.422751
32.500000,1524.110289
32.600000,1240.538336
32.700000,1212.169670
32.800000,1411.103633
32.900000,1459.746742
33.000000,1333.892049
33.100000,1452.892339
33.200000,1528.889607
33.300000,1597.612341
33.400000,1204.024264
33.500000,1312.275806
33.600000,1360.556523
33.700000,1421.396943
33.800000,1378.307742
33.900000,1355.451640
34.000000,1182.857190
34.100000,1201.324875
34.200000,1136.722635
34.300000,1296.442127
34.400000,1100.449283
34.500000,1296.510661
34.600000,1207.831350
34.700000,1161.499463
34.800000,1053.490691
34.900000,1020.574703
35.000000,1092.682722
35.100000,1174.824693
35.200000,959.558247
35.300000,1202.155636
35.400000,1316.287191
35.500000,1238.624078
35.600000,1092.743795
35.700000,1129.461036
35.800000,1019.282502
35.900000,1153.578050
36.000000,1256.186299
36.100000,1143.392363
36.200000,1093.207416
36.300000,970.506907
36.400000,1135.781838
36.500000,896.308021
36.600000,1024.630640
36.700000,1075.660381
36.800000,1172.866135
36.900000,1185.754836
37.000000,1161.954680
37.100000,1114.246226
37.200000,1239.434213
37.300000,1081.159648
37.400000,1100.604855
37.500000,1221.519219
37.600000,1210.689547
37.700000,982.828498
37.800000,1292.015607
37.900000,1298.963924
