Time (s),Scaled Tension (kN)
0.000000,649.590490
0.100000,692.186824
0.200000,664.130604
0.300000,717.731501
0.400000,610.738602
0.500000,677.759699
0.600000,682.921498
0.700000,599.055767
0.800000,699.757398
0.900000,678.454799
1.000000,546.283899
1.100000,601.105858
1.200000,555.074496
1.300000,540.665016
1.400000,639.268715
1.500000,612.156994
1.600000,571.224490
1.700000,466.100322
1.800000,635.144994
1.900000,556.927405
2.000000,630.558252
2.100000,613.408679
2.200000,662.981144
2.300000,545.270420
2.400000,404.502397
2.500000,575.257540
2.600000,651.985555
2.700000,614.565278
2.800000,535.840197
2.900000,497.181120
3.000000,514.317693
3.100000,445.101912
3.200000,529.291775
3.300000,506.973185
3.400000,550.689055
3.500000,644.064384
3.600000,518.111366
3.700000,485.964546
3.800000,498.587720
3.900000,427.691364
4.000000,497.430156
4.100000,506.998915
4.200000,490.225895
4.300000,534.279578
4.400000,489.081598
4.500000,539.471003
4.600000,525.320025
4.700000,495.936960
4.800000,485.479611
4.900000,516.521820
5.000000,508.713290
5.100000,433.683342
5.200000,452.810262
5.300000,468.243133
5.400000,461.659464
5.500000,459.058288
5.600000,492.285075
5.700000,583.665536
5.800000,544.541074
5.900000,565.101123
6.000000,619.240262
6.100000,568.783358
6.200000,605.283373
6.300000,578.281987
6.400000,584.002100
6.500000,569.413347
6.600000,497.142715
6.700000,584.786292
6.800000,664.374894
6.900000,646.087398
7.000000,619.672222
7.100000,680.857004
7.200000,606.348199
7.300000,640.940710
7.400000,574.597780
7.500000,639.574412
7.600000,683.312252
7.700000,722.610143
7.800000,663.533726
7.900000,652.516293
8.000000,706.747899
8.100000,728.512787
8.200000,599.629958
8.300000,571.999068
8.400000,672.891675
8.500000,644.236069
8.600000,670.115357
8.700000,702.039775
8.800000,633.763628
8.900000,755.532868
9.000000,666.054980
9.100000,701.310960
9.200000,704.465193
9.300000,626.053906
9.400000,719.513897
9.500000,701.235171
9.600000,741.226340
9.700000,653.714506
9.800000,624.877305
9.900000,758.788760
10.000000,720.183605
10.100000,680.049290
10.200000,691.214742
10.300000,777.145160
10.400000,626.656407
10.500000,774.682145
10.600000,611.142520
10.700000,703.625209
10.800000,640.882877
10.900000,640.755288
11.000000,583.433977
11.100000,606.968418
11.200000,610.372130
11.300000,540.365417
11.400000,649.424861
11.500000,584.384044
11.600000,592.896390
11.700000,547.721433
11.800000,497.755399
11.900000,625.893932
12.000000,722.935043
12.100000,636.534963
12.200000,607.524709
12.300000,574.887947
12.400000,582.556467
12.500000,610.343627
12.600000,471.422655
12.700000,621.370299
12.800000,569.863601
12.900000,550.983203
13.000000,531.871748
13.100000,504.070222
13.200000,506.346298
13.300000,548.448868
13.400000,479.711645
13.500000,477.343238
13.600000,522.994867
13.700000,570.989342
13.800000,459.454149
13.900000,441.853448
14.000000,543.952174
14.100000,495.744417
14.200000,532.408952
14.300000,526.453938
14.400000,514.807280
14.500000,595.712424
14.600000,417.263974
14.700000,449.338338
14.800000,488.669279
14.900000,395.194508
15.000000,491.870518
15.100000,565.216868
15.200000,447.483818
15.300000,501.098452
15.400000,424.342566
15.500000,457.585555
15.600000,487.108102
15.700000,522.635614
15.800000,633.457053
15.900000,593.939158
16.000000,507.263116
16.100000,599.808655
16.200000,605.185666
16.300000,637.971503
16.400000,655.162631
16.500000,516.695241
16.600000,546.367846
16.700000,530.716135
16.800000,576.708177
16.900000,606.464202
17.000000,625.622841
17.100000,598.838890
17.200000,563.131032
17.300000,625.825390
17.400000,559.685469
17.500000,721.297534
17.600000,538.511533
17.700000,655.836317
17.800000,782.805671
17.900000,686.828100
18.000000,693.887906
18.100000,686.306919
18.200000,675.754113
18.300000,767.246498
18.400000,580.910121
18.500000,797.252014
18.600000,607.221507
18.700000,691.217078
18.800000,677.624663
18.900000,737.627638
19.000000,590.935913
19.100000,708.685023
19.200000,810.211975
19.300000,599.278087
19.400000,666.976257
19.500000,624.532152
19.600000,724.061479
19.700000,671.264339
19.800000,666.848871
19.900000,740.149730
20.000000,804.961556
20.100000,709.155016
20.200000,749.277928
20.300000,659.333602
20.400000,634.964474
20.500000,700.592624
20.600000,738.186589
20.700000,693.353303
20.800000,648.407826
20.900000,645.376112
21.000000,583.298453
21.100000,631.910300
21.200000,681.964082
21.300000,608.861006
21.400000,594.081186
21.500000,646.293513
21.600000,560.555088
21.700000,597.602422
21.800000,704.098012
21.900000,609.085118
22.000000,575.888576
22.100000,585.472589
22.200000,658.887254
22.300000,594.769764
22.400000,555.311744
22.500000,623.139975
22.600000,617.381023
22.700000,534.602785
22.800000,451.367565
22.900000,571.036706
23.000000,470.786339
23.100000,512.797110
23.200000,384.103279
23.300000,569.735241
23.400000,417.028366
23.500000,538.758698
23.600000,519.454119
23.700000,442.334960
23.800000,496.726265
23.900000,567.628984
24.000000,528.494783
24.100000,597.355138
24.200000,599.021324
24.300000,460.967435
24.400000,597.752051
24.500000,530.965188
24.600000,469.603966
24.700000,423.932772
24.800000,489.470924
24.900000,509.017566
25.000000,490.704739
25.100000,567.711591
25.200000,427.065435
25.300000,510.453065
25.400000,445.823587
25.500000,533.275698
25.600000,555.557665
25.700000,505.158841
25.800000,437.035577
25.900000,592.849277
26.000000,590.198836
26.100000,601.549632
26.200000,635.380827
26.300000,555.421725
26.400000,637.443095
26.500000,682.471019
26.600000,490.655351
26.700000,601.536698
26.800000,568.121222
26.900000,595.006996
27.000000,604.591115
27.100000,556.056903
27.200000,578.316096
27.300000,619.121723
27.400000,548.369461
27.500000,594.147512
27.600000,692.418007
27.700000,598.695066
27.800000,701.505266
27.900000,710.194117
28.000000,589.497644
28.100000,662.919291
28.200000,728.748461
28.300000,667.654471
28.400000,656.563592
28.500000,746.276048
28.600000,730.588918
28.700000,675.392280
28.800000,646.401058
28.900000,747.553582
29.000000,785.210383
29.100000,686.517330
29.200000,698.192104
29.300000,641.358478
29.400000,620.889007
29.500000,695.827430
29.600000,738.142245
29.700000,754.451530
29.800000,719.730249
29.900000,651.102121
30.000000,769.642191
30.100000,648.346617
30.200000,694.006494
30.300000,701.937982
30.400000,813.366734
30.500000,858.543730
30.600000,713.886926
30.700000,659.384843
30.800000,703.697853
30.900000,683.021228
31.000000,594.304942
31.100000,715.857823
31.200000,655.633311
31.300000,618.282706
31.400000,634.423234
31.500000,633.598639
31.600000,648.378876
31.700000,563.178562
31.800000,599.054255
31.900000,590.407112
32.000000,634.474728
32.100000,631.873053
32.200000,600.773848
32.300000,680.997190
32.400000,599.802490
32.500000,612.457473
32.600000,504.482536
32.700000,517.685620
32.800000,551.398760
32.900000,576.222689
33.000000,510.294700
33.100000,476.887039
33.200000,446.625153
33.300000,487.193696
33.400000,562.306874
33.500000,508.006629
33.600000,508.174730
33.700000,509.109916
33.800000,522.202348
33.900000,513.173684
34.000000,568.545175
34.100000,542.516871
34.200000,534.433688
34.300000,515.446854
34.400000,397.345721
34.500000,593.453253
34.600000,479.715919
34.700000,482.165740
34.800000,540.349913
34.900000,469.148018
35.000000,533.239356
35.100000,513.418147
35.200000,530.647534
35.300000,428.045299
35.400000,554.618990
35.500000,523.450818
35.600000,507.144119
35.700000,512.118654
35.800000,467.506011
35.900000,567.093660
36.000000,503.165003
36.100000,487.701174
36.200000,484.134586
36.300000,626.685762
36.400000,551.352553
36.500000,699.712655
36.600000,558.081308
36.700000,508.522579
36.800000,540.039524
36.900000,653.142346
37.000000,581.485745
37.100000,548.168977
37.200000,628.645212
37.300000,658.794158
37.400000,647.105930
37.500000,685.171659
37.600000,618.710775
37.700000,573.349869
37.800000,653.911898
37.900000,680.843628
38.000000,673.001421
38.100000,666.347735
38.200000,721.706749
38.300000,716.538089
38.400000,721.434560
38.500000,654.237727
38.600000,672.607900
38.700000,646.104718
38.800000,743.127038
38.900000,734.604045
39.000000,561.023089
39.100000,616.373647
39.200000,598.835661
39.300000,643.065231
39.400000,705.932786
39.500000,592.559331
39.600000,653.567287
39.700000,670.693031
39.800000,748.943115
39.900000,706.597673
40.000000,683.251081
40.100000,729.705981
40.200000,685.553905
40.300000,689.748829
40.400000,787.283274
40.500000,716.166599
40.600000,620.822660
40.700000,706.499048
40.800000,687.787453
40.900000,611.932930
41.000000,658.881307
41.100000,690.205603
41.200000,586.585126
41.300000,550.260883
41.400000,649.180307
41.500000,617.642002
41.600000,647.425254
41.700000,628.922273
41.800000,610.286891
41.900000,536.308078
42.000000,652.813263
42.100000,663.808436
42.200000,596.037731
42.300000,597.502168
42.400000,480.328579
42.500000,613.564727
42.600000,591.495042
42.700000,563.538110
42.800000,595.884970
42.900000,521.062297
43.000000,546.514949
43.100000,472.863118
43.200000,505.327408
43.300000,486.247646
43.400000,542.145713
43.500000,494.237505
43.600000,505.661342
43.700000,531.013563
43.800000,473.144598
43.900000,443.306205
44.000000,612.674583
44.100000,584.969308
44.200000,462.729889
44.300000,581.613382
44.400000,504.765747
44.500000,510.227822
44.600000,520.962135
44.700000,477.650910
44.800000,450.488216
44.900000,450.072294
45.000000,435.059203
45.100000,427.263327
45.200000,484.770582
45.300000,450.988624
45.400000,493.089835
45.500000,618.029651
45.600000,511.758203
45.700000,543.205956
45.800000,574.711792
45.900000,567.382137
46.000000,601.167171
46.100000,646.238305
46.200000,613.623786
46.300000,544.852895
46.400000,639.538142
46.500000,618.041042
46.600000,548.417921
46.700000,595.100037
46.800000,617.206759
46.900000,575.640297
47.000000,642.720215
47.100000,710.493195
47.200000,560.364963
47.300000,521.635765
47.400000,620.911557
47.500000,644.916487
47.600000,644.020277
47.700000,695.198649
47.800000,617.369238
47.900000,734.194858
48.000000,653.887777
48.100000,743.268891
48.200000,795.534854
48.300000,664.270321
48.400000,660.569374
48.500000,735.872824
48.600000,699.967590
48.700000,698.847575
48.800000,673.093535
48.900000,560.808027
49.000000,671.390283
49.100000,637.203317
49.200000,657.558563
49.300000,740.853261
49.400000,625.363701
49.500000,755.518981
49.600000,690.360808
49.700000,683.844867
49.800000,741.279340
49.900000,720.848886
50.000000,758.206781
50.100000,751.318064
50.200000,694.068604
50.300000,674.970394
50.400000,635.286749
50.500000,625.269728
50.600000,827.870018
50.700000,724.438678
50.800000,590.504638
50.900000,564.516259
51.000000,670.472058
51.100000,633.566780
51.200000,665.963863
51.300000,569.654606
51.400000,606.797801
51.500000,629.798054
51.600000,599.601718
51.700000,504.176665
51.800000,617.844273
51.900000,534.791609
52.000000,625.859437
52.100000,718.351140
52.200000,605.008724
52.300000,602.163940
52.400000,620.887475
52.500000,578.419069
52.600000,577.139296
52.700000,607.240804
52.800000,608.356272
52.900000,448.932244
53.000000,557.429553
53.100000,485.199427
53.200000,524.895420
53.300000,431.913971
53.400000,507.363108
53.500000,508.540434
53.600000,562.603847
53.700000,542.592458
53.800000,451.286115
53.900000,519.585632
54.000000,492.496347
54.100000,483.948219
54.200000,527.568687
54.300000,491.713807
54.400000,661.466719
54.500000,540.513562
54.600000,449.348673
54.700000,495.205209
54.800000,529.887459
54.900000,594.688337
55.000000,400.762499
55.100000,370.167357
55.200000,588.793225
55.300000,552.339795
55.400000,431.913159
55.500000,539.120008
55.600000,402.250077
55.700000,538.895190
55.800000,564.139389
55.900000,588.082100
56.000000,524.730568
56.100000,573.577752
56.200000,508.040876
56.300000,622.071127
56.400000,563.059508
56.500000,574.097255
56.600000,546.404927
56.700000,639.895808
56.800000,636.146176
56.900000,591.215022
57.000000,587.891972
57.100000,540.762933
57.200000,588.708341
57.300000,606.997620
57.400000,728.464607
57.500000,576.813113
57.600000,701.625901
57.700000,694.389018
57.800000,668.796859
57.900000,750.691186
58.000000,739.190371
58.100000,735.775097
58.200000,727.478224
58.300000,746.400931
58.400000,759.098472
58.500000,649.935227
58.600000,619.973411
58.700000,667.223292
58.800000,664.284408
58.900000,671.635998
59.000000,754.885027
59.100000,661.088288
59.200000,707.185129
59.300000,657.410885
59.400000,741.826595
59.500000,590.683557
59.600000,647.140741
59.700000,724.225388
59.800000,769.554125
59.900000,681.189152
60.000000,605.779850
60.100000,732.517463
60.200000,708.934745
60.300000,645.341172
60.400000,677.585719
60.500000,666.037479
60.600000,633.635652
60.700000,569.071228
60.800000,675.164416
60.900000,696.158707
61.000000,661.152946
61.100000,564.141452
61.200000,600.078091
61.300000,614.228175
61.400000,646.881519
61.500000,650.709205
61.600000,555.744676
61.700000,608.613226
61.800000,650.926938
61.900000,696.825037
62.000000,624.190130
62.100000,651.212285
62.200000,575.637566
62.300000,664.629910
62.400000,632.478776
62.500000,514.620088
62.600000,616.757290
62.700000,592.235290
62.800000,487.710103
62.900000,487.780340
63.000000,535.061868
63.100000,517.297900
63.200000,504.996319
63.300000,523.162307
63.400000,588.114856
63.500000,556.957728
63.600000,508.073751
63.700000,561.472217
63.800000,460.825239
63.900000,546.007765
64.000000,606.023907
64.100000,511.467613
64.200000,467.997220
64.300000,490.169029
64.400000,452.836783
64.500000,458.219797
64.600000,493.278074
64.700000,434.358542
64.800000,508.016020
64.900000,529.450557
65.000000,448.766466
65.100000,571.907627
65.200000,522.255529
65.300000,534.329962
65.400000,472.277686
65.500000,561.061128
65.600000,469.940302
65.700000,550.095452
65.800000,560.444562
65.900000,622.207365
66.000000,507.753246
66.100000,524.970205
66.200000,622.622572
66.300000,548.651329
66.400000,634.502379
66.500000,506.502470
66.600000,646.138991
66.700000,538.454391
66.800000,615.341324
66.900000,625.747643
67.000000,571.045577
67.100000,635.698807
67.200000,594.757211
67.300000,591.957351
67.400000,565.077806
67.500000,531.068953
67.600000,659.476820
67.700000,573.626537
67.800000,689.638495
67.900000,664.325506
68.000000,705.877473
68.100000,675.341829
68.200000,687.536776
68.300000,758.597669
68.400000,729.005525
68.500000,703.671474
68.600000,757.112422
68.700000,618.337252
68.800000,742.662871
68.900000,709.103395
69.000000,634.153662
69.100000,675.279561
69.200000,691.079273
69.300000,685.837097
69.400000,710.292505
69.500000,752.673449
69.600000,737.588584
69.700000,637.932356
69.800000,749.608423
69.900000,772.302273
70.000000,747.284523
70.100000,788.656805
70.200000,796.824391
70.300000,743.445929
70.400000,707.430842
70.500000,743.995851
70.600000,674.946566
70.700000,684.597951
70.800000,639.345040
70.900000,717.405535
71.000000,565.606359
71.100000,676.236296
71.200000,642.047412
71.300000,506.662701
71.400000,640.120989
71.500000,498.898985
71.600000,687.162219
71.700000,687.656092
71.800000,577.801941
71.900000,615.196543
72.000000,722.199289
72.100000,606.747506
72.200000,523.603798
72.300000,640.690467
72.400000,672.322968
72.500000,580.818721
72.600000,617.129893
72.700000,629.000047
72.800000,477.884653
72.900000,462.238864
73.000000,585.700412
73.100000,575.480718
73.200000,496.537981
73.300000,454.619326
73.400000,608.044487
73.500000,470.998892
73.600000,480.004191
73.700000,523.582229
73.800000,586.456704
73.900000,541.722420
74.000000,533.035635
74.100000,556.092068
74.200000,532.229195
74.300000,553.726461
74.400000,378.078217
74.500000,496.615668
74.600000,487.333682
74.700000,446.572243
74.800000,536.241029
74.900000,458.468039
75.000000,567.018353
75.100000,571.269055
75.200000,485.546678
75.300000,480.920483
75.400000,488.847829
75.500000,460.755942
75.600000,535.732141
75.700000,529.597279
75.800000,497.074861
75.900000,592.158215
76.000000,608.241279
76.100000,540.262685
76.200000,619.733489
76.300000,572.153368
76.400000,609.495722
76.500000,635.008782
76.600000,576.448458
76.700000,633.513890
76.800000,574.007584
76.900000,571.268645
77.000000,595.176707
77.100000,548.720268
77.200000,578.311627
77.300000,517.770609
77.400000,565.352154
77.500000,620.936487
77.600000,600.620202
77.700000,623.618791
77.800000,632.773643
77.900000,701.434717
78.000000,730.184573
78.100000,658.958347
78.200000,625.530036
