Time (s),Scaled Tension (kN)
0.000000,1582.972866
0.100000,1517.313112
0.200000,1598.518382
0.300000,1689.242490
0.400000,1528.341883
0.500000,1520.837582
0.600000,1732.392936
0.700000,1626.780658
0.800000,1486.969899
0.900000,1550.798274
1.000000,1469.933808
1.100000,1431.634237
1.200000,1547.114651
1.300000,1231.769567
1.400000,1307.652497
1.500000,1401.025755
1.600000,1332.055149
1.700000,1489.354125
1.800000,1360.651528
1.900000,1326.415195
2.000000,1655.735104
2.100000,1439.750748
2.200000,1483.051954
2.300000,1360.140338
2.400000,1437.745552
2.500000,1464.621881
2.600000,1293.324447
2.700000,1444.153933
2.800000,1321.208875
2.900000,1290.910555
3.000000,1249.065516
3.100000,1467.583036
3.200000,1286.300003
3.300000,1157.189060
3.400000,1327.823243
3.500000,1137.392110
3.600000,1224.605245
3.700000,971.278219
3.800000,1081.049943
3.900000,1271.276513
4.000000,1345.952691
4.100000,1227.633633
4.200000,1226.679493
4.300000,1170.322130
4.400000,1022.551158
4.500000,1117.830797
4.600000,1123.143032
4.700000,1220.022212
4.800000,1191.611166
4.900000,931.065210
5.000000,1097.937949
5.100000,1025.500891
5.200000,981.480706
5.300000,1111.641639
5.400000,1134.853345
5.500000,1120.915712
5.600000,941.727874
5.700000,1038.158976
5.800000,1105.717038
5.900000,1168.248169
6.000000,1044.162827
6.100000,1001.461898
6.200000,1003.020058
6.300000,930.119522
6.400000,1192.667951
6.500000,1236.171682
6.600000,1069.193824
6.700000,1245.142734
6.800000,1128.966652
6.900000,1030.620742
7.000000,1131.229346
7.100000,1275.558711
7.200000,1091.773755
7.300000,1246.220578
7.400000,841.661507
7.500000,1208.942552
7.600000,1120.535689
7.700000,1127.079756
7.800000,1242.285027
7.900000,1018.530695
8.000000,1213.984714
8.100000,1302.545222
8.200000,1450.306753
8.300000,1300.887715
8.400000,1241.327505
8.500000,1286.911994
8.600000,1467.183075
8.700000,1385.829334
8.800000,1279.100936
8.900000,1399.030925
9.000000,1356.741857
9.100000,1458.711304
9.200000,1294.680552
9.300000,1329.264211
9.400000,1350.443257
9.500000,1225.811938
9.600000,1445.891631
9.700000,1412.482528
9.800000,1475.049988
9.900000,1455.639636
10.000000,1358.231027
10.100000,1393.843910
10.200000,1535.787903
10.300000,1439.821770
10.400000,1546.378523
10.500000,1558.232320
10.600000,1760.149345
10.700000,1519.558158
10.800000,1528.600466
10.900000,1540.167501
11.000000,1270.012701
11.100000,1481.522022
11.200000,1497.745158
11.300000,1752.565205
11.400000,1442.012067
11.500000,1502.216384
11.600000,1515.409582
11.700000,1332.755430
11.800000,1603.886516
11.900000,1584.927551
12.000000,1593.825282
12.100000,1405.102021
12.200000,1649.183426
12.300000,1283.869658
12.400000,1562.751352
12.500000,1660.585290
12.600000,1317.727056
12.700000,1317.196039
12.800000,1383.727754
12.900000,1299.522410
13.000000,1156.197484
13.100000,1317.087191
13.200000,1197.456988
13.300000,1324.812809
13.400000,1137.588430
13.500000,1434.467050
13.600000,1170.957762
13.700000,1161.191597
13.800000,1330.942318
13.900000,1102.355175
14.000000,1240.908655
14.100000,1399.438447
14.200000,1029.358386
14.300000,1228.905643
14.400000,1218.111028
14.500000,1265.934402
14.600000,993.841588
14.700000,955.816783
14.800000,1214.503687
14.900000,1109.368738
15.000000,1080.879036
15.100000,1046.617423
15.200000,953.939844
15.300000,1030.946272
15.400000,1104.452239
15.500000,976.136735
15.600000,1230.137167
15.700000,1152.164535
15.800000,944.944226
15.900000,1133.460414
16.000000,909.911734
16.100000,1234.243196
16.200000,1196.904629
16.300000,974.629567
16.400000,1242.878883
16.500000,1215.458668
16.600000,1234.071634
16.700000,1331.308469
16.800000,1086.175369
16.900000,1030.567276
17.000000,1009.842347
17.100000,1006.050555
17.200000,1087.787343
17.300000,1137.867342
17.400000,1125.504992
17.500000,1214.650592
17.600000,1108.932608
17.700000,1332.155279
17.800000,1142.443624
17.900000,1501.259764
18.000000,1321.770489
18.100000,1207.730072
18.200000,1193.327107
18.300000,1325.937295
18.400000,1274.225946
18.500000,1435.942226
18.600000,1369.133069
18.700000,1329.529446
18.800000,1262.852927
18.900000,1152.340155
19.000000,1299.835143
19.100000,1414.960329
19.200000,1365.851138
19.300000,1232.408655
19.400000,1358.223067
19.500000,1446.314167
19.600000,1310.785586
19.700000,1461.624460
19.800000,1464.405280
19.900000,1377.870177
20.000000,1536.764459
20.100000,1563.459164
20.200000,1649.000698
20.300000,1665.019997
20.400000,1384.111616
20.500000,1433.203224
20.600000,1574.340524
20.700000,1567.091425
20.800000,1538.876840
20.900000,1978.028049
21.000000,1524.823305
21.100000,1590.407854
21.200000,1560.171058
21.300000,1558.313803
21.400000,1417.496039
21.500000,1574.863091
21.600000,1358.526070
21.700000,1445.668327
21.800000,1395.840844
21.900000,1535.813799
22.000000,1710.198292
22.100000,1276.287745
22.200000,1568.454458
22.300000,1297.510663
22.400000,1399.988334
22.500000,1561.062567
22.600000,1430.182119
22.700000,1274.232818
22.800000,1316.717727
22.900000,1477.780423
23.000000,1227.388498
23.100000,1290.724078
23.200000,1281.245148
23.300000,1249.256822
23.400000,1468.788936
23.500000,1347.616031
23.600000,1042.962745
23.700000,1234.576098
23.800000,1164.288646
23.900000,1358.979534
24.000000,1124.203288
24.100000,1201.574145
24.200000,1256.652311
24.300000,1278.163796
24.400000,1042.411930
24.500000,1110.599477
24.600000,1106.695801
24.700000,1046.950477
24.800000,1321.741604
24.900000,1104.503982
25.000000,942.583688
25.100000,1182.587527
25.200000,1236.670624
25.300000,1161.701586
25.400000,890.608157
25.500000,948.757942
25.600000,1219.422385
25.700000,975.243514
25.800000,1088.412899
25.900000,1153.201959
26.000000,988.669327
26.100000,1085.841083
26.200000,748.199934
26.300000,969.106122
26.400000,1085.608121
26.500000,936.162000
26.600000,1289.344164
26.700000,921.800751
26.800000,1032.349705
26.900000,1139.255172
27.000000,1280.033122
27.100000,944.165441
27.200000,1198.600875
27.300000,1094.547396
27.400000,1031.167049
27.500000,1183.716525
27.600000,1226.158984
27.700000,1112.908076
27.800000,1208.405618
27.900000,1170.960301
28.000000,1263.041136
28.100000,1341.582667
28.200000,1487.184415
28.300000,1193.057775
28.400000,1544.219092
28.500000,1081.479194
28.600000,1278.328782
28.700000,1421.491372
28.800000,1350.046757
28.900000,1224.277665
29.000000,1333.451197
29.100000,1355.001460
29.200000,1289.749179
29.300000,1480.583516
29.400000,1419.100210
29.500000,1312.068887
29.600000,1533.953677
29.700000,1458.675234
29.800000,1550.347264
29.900000,1552.268957
30.000000,1384.211884
30.100000,1471.465287
30.200000,1604.093789
30.300000,1583.956884
30.400000,1548.451585
30.500000,1529.370440
30.600000,1677.660506
30.700000,1458.429491
30.800000,1602.206451
30.900000,1491.251998
31.000000,1465.361058
31.100000,1622.525231
31.200000,1596.311955
31.300000,1568.461383
31.400000,1607.157450
31.500000,1430.412106
31.600000,1512.789663
31.700000,1423.384157
31.800000,1492.332994
31.900000,1455.990974
32.000000,1490.573210
32.100000,1558.587174
32.200000,1382.297744
32.300000,1716.079628
32.400000,1345.898003
32.500000,1257.663905
32.600000,1529.642565
32.700000,1484.611105
32.800000,1415.237101
32.900000,1433.360283
33.000000,1358.294805
33.100000,1227.556925
33.200000,1281.642469
33.300000,1220.245572
33.400000,1360.152404
33.500000,1212.327319
33.600000,1122.936368
33.700000,1183.470926
33.800000,1262.222575
33.900000,1164.670242
34.000000,1133.814918
34.100000,1246.855840
34.200000,1251.846840
34.300000,1176.664902
34.400000,1162.825427
34.500000,1168.073499
34.600000,935.105549
34.700000,1003.013377
34.800000,1003.887076
34.900000,1066.877860
35.000000,1083.386395
35.100000,1182.053406
35.200000,1155.259520
35.300000,1036.798526
35.400000,1016.097649
35.500000,857.296091
35.600000,1021.560548
35.700000,1021.729072
35.800000,1056.215458
35.900000,978.731243
36.000000,1137.608206
36.100000,1277.049680
36.200000,1090.546778
36.300000,1128.284812
36.400000,1216.316294
36.500000,1061.524744
36.600000,1132.922413
36.700000,1083.403654
36.800000,1099.857215
36.900000,986.681755
37.000000,1090.305123
37.100000,1188.186429
37.200000,1224.288487
37.300000,1170.182474
37.400000,1390.013542
37.500000,1036.978310
37.600000,1230.179185
37.700000,1216.576535
37.800000,1427.761761
37.900000,1174.617552
38.000000,1168.866967
38.100000,1191.610696
38.200000,1104.600043
38.300000,1235.666565
38.400000,1255.524449
38.500000,1357.140985
38.600000,1409.162872
38.700000,1591.659383
38.800000,1452.606752
38.900000,1263.017045
39.000000,1257.506744
39.100000,1389.707814
39.200000,1255.993474
39.300000,1574.195460
39.400000,1500.891359
39.500000,1344.044634
39.600000,1185.632190
39.700000,1560.062532
39.800000,1468.407061
39.900000,1597.203838
40.000000,1289.009018
40.100000,1456.126614
40.200000,1553.269109
40.300000,1555.968310
40.400000,1511.199557
40.500000,1589.641876
40.600000,1379.016103
40.700000,1545.214443
40.800000,1520.385444
40.900000,1554.460291
41.000000,1602.384174
41.100000,1366.113729
41.200000,1308.441096
41.300000,1659.252801
41.400000,1481.983510
41.500000,1397.596671
41.600000,1637.505594
41.700000,1485.074171
41.800000,1639.846747
41.900000,1494.903266
42.000000,1723.054813
42.100000,1702.135403
42.200000,1439.272209
42.300000,1558.170720
42.400000,1505.056946
42.500000,1548.449813
42.600000,1362.694223
42.700000,1449.710942
42.800000,1487.818964
42.900000,1143.771412
43.000000,1197.195725
43.100000,1089.411831
43.200000,1268.580180
43.300000,1327.378482
43.400000,1411.887663
43.500000,1252.078919
43.600000,1407.777128
43.700000,1110.200985
43.800000,1045.236904
43.900000,1235.387216
44.000000,1281.577450
44.100000,1243.853137
44.200000,985.558866
44.300000,1163.970527
44.400000,1055.867629
44.500000,1237.311028
44.600000,1187.864647
44.700000,1047.265634
44.800000,1089.425905
44.900000,977.634031
45.000000,1076.852601
45.100000,1207.630032
45.200000,940.661603
45.300000,1155.717514
45.400000,985.991471
45.500000,900.809160
45.600000,1042.792426
45.700000,937.482912
45.800000,1024.072017
45.900000,948.789175
46.000000,1297.257793
46.100000,1065.297548
46.200000,1016.176688
