Time (s),Scaled Tension (kN)
0.000000,715.845828
0.100000,568.690450
0.200000,613.219087
0.300000,638.685337
0.400000,655.980627
0.500000,658.093410
0.600000,687.570545
0.700000,670.741605
0.800000,678.566353
0.900000,671.452923
1.000000,691.834779
1.100000,738.662918
1.200000,669.250790
1.300000,795.259538
1.400000,716.023182
1.500000,677.293674
1.600000,723.202358
1.700000,691.254989
1.800000,729.644025
1.900000,700.006168
2.000000,651.028527
2.100000,715.411287
2.200000,690.146472
2.300000,751.971899
2.400000,704.704942
2.500000,692.469281
2.600000,607.259626
2.700000,774.658561
2.800000,576.092635
2.900000,710.231569
3.000000,689.383615
3.100000,594.189752
3.200000,657.377648
3.300000,673.114682
3.400000,749.754853
3.500000,622.936682
3.600000,650.611042
3.700000,497.524792
3.800000,707.648418
3.900000,562.882390
4.000000,585.292893
4.100000,556.995754
4.200000,579.060241
4.300000,574.425424
4.400000,605.138566
4.500000,572.896712
4.600000,586.263889
4.700000,558.732540
4.800000,587.793058
4.900000,510.546927
5.000000,601.069682
5.100000,624.494180
5.200000,603.931461
5.300000,544.930185
5.400000,520.706117
5.500000,549.309556
5.600000,456.579587
5.700000,585.708970
5.800000,509.864371
5.900000,523.483177
6.000000,472.779055
6.100000,451.960786
6.200000,456.409470
6.300000,504.186460
6.400000,509.720255
6.500000,510.240317
6.600000,534.900134
6.700000,479.613825
6.800000,507.068153
6.900000,572.734060
7.000000,556.235700
7.100000,573.539162
7.200000,559.667264
7.300000,472.810100
7.400000,493.480265
7.500000,561.222005
7.600000,553.909546
7.700000,597.041033
7.800000,644.042090
7.900000,586.533408
8.000000,618.219871
8.100000,537.682447
8.200000,490.917627
8.300000,527.380664
8.400000,504.456609
8.500000,625.797972
8.600000,621.876778
8.700000,595.126888
8.800000,639.374290
8.900000,531.807827
9.000000,640.243919
9.100000,567.420641
9.200000,648.515339
9.300000,618.805416
9.400000,709.926694
9.500000,683.563845
9.600000,755.073079
9.700000,623.910653
9.800000,699.340458
9.900000,668.430883
10.000000,579.122893
10.100000,586.977873
10.200000,647.942525
10.300000,688.784475
10.400000,685.969036
10.500000,572.063804
10.600000,634.492817
10.700000,790.928471
10.800000,684.584137
10.900000,665.789007
11.000000,749.883842
11.100000,757.336166
11.200000,710.628984
11.300000,746.660909
11.400000,748.692555
11.500000,749.918766
11.600000,753.064898
11.700000,734.679034
11.800000,640.077557
11.900000,659.353920
12.000000,735.229091
12.100000,654.045756
12.200000,665.928381
12.300000,643.244876
12.400000,704.573739
12.500000,584.528360
12.600000,660.577335
12.700000,684.658092
12.800000,693.750183
12.900000,645.716985
13.000000,757.797873
13.100000,695.390233
13.200000,615.520483
13.300000,676.939137
13.400000,631.985591
13.500000,674.730803
13.600000,627.421115
13.700000,614.693982
13.800000,573.951013
13.900000,643.663754
14.000000,525.089496
14.100000,530.252450
14.200000,574.551586
14.300000,628.926529
14.400000,515.067996
14.500000,578.912020
14.600000,594.472967
14.700000,590.052008
14.800000,513.354801
14.900000,478.851024
15.000000,444.575604
15.100000,535.913253
15.200000,591.537215
15.300000,508.823201
15.400000,552.125862
15.500000,501.888063
15.600000,517.043018
15.700000,585.916491
15.800000,456.630686
15.900000,528.834837
16.000000,471.786742
16.100000,515.506276
16.200000,494.190760
16.300000,488.278088
16.400000,539.408891
16.500000,497.858397
16.600000,456.813673
16.700000,458.595528
16.800000,484.587234
16.900000,556.450775
17.000000,628.472482
17.100000,561.974234
17.200000,423.905677
17.300000,521.560617
17.400000,458.805548
17.500000,548.465630
17.600000,446.070105
17.700000,533.477825
17.800000,460.045865
17.900000,564.932363
18.000000,543.538179
18.100000,536.832932
18.200000,529.386735
18.300000,474.198563
18.400000,565.767752
18.500000,686.938400
18.600000,572.114377
18.700000,572.626251
18.800000,531.061494
18.900000,558.060710
19.000000,627.281497
19.100000,672.782074
19.200000,647.382081
19.300000,664.649438
19.400000,678.639537
19.500000,665.687267
19.600000,651.705906
19.700000,682.166952
19.800000,631.768573
19.900000,669.433313
20.000000,675.976770
20.100000,760.577313
20.200000,579.125843
20.300000,680.242237
20.400000,742.675584
20.500000,680.492832
20.600000,757.378536
20.700000,707.573149
20.800000,754.272113
20.900000,661.452419
21.000000,650.662172
21.100000,714.506582
21.200000,614.249885
21.300000,762.995863
21.400000,777.631372
21.500000,709.110720
21.600000,706.532669
21.700000,726.201246
21.800000,703.647907
21.900000,678.724906
22.000000,726.995349
22.100000,686.695425
22.200000,726.143267
22.300000,678.777996
22.400000,639.708801
22.500000,770.168099
22.600000,585.375011
22.700000,628.491580
22.800000,694.629604
22.900000,631.017436
23.000000,651.573661
23.100000,691.193688
23.200000,623.776469
23.300000,677.912192
23.400000,665.254232
23.500000,631.168567
23.600000,718.410454
23.700000,599.429365
23.800000,671.211260
23.900000,580.527125
24.000000,502.107208
24.100000,562.839101
24.200000,572.844046
24.300000,564.359160
24.400000,619.761922
24.500000,672.697288
24.600000,587.463833
24.700000,500.119972
24.800000,579.652162
24.900000,503.423481
25.000000,581.417884
25.100000,481.867336
25.200000,651.020536
25.300000,581.902583
25.400000,455.122664
25.500000,498.671353
25.600000,599.348400
25.700000,586.730680
25.800000,456.355230
25.900000,546.772957
26.000000,405.588226
26.100000,480.037784
26.200000,530.435098
26.300000,450.900653
26.400000,417.063345
26.500000,501.184219
26.600000,447.745273
26.700000,531.494441
26.800000,449.960518
26.900000,468.700706
27.000000,408.614246
27.100000,531.987156
27.200000,546.564771
27.300000,483.031972
27.400000,557.327991
27.500000,577.666440
27.600000,533.022369
27.700000,557.012703
27.800000,546.150400
27.900000,482.319538
28.000000,636.223613
28.100000,516.171785
28.200000,573.530743
28.300000,565.615197
28.400000,533.613216
28.500000,585.713678
28.600000,594.288556
28.700000,509.199914
28.800000,563.075293
28.900000,579.029517
29.000000,620.133632
29.100000,579.200441
29.200000,706.642866
29.300000,742.424678
29.400000,728.807066
29.500000,742.258558
29.600000,655.711124
29.700000,648.410632
29.800000,607.243733
29.900000,669.398653
30.000000,670.638712
30.100000,651.897042
30.200000,710.372658
30.300000,687.201669
30.400000,587.532036
30.500000,620.301557
30.600000,696.107763
30.700000,705.302033
30.800000,737.230523
30.900000,771.429576
31.000000,779.159433
31.100000,749.923606
31.200000,688.117695
31.300000,641.903805
31.400000,715.810850
31.500000,765.027534
31.600000,844.740694
31.700000,738.432591
31.800000,759.171903
31.900000,668.062604
32.000000,703.207593
32.100000,702.566708
