Time,Effective Tension at Vessel End
0.0,171.7106097829651
0.1,204.39994195018627
0.2,209.93586994167995
0.3,186.75692448849543
0.4,187.637809033802
0.5,144.14368923403046
0.6000000000000001,136.74406616913114
0.7000000000000001,133.69950875332464
0.8,163.5195322941566
0.9,175.63539567102634
1.0,199.1443284531801
1.1,204.7066464143477
1.2000000000000002,219.3778933389561
1.3,212.59780313645857
1.4,273.14508711846133
1.5,251.7951666973336
1.6,244.02404675704105
1.7000000000000002,221.7705730822452
1.8,194.84618039570296
1.9,261.2458062263894
2.0,223.6951616469476
2.1,142.69689459748807
2.2,199.50754379053043
2.3000000000000003,191.77581038137035
2.4000000000000004,158.83476695711124
2.5,198.4437020425305
2.6,157.244224478087
2.7,113.3018434818029
2.8000000000000003,176.1514963240141
2.9000000000000004,185.34003860147288
3.0,174.84509413366197
3.1,225.79233523173568
3.2,173.35676724503344
3.3000000000000003,265.6156295489065
3.4000000000000004,218.55286560375308
3.5,219.9512410765113
3.6,245.8426216163752
3.7,257.18263852103047
3.8,239.72129561523843
3.9,199.72710547673765
4.0,191.87332166723672
4.1000000000000005,157.42315945326314
4.2,169.8728777203446
4.3,196.35201170970447
4.4,154.97559515876708
4.5,176.2828028127613
4.6000000000000005,194.40467534618628
4.7,138.16599374916956
4.800000000000001,159.59922870090352
4.9,243.12890538196584
5.0,236.27430195640497
5.1000000000000005,158.41343435104244
5.2,235.00117471258648
5.300000000000001,235.9154244958138
5.4,269.6901100376795
5.5,227.1502618054706
5.6000000000000005,224.06911362437933
5.7,223.91132922091307
5.800000000000001,217.64571732148244
5.9,246.46660545417944
6.0,171.619965208527
6.1000000000000005,172.73601287580746
6.2,122.94290305419749
6.300000000000001,194.31490997674825
6.4,193.2343862710176
6.5,140.6881722440641
6.6000000000000005,141.8041542700038
6.7,169.40320638876554
6.800000000000001,209.43088651391224
6.9,190.25144197700848
7.0,172.01774132275318
7.1000000000000005,160.02089296581977
7.2,189.93293735085464
7.300000000000001,238.0952082349969
7.4,225.2366910158928
7.5,255.348656009745
7.6,232.66964429851248
7.7,212.44905774088903
7.800000000000001,199.49262476384328
7.9,268.8775157311059
8.0,233.72563287850272
8.1,243.32996842942595
8.200000000000001,192.81180179189369
8.3,151.20163301593192
8.4,194.80371096278157
8.5,149.5083351291247
8.6,157.3678883231111
8.700000000000001,154.52181794801305
8.8,76.78929971404415
8.9,226.13516991893653
9.0,207.6741179757392
9.1,218.4802619514681
9.2,221.53344336264257
9.3,240.80145933720684
9.4,226.9781486365291
9.5,267.9970053992404
9.6,210.0444144536255
9.7,249.77550365383777
9.8,251.65077782456856
9.9,216.0468064352218
10.0,218.18203417712417
10.1,161.67439810755917
10.2,147.63847164236168
10.3,171.20288890516875
10.4,175.45997292671495
10.5,94.2544055049264
10.6,166.40325426772353
10.7,139.5105043089886
10.8,159.41224367334206
10.9,137.80758184313984
11.0,167.39548239140515
11.1,237.56932989132247
11.2,224.37262645016563
11.3,224.41527267433617
11.4,241.40186613298565
11.5,264.17597956995127
11.6,262.47219967049955
11.7,241.94264066781733
11.8,267.5923470343355
11.9,251.1207595571092
12.0,219.4571612769053
12.1,193.0527833618892
12.2,196.3329076228268
12.3,173.5293979284125
12.4,186.92748544226183
12.5,177.48721647212696
12.6,120.19501817186868
12.7,123.2276541980275
12.8,144.15893996044215
12.9,207.27728025209856
13.0,145.65472969386934
13.1,220.4282917986529
13.2,234.26301796354807
13.3,270.7780664862087
13.4,250.3066774318333
13.5,209.2033431125052
13.6,220.47671596615572
13.7,208.73358502278663
13.8,218.66525471744123
13.9,216.51983342719143
14.0,172.09275461636173
14.1,235.53428959415567
14.2,136.85483361066738
14.3,204.48447799025135
14.4,190.6583742312636
14.5,177.44945166064878
14.6,129.92963698949802
14.7,166.08007569558572
14.8,126.87529228604586
14.9,205.32033060110345
15.0,190.72445615091831
15.1,196.30596368781252
15.2,186.67437983107115
15.3,161.5734411667524
15.4,213.740291000844
15.5,282.8835706984094
15.6,237.1723619313553
15.7,239.11358496627
15.8,254.47020445608905
15.9,276.1769467933972
16.0,246.8061400513626
16.1,162.24437976010145
16.2,118.33615762611876
16.3,234.8898030473801
16.400000000000002,223.17323163786688
16.5,156.1539830628562
16.6,112.62798784694589
16.7,184.7033453370967
16.8,161.95691571218612
16.900000000000002,174.60368585689292
17.0,219.7777648901606
17.1,218.61681253161208
17.2,187.81227790031085
17.3,226.1563666731637
17.400000000000002,264.73110457175704
17.5,264.8071915021728
17.6,257.11786201635374
17.7,272.1961393139975
17.8,223.95206407291755
17.900000000000002,227.36697370648108
18.0,105.78862739766548
18.1,177.92492405930267
18.2,199.53036202651023
18.3,152.38954126086273
18.4,141.1166615365699
18.5,119.25678661673317
18.6,180.8436119962749
18.7,172.26044752649562
18.8,189.95886422725692
18.9,126.20670069135454
19.0,188.13049829903733
19.1,200.1822398929129
19.200000000000003,214.9695740328029
19.3,217.4177984140842
19.4,234.5133885585162
19.5,274.9889683112217
19.6,191.8718241851646
19.700000000000003,297.51229372063483
19.8,249.31880745822903
19.9,220.73692358010288
20.0,234.26102479418125
20.1,147.85938751953404
20.200000000000003,156.67224761470962
20.3,160.4691123026604
20.4,196.07029440104856
20.5,149.10547773618106
20.6,164.244275349955
20.700000000000003,138.11917944219502
20.8,179.8016883615891
20.9,228.31030733932465
21.0,222.80980034723007
21.1,206.14189049207667
21.200000000000003,243.6514506487236
21.3,253.22413336383943
21.4,260.0941468628351
21.5,282.85822565583453
21.6,282.3916959007235
21.700000000000003,240.3786927734745
21.8,254.05994555176852
21.9,210.51403281511517
22.0,179.36382851352653
22.1,183.3296172034672
22.200000000000003,174.32493021705287
22.3,114.25394559903752
22.4,180.91346007058505
22.5,67.48061249190579
22.6,232.18714339899012
22.700000000000003,200.86292333416827
22.8,157.36616456739523
22.9,178.2759103670044
23.0,202.0331558046248
23.1,190.91075848574445
23.200000000000003,229.16529965836787
23.3,231.578625394573
23.4,242.06833519498767
23.5,254.94345673444147
23.6,209.85153083497963
23.700000000000003,245.3805424037307
23.8,239.7070061059601
23.9,225.8723690905861
24.0,200.5810777399089
24.1,225.55016315366828
24.200000000000003,166.00369812279413
24.3,170.92115247907273
