"262300.1,2106984.487,-1072.0209"
"262292.47491724,2107004.57155468,-1073.0638"
"262284.849834481,2107024.65610937,-1073.9908"
"262277.224751722,2107044.74066406,-1074.2746"
"262269.599668963,2107064.82521874,-1075.408"
"262261.974586204,2107084.90977343,-1075.795"
"262254.349503445,2107104.99432812,-1077.0662"
"262246.724420685,2107125.07888281,-1078.2423"
"262239.099337926,2107145.16343749,-1078.7878"
"262231.474255167,2107165.24799218,-1080.0286"
"262223.849172408,2107185.33254687,-1080.5661"
"262216.224089649,2107205.41710156,-1081.7435"
"262208.59900689,2107225.50165624,-1082.9826"
"262200.973924131,2107245.58621093,-1083.1397"
"262193.348841371,2107265.67076562,-1084.1548"
"262185.723758612,2107285.75532031,-1085.0749"
"262178.098675853,2107305.83987499,-1085.279"
"262170.473593094,2107325.92442968,-1086.7152"
"262162.848510335,2107346.00898437,-1087.7199"
"262155.223427576,2107366.09353906,-1089.1145"
"262147.598344817,2107386.17809374,-1090.2787"
"262139.973262057,2107406.26264843,-1090.1406"
"262132.348179298,2107426.34720312,-1091.5579"
"262124.723096539,2107446.4317578,-1092.8401"
"262117.09801378,2107466.51631249,-1093.107"
"262109.472931021,2107486.60086718,-1094.1235"
"262101.847848262,2107506.68542187,-1095.0104"
"262094.222765503,2107526.76997655,-1096.561"
"262086.597682743,2107546.85453124,-1098.1338"
"262078.972599984,2107566.93908593,-1099.375"
"262071.347517225,2107587.02364062,-1100.8309"
"262063.722434466,2107607.1081953,-1101.3589"
"262056.097351707,2107627.19274999,-1102.5645"
"262048.472268948,2107647.27730468,-1103.8889"
"262040.847186188,2107667.36185937,-1104.304"
"262033.222103429,2107687.44641405,-1105.5765"
"262025.59702067,2107707.53096874,-1107.0535"
"262017.971937911,2107727.61552343,-1108.07"
"262010.346855152,2107747.70007812,-1109.6044"
"262002.721772393,2107767.7846328,-1110.4908"
"261995.096689634,2107787.86918749,-1111.6994"
"261987.471606874,2107807.95374218,-1112.934"
"261979.846524115,2107828.03829687,-1113.657"
"261972.221441356,2107848.12285155,-1114.7824"
"261964.596358597,2107868.20740624,-1115.8168"
"261956.971275838,2107888.29196093,-1116.0765"
"261949.346193079,2107908.37651561,-1116.946"
"261941.72111032,2107928.4610703,-1117.2771"
"261934.09602756,2107948.54562499,-1118.2086"
"261926.470944801,2107968.63017968,-1119.1519"
"261918.845862042,2107988.71473436,-1119.3799"
"261911.220779283,2108008.79928905,-1120.1514"
"261903.595696524,2108028.88384374,-1120.4565"
"261895.970613765,2108048.96839843,-1121.3959"
"261888.345531005,2108069.05295311,-1122.3431"
"261880.720448246,2108089.1375078,-1123.1428"
"261873.095365487,2108109.22206249,-1124.1144"
"261865.470282728,2108129.30661718,-1125.0936"
"261857.845199969,2108149.39117186,-1126.0843"
