Time (s),Effective Tension at FST Vessel End (kN),Effective Tension at FST Jacket End (kN),Effective Tension at Jacket End (kN),Dummy Column 1,Dummy Column 2
0.0,500.39683189188884,475.37699029729436,450.3571487027,0.0,0.0
0.1,531.8979739341119,505.30307523740623,478.70817654070066,0.0,0.0
0.2,555.7478049315002,527.9604146849252,500.17302443835024,0.0,0.0
0.30000000000000004,545.3727353188785,518.1040985529346,490.8354617869907,0.0,0.0
0.4,534.231091182342,507.51953662322484,480.80798206410776,0.0,0.0
0.5,527.192718349941,500.83308243244386,474.4734465149469,0.0,0.0
0.6000000000000001,534.9375485783809,508.1906711494618,481.44379372054277,0.0,0.0
0.7000000000000001,549.7700759190155,522.2815721230647,494.793068327114,0.0,0.0
0.8,550.3080725867023,522.7926689573671,495.2772653280321,0.0,0.0
0.9,535.6746313782332,508.8908998093216,482.1071682404099,0.0,0.0
1.0,498.6191765772393,473.68821774837727,448.7572589195154,0.0,0.0
1.1,462.8521298631783,439.7095233700193,416.56691687686043,0.0,0.0
1.2000000000000002,451.8622175014343,429.2691066263626,406.6759957512909,0.0,0.0
1.3,443.98414327186606,421.78493610827275,399.5857289446795,0.0,0.0
1.4000000000000001,467.1788959615583,443.81995116348037,420.46100636540245,0.0,0.0
1.5,478.1991746271963,454.2892158958365,430.3792571644767,0.0,0.0
1.6,471.69436236417505,448.10964424596625,424.52492612775757,0.0,0.0
1.7000000000000002,452.5812637698866,429.9522005813923,407.323137392898,0.0,0.0
1.8,454.1774334476007,431.4685617752207,408.75969010284064,0.0,0.0
1.9000000000000001,475.03292093755897,451.281274890681,427.5296288438031,0.0,0.0
2.0,498.8773685921105,473.9335001625049,448.98963173289945,0.0,0.0
2.1,524.8523565027814,498.60973867764227,472.36712085250326,0.0,0.0
2.2,553.351702458281,525.684117335367,498.01653221245294,0.0,0.0
2.3000000000000003,542.2802448754405,515.1662326316684,488.0522203878965,0.0,0.0
2.4000000000000004,533.464632905701,506.79140126041597,480.1181696151309,0.0,0.0
2.5,538.1964932541172,511.2866685914113,484.37684392870545,0.0,0.0
2.6,536.0069350167746,509.20658826593586,482.4062415150972,0.0,0.0
2.7,545.6976682658457,518.4127848525534,491.1279014392611,0.0,0.0
2.8000000000000003,550.8655120603886,523.3222364573692,495.77896085434975,0.0,0.0
2.9000000000000004,523.1947205714536,497.03498454288086,470.8752485143082,0.0,0.0
3.0,498.5931069704489,473.6634516219264,448.73379627340404,0.0,0.0
3.1,468.0046601095384,444.6044271040615,421.2041940985846,0.0,0.0
3.2,447.31570476360315,424.94991952542296,402.5841342872428,0.0,0.0
3.3000000000000003,455.0035380537512,432.2533611510636,409.5031842483761,0.0,0.0
3.4000000000000004,459.50982096901373,436.53432992056304,413.55883887211235,0.0,0.0
3.5,465.01032423948027,441.7598080275062,418.50929181553226,0.0,0.0
3.6,470.8763546670302,447.3325369336787,423.7887192003272,0.0,0.0
3.7,448.04851354146376,425.64608786439055,403.2436621873174,0.0,0.0
3.8000000000000003,447.0401163394602,424.6881105224872,402.3361047055142,0.0,0.0
3.9000000000000004,459.4828620491668,436.5087189467084,413.5345758442501,0.0,0.0
4.0,491.4893655663256,466.9148972880093,442.340429009693,0.0,0.0
4.1000000000000005,533.276003432981,506.61220326133196,479.9484030896829,0.0,0.0
4.2,551.8961549460663,524.301347198763,496.70653945145966,0.0,0.0
4.3,553.6808162817463,525.996775467659,498.3127346535717,0.0,0.0
4.4,541.559530580355,514.4815540513373,487.40357752231955,0.0,0.0
4.5,526.6715202616322,500.3379442485505,474.004368235469,0.0,0.0
4.6000000000000005,532.98229855009,506.3331836225855,479.68406869508107,0.0,0.0
4.7,545.0240742382128,517.7728705263022,490.52166681439155,0.0,0.0
4.800000000000001,542.0492152160859,514.9467544552816,487.84429369447736,0.0,0.0
4.9,533.4836504759712,506.8094679521726,480.1352854283741,0.0,0.0
5.0,510.5754862929971,485.0467119783472,459.5179376636974,0.0,0.0
5.1000000000000005,474.97699013889775,451.22814063195284,427.479291125008,0.0,0.0
5.2,457.7720391587628,434.8834372008247,411.99483524288655,0.0,0.0
5.300000000000001,456.7453058172109,433.90804052635036,411.07077523548986,0.0,0.0
5.4,469.39577359547314,445.9259849156995,422.45619623592586,0.0,0.0
5.5,471.0786946135583,447.52475988288035,423.97082515220245,0.0,0.0
5.6000000000000005,459.5358906383254,436.5590961064091,413.5823015744929,0.0,0.0
5.7,447.5838462720278,425.2046539584264,402.82546164482505,0.0,0.0
5.800000000000001,450.40338491227516,427.8832156666614,405.36304642104767,0.0,0.0
5.9,472.6689644268387,449.0355162054968,425.4020679841549,0.0,0.0
