Frequency_rad_s,Period_s
0.1,62.83185307179586
0.13493975903614458,46.56289111570586
0.16987951807228915,36.98612627630536
0.20481927710843373,30.67672826446504
0.2397590361445783,26.206250276176164
0.2746987951807229,22.872999144557266
0.3096385542168675,20.291999241085822
0.344578313253012,18.23441889845824
0.37951807228915657,16.55569461891764
0.4144578313253011,15.160011060927493
0.4493975903614458,13.981350683536345
0.4843373493975903,12.97274578348024
0.5192771084337349,12.09986961707438
0.5542168674698794,11.337051749910994
0.5891566265060241,10.664711257584983
0.6240963855421686,10.067652133125593
0.6590361445783132,9.533900923142701
0.6939759036144577,9.053895494720585
0.7289156626506023,8.619907115634806
0.7638554216867469,8.225621143468544
0.7987951807228915,7.865827760119242
0.833734939759036,7.536190469594014
0.8686746987951807,7.233070464575668
0.9036144578313252,6.95339173994541
0.9385542168674698,6.694536334992371
0.9734939759036143,6.454262134850318
1.008433734939759,6.230637759807714
1.0433734939759036,6.021990536904222
1.078313253012048,5.826864586546432
1.1132530120481927,5.643986801903742
1.1481927710843374,5.472239039831119
1.1831325301204818,5.310635239265842
1.2180722891566265,5.158302477704309
1.2530120481927711,5.0144651970760155
1.2879518072289156,4.878431997155339
1.3228915662650602,4.749584521820634
1.3578313253012047,4.627368061188161
1.3927710843373493,4.511283568303682
1.427710843373494,4.4008808480667145
1.4626506024096384,4.295752722371546
1.497590361445783,4.19553001203464
1.5325301204819277,4.099877205156491
1.5674698795180722,4.008488704810959
1.6024096385542168,3.9210855676383884
1.6373493975903615,3.8374126600140226
1.672289156626506,3.7572361707197817
1.7072289156626506,3.680341429046617
1.742168674698795,3.6065309854488636
1.7771084337349397,3.5356229186163097
1.8120481927710843,3.467449338403628
1.8469879518072287,3.4018550586817073
1.8819277108433734,3.338696418027565
1.9168674698795178,3.277840229389728
1.9518072289156625,3.2191628425673193
1.9867469879518072,3.1625493056149527
2.0216867469879514,3.107892613205636
2.056626506024096,3.055093031610461
2.0915662650602407,3.0040574913358626
2.1265060240963853,2.9546990396368593
2.16144578313253,2.906936346131024
2.1963855421686747,2.860693255600141
2.2313253012048193,2.815898382807266
2.2662650602409635,2.7724847447948204
2.301204819277108,2.7303894266801345
2.336144578313253,2.689553277441494
2.3710843373493975,2.649920632601147
2.406024096385542,2.611439061071135
2.4409638554216864,2.574059133740897
2.475903614457831,2.5377342116589086
2.5108433734939757,2.5024202518997396
2.5457831325301203,2.468075629417443
2.580722891566265,2.4346609733702413
2.615662650602409,2.4021390165633614
2.650602409638554,2.3704744567995717
2.6855421686746985,2.339633829052964
2.720481927710843,2.3095853874929393
2.755421686746988,2.280298996484065
2.7903614457831325,2.2517460297750675
2.8253012048192767,2.2238992771680417
2.8602409638554214,2.1967328580282466
2.895180722891566,2.1702221410566196
2.9301204819277107,2.1443436698022436
2.9650602409638553,2.119075093441307
3.0,2.0943951023931953
