stress_range_mpa,cycles_annual,stress_corrected_mpa,cycles_to_failure,damage_per_bin,damage_rate_per_year
5.14445179,11406980.0,5.916119558499999,inf,0.0,0.0
15.43335537,0.0,17.748358675499997,inf,0.0,0.0
25.72225895,0.0,29.580597792499997,inf,0.0,0.0
36.01116253,0.0,41.412836909499994,inf,0.0,0.0
46.30006611,0.0,53.2450760265,inf,0.0,0.0
56.58896969,0.0,65.07731514349999,6984279.503104213,0.0,0.0
66.87787327,0.0,76.90955426049999,4231258.998011697,0.0,0.0
77.16677685,0.0,88.7417933775,2754392.894409393,0.0,0.0
87.45568043,0.0,100.57403249449999,1892138.4120968243,0.0,0.0
97.74458401,0.0,112.40627161149999,1355310.6894054085,0.0,0.0
108.0334876,0.0,124.23851074,1003787.4976838613,0.0,0.0
118.3223912,0.0,136.07074988,764040.1094403536,0.0,0.0
128.6112947,0.0,147.902988905,594948.8658863197,0.0,0.0
138.9001983,0.0,159.73522804499999,472289.591254131,0.0,0.0
149.1891019,0.0,171.56746718499997,381158.5559268941,0.0,0.0
159.4780055,0.0,183.39970632499998,312043.1008318952,0.0,0.0
169.7669091,0.0,195.23194546499997,258677.0184963544,0.0,0.0
180.0558126,0.0,207.06418448999997,216818.0997405483,0.0,0.0
190.3447162,0.0,218.89642363,183524.68803480823,0.0,0.0
200.6336198,0.0,230.72866276999997,156713.29624608828,0.0,0.0
210.9225234,0.0,242.56090190999996,134880.1673990436,0.0,0.0
221.21142700000004,0.0,254.39314105000003,116921.47879871647,0.0,0.0
231.50033060000007,0.0,266.22538019000007,102014.5515786922,0.0,0.0
241.7892342000001,0.0,278.0576193300001,89537.73258871167,0.0,0.0
252.0781378000001,0.0,289.8898584700001,79015.34232058657,0.0,0.0
262.3670414000002,0.0,301.72209761000016,70079.20035988599,0.0,0.0
272.6559450000002,0.0,313.55433675000023,62441.3173649039,0.0,0.0
282.9448486000002,0.0,325.38657589000024,55874.235935970224,0.0,0.0
293.23375220000025,0.0,337.21881503000026,50196.69211289676,0.0,0.0
303.5226558000003,0.0,349.05105417000027,45263.03079270088,0.0,0.0
313.8115594000003,0.0,360.88329331000034,40955.304628885584,0.0,0.0
324.10046300000033,0.0,372.71553245000035,37177.314660206335,0.0,0.0
334.3893666000004,0.0,384.5477715900004,33850.0719081713,0.0,0.0
344.6782702000004,0.0,396.38001073000044,30908.309854555646,0.0,0.0
354.9671738000004,0.0,408.21224987000045,28297.781783292467,0.0,0.0
365.2560774000005,0.0,420.0444890100005,25973.14973544369,0.0,0.0
375.54498100000046,0.0,431.8767281500005,23896.323281824774,0.0,0.0
385.8338846000005,0.0,443.70896729000054,22035.143095309064,0.0,0.0
396.1227882000005,0.0,455.54120643000056,20362.330855781587,0.0,0.0
406.4116918000005,0.0,467.3734455700005,18854.646370509443,0.0,0.0
416.70059540000057,0.0,479.20568471000064,17492.207020519436,0.0,0.0
426.9894990000006,0.0,491.03792385000065,16257.935193606687,0.0,0.0
437.2784026000006,0.0,502.87016299000067,15137.107250042076,0.0,0.0
447.56730620000064,0.0,514.7024021300007,14116.983505535482,0.0,0.0
457.8562098000007,0.0,526.5346412700007,13186.503220404762,0.0,0.0
468.1451134000007,0.0,538.3668804100007,12336.032023857155,0.0,0.0
478.4340170000007,0.0,550.1991195500008,11557.151846428396,0.0,0.0
488.7229206000008,0.0,562.0313586900008,10842.485478637396,0.0,0.0
499.0118242000008,0.0,573.8635978300008,10185.54946489717,0.0,0.0
509.3007278000008,0.0,585.6958369700009,9580.630286462707,0.0,0.0
TOTAL,11406980.0,-,-,0.0,0.0
