stress_range_mpa,cycles_annual,stress_corrected_mpa,cycles_to_failure,damage_per_bin,damage_rate_per_year
3.182077232,13486020.0,3.6593888168,inf,0.0,0.0
9.546231697,0.0,10.978166451549999,inf,0.0,0.0
15.91038616,0.0,18.296944084,inf,0.0,0.0
22.27454063,0.0,25.6157217245,inf,0.0,0.0
28.63869509,0.0,32.934499353499994,inf,0.0,0.0
35.00284956,0.0,40.253276994,inf,0.0,0.0
41.36700402,0.0,47.572054623,8992899.904098377,0.0,0.0
47.73115848,0.0,54.890832251999996,5854044.768899416,0.0,0.0
54.09531295,0.0,62.2096098925,4021453.5087444135,0.0,0.0
60.45946741,0.0,69.5283875215,2880507.521952876,0.0,0.0
66.82362188,0.0,76.847165162,2133398.2386286072,0.0,0.0
73.18777634,0.0,84.16594279099999,1623851.4910656735,0.0,0.0
79.55193081,0.0,91.4847204315,1264473.6696054256,0.0,0.0
85.91608527,0.0,98.80349806049999,1003779.9670221107,0.0,0.0
92.28023974,0.0,106.12227570099999,810094.7594131732,0.0,0.0
98.6443942,0.0,113.44105332999999,663200.3319871286,0.0,0.0
105.0085487,0.0,120.759831005,549778.8093107286,0.0,0.0
111.3727031,0.0,128.078608565,460814.01995753904,0.0,0.0
117.7368576,0.0,135.39738623999997,390053.9175760696,0.0,0.0
124.1010121,0.0,142.71616391499998,333070.3664963953,0.0,0.0
130.4651665,0.0,150.034941475,286667.3597377764,0.0,0.0
136.82932089999997,0.0,157.35371903499995,248498.88849984802,0.0,0.0
143.1934753,0.0,164.67249659499998,216816.47355814336,0.0,0.0
149.55762969999995,0.0,171.99127415499993,190298.88537110446,0.0,0.0
155.92178409999997,0.0,179.31005171499996,167935.13924396498,0.0,0.0
162.28593849999993,0.0,186.6288292749999,148942.7235097582,0.0,0.0
168.65009289999995,0.0,193.94760683499993,132709.56047079127,0.0,0.0
175.0142472999999,0.0,201.26638439499987,118752.22389676372,0.0,0.0
181.37840169999996,0.0,208.58516195499993,106685.464711259,0.0,0.0
187.7425560999999,0.0,215.90393951499985,96199.71506664786,0.0,0.0
194.1067104999999,0.0,223.22271707499988,87044.29575219743,0.0,0.0
200.47086489999987,0.0,230.54149463499982,79014.75045384117,0.0,0.0
206.83501929999989,0.0,237.86027219499985,71943.20006757643,0.0,0.0
213.19917369999985,0.0,245.1790497549998,65690.93049902662,0.0,0.0
219.56332809999984,0.0,252.4978273149998,60142.64857326484,0.0,0.0
225.92748249999983,0.0,259.81660487499977,55201.99532856015,0.0,0.0
232.29163689999984,0.0,267.1353824349998,50788.0153293668,0.0,0.0
238.6557912999998,0.0,274.45415999499977,46832.3587987672,0.0,0.0
245.01994569999985,0.0,281.7729375549998,43277.04980059721,0.0,0.0
251.38410009999976,0.0,289.0917151149997,40072.694826530074,0.0,0.0
257.7482544999998,0.0,296.4104926749998,37177.03638248832,0.0,0.0
264.11240889999976,0.0,303.7292702349997,34553.778591240414,0.0,0.0
270.4765632999998,0.0,311.0480477949997,32171.628587362833,0.0,0.0
276.84071769999974,0.0,318.36682535499966,30003.510102100092,0.0,0.0
283.20487209999976,0.0,325.6856029149997,28025.915209062983,0.0,0.0
289.5690264999997,0.0,333.00438047499966,26218.367512812503,0.0,0.0
295.93318089999974,0.0,340.32315803499966,24562.975682091568,0.0,0.0
302.2973352999997,0.0,347.6419355949996,23044.06057582946,0.0,0.0
308.6614896999997,0.0,354.96071315499967,21647.842591440003,0.0,0.0
315.0256440999997,0.0,362.2794907149996,20362.178510439062,0.0,0.0
TOTAL,13486020.0,-,-,0.0,0.0
