# Fatigue Condition: FC004
# Strut: S1
# Wind Speed: 1.25 m/s
# Significant Wave Height: 0.04 m
# Wind Scale Factor: 0.0156
# Wave Scale Factor: 0.0800
# Annual Occurrence: 6.449%
# Wind Reference: WD05
# Wave Reference: W08
time_s,effective_tension_kN
0.0,9.122661327602007
0.1,9.60896998254039
0.2,10.10714917104209
0.30000000000000004,10.41285012738285
0.4,10.979185392423911
0.5,12.471225879512122
0.6000000000000001,12.181587092861365
0.7000000000000001,12.729142286743635
0.8,13.678393871327684
0.9,12.613757886888886
1.0,14.20181040608887
1.1,13.21757678200785
1.2000000000000002,13.45539998587065
1.3,14.005203238159766
1.4000000000000001,13.822972482358002
1.5,12.74438083356969
1.6,13.756324675778748
1.7000000000000002,14.567916172419219
1.8,13.321654479558994
1.9000000000000001,13.010652928282948
2.0,12.888900422158958
2.1,12.443190894107532
2.2,12.067592170508954
2.3000000000000003,12.845878848279341
2.4000000000000004,10.925013590153872
2.5,11.452481557209577
2.6,11.43448458795784
2.7,10.822510869196439
2.8000000000000003,10.416533672481211
2.9000000000000004,11.175737957532348
3.0,9.226507608426953
3.1,10.7199907398508
3.2,10.716064354904287
3.3000000000000003,9.147926066530088
3.4000000000000004,10.240085469070184
3.5,9.628423230161351
3.6,9.097958506123815
3.7,10.46604611644035
3.8000000000000003,10.277011199853229
3.9000000000000004,9.221740619200293
4.0,9.420554072565071
4.1000000000000005,10.754722184732575
4.2,9.144208152553881
4.3,9.598064660861478
4.4,9.086561260864514
4.5,9.580182132597123
4.6000000000000005,7.448924628692837
4.7,8.547465989376722
4.800000000000001,7.4230937148743585
4.9,7.67447483329855
5.0,7.538365273835726
5.1000000000000005,6.582578272545287
5.2,7.610799049068487
5.300000000000001,6.268574198882396
5.4,5.919665958438747
5.5,5.931535902330413
5.6000000000000005,6.07793170759556
5.7,4.945772775566645
5.800000000000001,5.232608815589572
5.9,5.24137307413779
6.0,4.758310732817625
6.1000000000000005,3.316134490455794
6.2,3.926990832568032
6.300000000000001,4.426316196532696
6.4,5.665676972410118
6.5,4.115700424818495
6.6000000000000005,4.808363675517187
6.7,3.338410392882259
6.800000000000001,3.8426524433195923
6.9,5.975157035776453
7.0,4.824770905959305
7.1000000000000005,6.531144739212287
7.2,5.923043405390927
7.300000000000001,6.561347272016249
7.4,6.352048772437726
7.5,8.163815749181243
7.6000000000000005,8.12296777513312
7.7,8.536502003564468
7.800000000000001,9.514107639734728
7.9,10.18751715261144
8.0,10.769670258708572
8.1,10.115262057580296
8.200000000000001,11.281084719094627
8.3,12.197577495199916
8.4,12.154757618934795
8.5,12.52485408527155
8.6,12.696154139364285
8.700000000000001,12.138665365693974
8.8,12.532543756954844
8.9,12.704909129999042
9.0,13.125459527371527
9.1,13.98032974458816
9.200000000000001,13.333489490377199
9.3,13.372143315969897
9.4,13.813498250925782
9.5,12.632743152655191
9.600000000000001,13.277266520149427
9.700000000000001,11.800281523612776
9.8,12.38808802776973
9.9,12.734353035622451
10.0,12.465491567592792
10.100000000000001,11.719651975459552
10.200000000000001,11.491308327324138
10.3,12.318527533627165
10.4,12.064383838851372
10.5,11.29041512591513
10.600000000000001,10.725550247891432
10.700000000000001,11.46275812417057
10.8,12.021392261015903
10.9,11.766254545223335
11.0,11.365311743091729
11.100000000000001,11.061118440897868
11.200000000000001,11.202368879778168
11.3,10.185835338601217
11.4,11.613160150803287
11.5,11.032652636124826
11.600000000000001,11.371883372238159
11.700000000000001,11.466046419859527
11.8,10.664973824736656
11.9,11.666232003931135
12.0,10.686907523659293
12.100000000000001,11.26932873035998
12.200000000000001,10.037737386804304
12.3,9.197685978967094
12.4,10.409246242427244
12.5,9.029568008661219
12.600000000000001,9.390844325963343
12.700000000000001,8.750476076902185
12.8,7.7245130155149475
12.9,8.118292885816942
13.0,7.637841199221446
13.100000000000001,7.51184741583454
13.200000000000001,6.874386610775122
13.3,6.125743994421228
13.4,6.399896915980724
13.5,4.877099156890836
13.600000000000001,4.831802120469842
13.700000000000001,5.482049917515454
13.8,4.9729121979114925
13.9,3.6575735910401552
14.0,4.003402167507668
14.100000000000001,4.910418247433739
14.200000000000001,4.450515931234065
14.3,4.410054624856645
14.4,4.047421415960627
14.5,4.630362965811537
14.600000000000001,5.454325713303945
14.700000000000001,5.215068810156254
14.8,4.743968147480837
14.9,4.269123403081016
15.0,5.589761014732007
15.100000000000001,6.214577590980031
15.200000000000001,7.330315490805873
15.3,8.756640247854413
15.4,8.136835510328812
15.5,7.620691833287119
15.600000000000001,8.487384560875638
15.700000000000001,9.871883906012648
15.8,10.458110441221882
15.9,9.539076473010411
16.0,10.29336149037994
16.1,12.00748722378037
16.2,12.108149508612248
16.3,13.41066463518331
16.400000000000002,12.683708818590379
16.5,12.133396964863863
16.6,12.457307748710663
16.7,11.513195326150845
16.8,12.888519088871913
16.900000000000002,12.695774618460986
17.0,11.926583986505818
17.1,13.122369232588927
17.2,12.433511628417286
17.3,12.230823297711632
17.400000000000002,11.795791632346596
17.5,13.331481428650351
17.6,12.365141923338482
17.7,11.998684975524917
17.8,12.54942333046339
17.900000000000002,11.510749339107617
18.0,11.362789937833696
18.1,11.936240624869939
18.2,11.883409835126407
18.3,11.275911581953526
18.400000000000002,11.999537271639568
18.5,11.248754799483532
18.6,12.341526601592928
18.7,12.549804337263222
18.8,12.110472962182811
18.900000000000002,12.074995001068483
19.0,12.489924036259712
19.1,11.494614980161549
19.200000000000003,12.329249736483739
19.3,12.019322622604443
19.400000000000002,12.455824042705194
19.5,12.684726063814184
19.6,12.186360327512128
19.700000000000003,11.449470705512137
19.8,11.13794631787781
19.900000000000002,12.105146432571534
20.0,11.088306338267309
20.1,10.45075315621331
20.200000000000003,10.649213941009762
20.3,10.241542749590092
20.400000000000002,9.902110533026775
20.5,9.269138647879906
20.6,9.008798806847294
20.700000000000003,7.5749842575440525
20.8,7.553720927100045
20.900000000000002,7.086915370699346
21.0,6.576417249121446
21.1,5.835536325148363
21.200000000000003,4.6570815578642755
21.3,5.25732813103374
21.400000000000002,5.269100459873428
21.5,5.279035559592565
21.6,4.125960717630554
21.700000000000003,4.354324453436755
21.8,4.037963522214187
21.900000000000002,4.302439298930259
22.0,4.274010203848978
22.1,4.47477061772191
22.200000000000003,4.953112621460969
22.3,4.472652420945266
22.400000000000002,4.622886590876444
22.5,5.213473497884561
22.6,5.2714058186311945
22.700000000000003,5.339718755894226
22.8,6.72218337924928
22.900000000000002,6.341656050353711
23.0,7.012785222475701
23.1,7.686388169184782
23.200000000000003,7.74490301828789
23.3,8.097215025424838
23.400000000000002,10.047263511324608
23.5,9.585799396343152
23.6,9.217112433266461
23.700000000000003,9.92626310407038
23.8,9.99540833324036
23.900000000000002,10.536524873119115
24.0,10.623151259648974
24.1,11.782156961737797
24.200000000000003,11.30615860876226
24.3,12.06642581789773
24.400000000000002,12.120545408850464
24.5,11.328900133604002
24.6,10.97889063028866
24.700000000000003,12.067672996684596
24.8,12.346387288600292
24.900000000000002,11.887265668754882
25.0,11.252526617818994
25.1,11.295098913248296
25.200000000000003,12.414370608444875
25.3,11.820038000665912
25.400000000000002,12.280034741296687
25.5,11.801403534482413
25.6,11.415896203338221
25.700000000000003,11.266736799812909
25.8,12.255794677989456
25.900000000000002,12.547020928096485
26.0,11.14755503317687
26.1,11.357188091319587
26.200000000000003,12.16925265630692
26.3,13.127610349603207
26.400000000000002,12.469746547183206
26.5,12.9654718440695
26.6,13.039887069129723
26.700000000000003,13.501905932336069
26.8,13.667064483285488
26.900000000000002,13.092327068317939
27.0,12.680196088641738
27.1,13.074981616112431
27.200000000000003,12.774787616975033
27.3,13.932251933796595
27.400000000000002,13.539917472745042
27.5,13.482541553390872
27.6,12.665463634986587
27.700000000000003,12.497411709769661
27.8,10.85833730818687
27.900000000000002,11.082734906502054
28.0,10.805963084490916
28.1,11.154359267739313
28.200000000000003,9.040408780776616
28.3,8.973746274426862
28.400000000000002,8.55448963590666
28.5,7.323729093286067
28.6,7.678508291448081
28.700000000000003,7.087212436317667
28.8,7.081115537345728
28.900000000000002,5.512958368970766
29.0,5.205252430669136
29.1,5.039517407945059
29.200000000000003,4.534364356809089
29.3,5.548206277559615
29.400000000000002,4.4058125875138545
29.5,3.8560369689027456
29.6,4.294286575856208
29.700000000000003,3.7985092018435296
29.8,4.348012549250761
29.900000000000002,3.5340098466273684
30.0,4.247993448574629
30.1,4.721150913070673
30.200000000000003,5.087993491793749
30.3,4.891014792195406
30.400000000000002,5.361328536782419
30.5,4.8940583293854285
30.6,6.84250457681078
30.700000000000003,5.4654822161224965
30.8,7.088677881593532
30.900000000000002,7.918891867895672
31.0,8.966977836508736
31.1,8.340044001137022
31.200000000000003,8.89742277276554
31.3,9.583852857114787
31.400000000000002,9.540414199271485
31.5,8.996994804644284
31.6,10.55148836798536
31.700000000000003,10.983875954029482
31.8,10.047170578940307
31.900000000000002,10.340974268170527
32.0,10.697450197388354
32.1,10.377010459841252
32.2,10.155511013558687
32.300000000000004,10.772701107051606
32.4,10.974423327728259
32.5,11.424845308698306
32.6,10.405901535501856
32.7,10.568198915791346
32.800000000000004,11.150709498484442
32.9,10.66464986000869
33.0,10.736392364305495
33.1,11.47582311046024
33.2,11.766412527378122
33.300000000000004,12.189215568525345
33.4,11.875227144600643
33.5,11.105050573293296
33.6,11.630703627526458
33.7,12.301197449227239
33.800000000000004,12.129839234470124
33.9,12.370800732948343
34.0,12.738103322814009
34.1,13.325187666826771
34.2,14.108473285474014
34.300000000000004,13.518687978493965
34.4,13.572668582984797
34.5,14.02476402783391
