Time,P1,P2,P3,P4,P5,P6,P7,P8,H1,H2,H3,H4
2.1929952850996415e-05,-45.93333333333333,-29.4,-69.86666666666666,-54.666666666666664,-55.6,-45.93333333333333,-41.8,-51.93333333333333,0.0002666666666666667,0.0005333333333333334,0.0004,0.5466666666666666
0.0010289056228645066,-29.4,-11.466666666666667,-52.86666666666667,-35.4,-28.466666666666665,-18.4,-14.266666666666667,-27.133333333333333,0.0002,0.0005333333333333334,0.0004,0.5476666666666666
0.002010061403904473,-8.733333333333333,11.0,-31.733333333333334,-10.133333333333333,3.6666666666666665,12.4,15.133333333333333,2.2666666666666666,0.0002,0.0005333333333333334,0.0004,0.5485333333333333
0.003017037073917983,11.933333333333334,32.13333333333333,-13.8,12.4,33.53333333333333,42.266666666666666,44.13333333333333,30.8,0.0002,0.0005333333333333334,0.0004,0.5492666666666667
0.004024012743932381,23.4,45.46666666666667,-5.066666666666666,26.666666666666668,57.86666666666667,66.6,67.53333333333333,55.6,0.0002,0.0005333333333333334,0.0004,0.5499333333333334
0.005030988413945892,24.8,49.13333333333333,-2.2666666666666666,33.06666666666667,73.06666666666666,81.33333333333333,81.33333333333333,72.6,0.0002,0.0005333333333333334,0.0004,0.5504666666666667
0.00601214419498497,20.666666666666668,45.46666666666667,-3.6666666666666665,32.6,78.13333333333334,86.4,86.4,81.33333333333333,0.0002,0.0005333333333333334,0.0004,0.5509333333333333
0.00701911986499848,13.333333333333334,38.13333333333333,-9.666666666666666,28.933333333333334,74.86666666666666,84.06666666666666,83.6,81.33333333333333,0.0002,0.0005333333333333334,0.0004,0.5511333333333333
0.008026095535012878,0.9333333333333333,26.2,-20.666666666666668,17.933333333333334,60.2,69.4,68.46666666666667,68.0,0.0002,0.0005333333333333334,0.0004,0.5511333333333333
0.009033071205026388,-13.8,11.0,-33.53333333333333,1.4,33.53333333333333,43.666666666666664,41.8,44.13333333333333,0.0002,0.0005333333333333334,0.0003333333333333333,0.551
0.010014226986066355,-33.06666666666667,-9.666666666666666,-51.93333333333333,-19.266666666666666,0.0,11.0,8.733333333333333,12.4,0.0002,0.0005333333333333334,0.0004,0.5506666666666666
0.011021202656079865,-55.6,-34.46666666666667,-74.86666666666666,-44.13333333333333,-35.86666666666667,-22.533333333333335,-24.333333333333332,-18.4,0.0002,0.0005333333333333334,0.0004,0.5502
0.012028178326094263,-66.13333333333334,-46.86666666666667,-85.93333333333334,-58.333333333333336,-59.266666666666666,-46.86666666666667,-48.266666666666666,-41.8,0.0002,0.00046666666666666666,0.0004,0.5494
0.013009334107133341,-62.93333333333333,-45.46666666666667,-82.26666666666667,-60.666666666666664,-71.66666666666667,-58.333333333333336,-60.666666666666664,-56.53333333333333,0.0002,0.00046666666666666666,0.0004,0.5484666666666667
0.014016309777146851,-57.86666666666667,-41.8,-77.66666666666667,-59.266666666666666,-75.33333333333333,-61.6,-60.666666666666664,-60.2,0.00013333333333333334,0.0005333333333333334,0.0004,0.5473333333333333
0.01502328544716125,-53.266666666666666,-38.6,-74.0,-57.86666666666667,-69.4,-55.6,-53.266666666666666,-56.53333333333333,0.00013333333333333334,0.00046666666666666666,0.0004,0.5459999999999999
0.01603026111717476,-50.53333333333333,-36.733333333333334,-71.2,-56.53333333333333,-60.2,-46.86666666666667,-42.266666666666666,-50.06666666666667,0.0002,0.00046666666666666666,0.0004,0.5447333333333333
0.017011416898214726,-45.46666666666667,-29.4,-65.26666666666667,-51.46666666666667,-46.86666666666667,-34.93333333333333,-29.4,-39.53333333333333,0.0002,0.00046666666666666666,0.0004,0.5436666666666666
0.018018392568228236,-36.733333333333334,-18.4,-57.86666666666667,-41.333333333333336,-29.4,-21.133333333333333,-15.133333333333333,-28.466666666666665,0.00013333333333333334,0.00046666666666666666,0.0004,0.5428666666666667
0.019025368238241747,-30.8,-9.666666666666666,-52.86666666666667,-31.733333333333334,-11.0,-4.6,0.0,-13.8,0.00013333333333333334,0.00046666666666666666,0.0004,0.5426
0.020032343908255257,-24.8,-2.7333333333333334,-48.266666666666666,-22.533333333333335,6.0,13.8,16.533333333333335,2.7333333333333334,0.00013333333333333334,0.0005333333333333334,0.0004,0.5427333333333333
0.021013499689295223,-21.133333333333333,2.2666666666666666,-46.4,-16.066666666666666,19.733333333333334,29.4,31.733333333333334,19.733333333333334,0.00013333333333333334,0.0005333333333333334,0.0004,0.5431333333333334
0.022020475359308733,-16.066666666666666,6.4,-43.2,-8.733333333333333,34.46666666666667,45.46666666666667,47.333333333333336,39.06666666666667,0.00013333333333333334,0.00046666666666666666,0.0004,0.5438666666666666
0.02302745102932313,-5.066666666666666,15.133333333333333,-33.53333333333333,3.6666666666666665,46.86666666666667,58.333333333333336,59.266666666666666,53.733333333333334,0.00013333333333333334,0.00046666666666666666,0.0004,0.5448666666666667
0.02403442669933753,4.6,24.333333333333332,-23.4,14.266666666666667,52.86666666666667,62.0,62.0,59.266666666666666,0.0002,0.00046666666666666666,0.0004,0.5458666666666667
0.02501558248037572,8.733333333333333,28.466666666666665,-18.4,18.866666666666667,51.93333333333333,59.733333333333334,59.733333333333334,60.2,0.0002,0.00046666666666666666,0.0004,0.5467333333333334
0.026022558150390118,8.266666666666667,28.466666666666665,-18.4,17.933333333333334,45.93333333333333,54.666666666666664,54.2,55.6,0.00013333333333333334,0.00046666666666666666,0.0004,0.5476
0.02702953382040363,1.4,21.133333333333333,-22.066666666666666,12.4,33.53333333333333,43.2,42.266666666666666,45.46666666666667,0.00013333333333333334,0.0005333333333333334,0.0004,0.5482666666666667
0.028010689601443595,-7.333333333333333,11.466666666666667,-28.466666666666665,3.6666666666666665,16.066666666666666,24.8,24.333333333333332,27.133333333333333,0.0002,0.00046666666666666666,0.0004,0.5487333333333333
0.029017665271457105,-19.733333333333334,0.9333333333333333,-39.06666666666667,-8.733333333333333,-5.066666666666666,2.2666666666666666,1.4,2.7333333333333334,0.0002,0.00046666666666666666,0.0004,0.5489999999999999
0.030024640941471503,-33.06666666666667,-11.466666666666667,-52.86666666666667,-23.866666666666667,-25.733333333333334,-20.666666666666668,-21.6,-22.066666666666666,0.0002,0.00046666666666666666,0.0004,0.5489999999999999
0.031031616611485013,-48.266666666666666,-27.133333333333333,-68.93333333333334,-41.333333333333336,-44.6,-39.53333333333333,-40.4,-41.8,0.00013333333333333334,0.00046666666666666666,0.0004,0.5486666666666667
0.03201277239252409,-62.46666666666667,-43.2,-83.13333333333334,-57.86666666666667,-57.86666666666667,-51.93333333333333,-51.0,-55.13333333333333,0.00013333333333333334,0.00046666666666666666,0.0004,0.5482
0.0330197480625376,-70.26666666666667,-51.93333333333333,-90.06666666666666,-68.0,-62.0,-54.666666666666664,-53.266666666666666,-57.86666666666667,0.00013333333333333334,0.0005333333333333334,0.0004,0.5475333333333333
0.034026723732552,-71.2,-54.2,-93.26666666666667,-72.13333333333334,-60.2,-50.53333333333333,-47.333333333333336,-53.733333333333334,0.00013333333333333334,0.0005333333333333334,0.0004,0.5466666666666666
0.03503369940256551,-62.93333333333333,-46.86666666666667,-85.93333333333334,-68.0,-50.53333333333333,-40.86666666666667,-38.13333333333333,-45.46666666666667,0.00013333333333333334,0.00046666666666666666,0.0004,0.5456666666666667
0.036014855183605476,-51.93333333333333,-35.86666666666667,-74.0,-58.333333333333336,-37.2,-30.8,-26.666666666666668,-35.86666666666667,0.0002,0.0005333333333333334,0.0004,0.5445333333333333
0.037021830853619875,-45.93333333333333,-29.4,-69.86666666666666,-51.93333333333333,-23.4,-17.466666666666665,-12.4,-22.066666666666666,0.0002,0.0005333333333333334,0.0004,0.5434
0.0380288065236325,-39.06666666666667,-19.733333333333334,-62.93333333333333,-41.8,-8.733333333333333,-1.4,4.133333333333334,-6.4,0.00013333333333333334,0.0005333333333333334,0.0004,0.5424666666666667
0.03900996230467246,-27.133333333333333,-6.0,-51.93333333333333,-28.0,2.7333333333333334,11.0,17.466666666666665,6.4,0.00013333333333333334,0.0005333333333333334,0.0004,0.5416666666666666
0.04001693797468597,-15.133333333333333,8.266666666666667,-39.53333333333333,-12.4,13.8,22.533333333333335,28.0,18.4,0.0002,0.0005333333333333334,0.0004,0.5411333333333334
0.04102391364470037,-2.7333333333333334,21.133333333333333,-28.0,3.6666666666666665,28.466666666666665,37.2,40.86666666666667,33.06666666666667,0.0002,0.00046666666666666666,0.0004,0.5408000000000001
0.04203088931471388,2.7333333333333334,27.6,-22.066666666666666,13.8,35.86666666666667,46.86666666666667,49.6,44.13333333333333,0.0002,0.00046666666666666666,0.0004,0.5406
0.04301204509575385,3.6666666666666665,30.8,-19.733333333333334,18.866666666666667,34.93333333333333,48.266666666666666,50.53333333333333,46.86666666666667,0.00013333333333333334,0.0005333333333333334,0.0004,0.5406666666666666
0.04401902076576647,2.7333333333333334,29.866666666666667,-18.4,20.2,33.53333333333333,46.86666666666667,48.266666666666666,46.86666666666667,0.00013333333333333334,0.0005333333333333334,0.0004,0.5408666666666666
0.04502599643578087,0.0,26.2,-20.666666666666668,17.466666666666665,32.13333333333333,45.93333333333333,46.86666666666667,46.86666666666667,0.00013333333333333334,0.0005333333333333334,0.0004,0.5408666666666666
0.04603297210579438,-2.2666666666666666,22.533333333333335,-23.0,14.266666666666667,29.866666666666667,43.2,42.266666666666666,42.733333333333334,0.0002,0.0005333333333333334,0.0004,0.541
0.047014127886834345,-10.133333333333333,14.733333333333333,-29.866666666666667,6.0,18.4,29.4,28.0,28.0,0.0002,0.0005333333333333334,0.0004,0.5411333333333334
0.048021103556847855,-26.2,-2.2666666666666666,-46.86666666666667,-12.866666666666667,-2.7333333333333334,6.4,5.066666666666666,4.6,0.0002,0.0005333333333333334,0.0004,0.5412666666666667
0.04902807922686225,-40.86666666666667,-18.866666666666667,-62.93333333333333,-31.733333333333334,-20.666666666666668,-12.4,-14.266666666666667,-17.466666666666665,0.0002,0.00046666666666666666,0.0004,0.5414666666666667
