Time,Effective Tension at Vessel End
0.0,252.8856718855983
0.1,248.28307308892377
0.2,215.62438401673407
0.3,126.90678428613204
0.4,166.48758738086542
0.5,125.27159197514588
0.6000000000000001,146.5782808503425
0.7000000000000001,179.4045320777858
0.8,161.40079820490558
0.9,193.60533476141345
1.0,180.32901041620835
1.1,144.96952979332252
1.2000000000000002,123.71090315015024
1.3,219.28254783540257
1.4,222.4319456527668
1.5,210.7488085958902
1.6,196.32472847257395
1.7000000000000002,227.95329860204973
1.8,241.9189823254003
1.9,260.8137259417013
2.0,235.58253965223724
2.1,264.3227094317923
2.2,169.59556497130592
2.3000000000000003,211.61348177670808
2.4000000000000004,172.56922265056005
2.5,180.7828929462109
2.6,139.5610081399184
2.7,182.15481621048667
2.8000000000000003,161.1030158790137
2.9000000000000004,138.77925922195797
3.0,169.7156719274065
3.1,176.73263221527657
3.2,214.01166386646605
3.3000000000000003,179.4249825037796
3.4000000000000004,227.96918857983096
3.5,251.9163983568266
3.6,248.33424517790627
3.7,290.40383233790084
3.8,270.9744100934752
3.9,240.61296732828717
4.0,236.42428013012804
4.1000000000000005,224.9506585610704
4.2,212.7626747776725
4.3,130.411975145047
4.4,162.10447148361783
4.5,115.40964717685048
4.6000000000000005,191.00488246166924
4.7,148.17891939368118
4.800000000000001,146.44604463826772
4.9,186.0665287304875
5.0,182.7461367182984
5.1000000000000005,150.06027255201343
5.2,197.2091524715112
5.300000000000001,204.76327578822335
5.4,176.5137529851201
5.5,219.34889378023047
5.6000000000000005,241.8373363016213
5.7,246.54706706147573
5.800000000000001,203.2867841610243
5.9,275.3873587219338
6.0,226.8605154384547
6.1000000000000005,217.20728431642723
6.2,212.6829358028629
6.300000000000001,161.53942739787496
6.4,184.84093955067917
6.5,148.9305798421078
6.6000000000000005,125.75888781846896
6.7,167.20782979443095
6.800000000000001,196.99648889271063
6.9,180.90748997406536
7.0,197.76571974901503
7.1000000000000005,168.30038978652067
7.2,151.40772147227852
7.300000000000001,259.5224106480101
7.4,290.48518632544454
7.5,286.34138399043707
7.6,237.2699677927228
7.7,215.3565648443657
7.800000000000001,215.78324593675657
7.9,190.32541420208813
8.0,226.7022486528965
8.1,264.2510307590842
8.200000000000001,196.41380769650036
8.3,194.2514020254333
8.4,212.4181692858245
8.5,147.81995986768132
8.6,213.72239773947257
8.700000000000001,209.76723721869257
8.8,148.31293296824197
8.9,141.83658084891402
9.0,190.9935341865115
9.1,173.4935597078237
9.2,164.63965683531228
9.3,253.2554445907043
9.4,265.343161261614
9.5,244.7225288902534
9.6,209.45760335026992
9.7,213.10980746970944
9.8,250.97060552391812
9.9,225.8412601953585
10.0,219.6908192409496
10.1,246.7395866684101
10.2,222.65906617534435
10.3,226.5259954299133
10.4,141.43156365538056
10.5,149.64707216205193
10.6,175.42590490168806
10.7,163.44675522415574
10.8,198.21768460628505
10.9,171.7787099466125
11.0,225.51966591796852
11.1,200.119842035084
11.2,231.201336774992
11.3,205.1128365814812
11.4,229.27835599982157
11.5,267.38551289253087
11.6,295.732891079907
11.7,271.8727034855536
11.8,245.25857371330497
11.9,282.15744211636
12.0,164.16424751680142
12.1,173.41365697140418
12.2,221.1127133627193
12.3,185.60496570257868
12.4,189.31566989042324
12.5,161.87504489561158
12.6,169.78482487600087
12.7,125.57232036397326
12.8,169.36085571104712
12.9,188.99504461571797
13.0,206.6929109127392
13.1,244.32593682285076
13.2,206.65926665240377
13.3,223.03561759043023
13.4,183.1545657180864
13.5,224.11483874319384
13.6,241.55108374191695
13.7,281.50518157452166
13.8,229.42369314865468
13.9,264.72759182297466
14.0,229.8749556962965
14.1,210.7656485631676
14.2,208.13050572666532
14.3,173.4470238473997
14.4,158.27914291391832
14.5,108.79924204894988
14.6,145.217827818048
14.7,135.60536060930718
14.8,136.766843448184
14.9,171.66880064719163
15.0,189.8353513785173
15.1,190.8851431226596
15.2,229.1987690608164
15.3,232.08514275992584
15.4,219.99805394913255
15.5,226.1714922059152
15.6,256.7282130651208
15.7,267.20860830328803
15.8,289.6890560822885
15.9,276.57258257871257
16.0,213.67941700998284
16.1,213.02050361279257
16.2,220.79422080020112
16.3,217.22164835675412
16.400000000000002,199.3193444178418
16.5,158.02648423771294
16.6,115.0357744650292
16.7,120.03631370640127
16.8,160.4252785582388
16.900000000000002,169.42937615222095
17.0,137.1160115917707
17.1,185.2563963100679
17.2,218.27304405648565
17.3,180.28148525980052
17.400000000000002,261.99965569743426
17.5,228.7312463205518
17.6,285.0719393394149
17.7,233.992021632954
17.8,216.9549623848182
17.900000000000002,227.09328153525792
18.0,227.06916351287836
18.1,204.42629481346603
18.2,194.1836440054746
18.3,195.20066950527072
18.4,166.01487926280603
18.5,157.9594474040931
18.6,101.37966206180684
18.7,161.7553454740832
18.8,149.5701741979063
18.9,207.4713981839767
19.0,141.8894377771832
19.1,129.6704481284043
19.200000000000003,217.87836816523372
19.3,225.21409553440483
19.4,198.59674902736745
19.5,194.16471212722385
19.6,293.46544788264407
19.700000000000003,292.41890672443446
19.8,173.13002411015958
19.9,227.09070035281468
20.0,279.8493688487149
20.1,201.7988152832744
20.200000000000003,185.9453196318674
20.3,176.69893518610394
20.4,137.52335114365326
20.5,108.79954689581224
20.6,184.23287335992703
20.700000000000003,94.71629780633872
20.8,159.66441669191903
20.9,185.75999355221987
21.0,126.53960382776746
21.1,156.1912559055376
21.200000000000003,235.73168899908015
21.3,230.8050365918264
21.4,210.3311684369355
21.5,276.1246508781817
21.6,283.5396176657443
21.700000000000003,258.0671757967022
21.8,220.7489200351337
21.9,228.43393012635568
22.0,238.5152095238599
22.1,210.42284714218545
22.200000000000003,228.83240199971289
22.3,139.2884926117053
22.4,126.32235448471118
22.5,165.3689525671263
22.6,137.91012162367758
22.700000000000003,131.19294655283676
22.8,99.20457155342456
22.9,159.74898411343605
23.0,168.49373955477895
23.1,203.5236774419416
23.200000000000003,201.403497340962
23.3,210.84016263779992
23.4,264.1597587470119
23.5,200.68316167389025
23.6,263.43522252754263
23.700000000000003,199.86118006237052
23.8,222.60287047131948
23.9,204.4576772518099
24.0,253.3818832687555
24.1,214.11838500874865
24.200000000000003,200.2585893148784
24.3,151.9797253831015
24.4,162.15945547871138
24.5,137.0388601233802
24.6,164.16010448351108
24.700000000000003,120.27167093382056
24.8,192.14010408480863
24.9,108.89519528076752
25.0,145.88079782110535
25.1,234.23532328237255
25.200000000000003,186.28215090847144
25.3,175.37192505288277
25.4,235.42188651943212
25.5,225.7954135109103
25.6,222.26743829356604
25.700000000000003,217.11947068226948
25.8,330.8049350401219
25.9,233.29083422498545
26.0,172.15658639521135
26.1,260.89198478677616
26.200000000000003,218.99581380598448
26.3,162.18772208439174
26.4,143.15668769611412
26.5,180.14700310740028
26.6,145.2489042132011
26.700000000000003,92.22507044041596
26.8,205.86347206679653
26.9,146.14289490301184
27.0,214.9435448892747
27.1,222.27235672236085
27.200000000000003,169.30602701284838
27.3,245.81398091590924
27.4,209.30646314739133
27.5,184.05616317322847
27.6,234.60560098145103
27.700000000000003,261.92472005951936
27.8,233.8716274314536
27.9,231.6259410027563
28.0,264.23058855305635
28.1,219.27551142531323
28.200000000000003,175.36473731411917
