time_s,effective_tension_kN
0.0,273.86337336125496
0.1,294.00811049191935
0.2,302.12145094701816
0.30000000000000004,305.10158768876806
0.4,304.8307971183948
0.5,302.12423152510655
0.6000000000000001,308.5178652792623
0.7000000000000001,308.5861413419269
0.8,307.95175935021336
0.9,302.2236927182493
1.0,293.5852248037904
1.1,287.58565429825717
1.2000000000000002,287.0224765376125
1.3,289.47836225547985
1.4000000000000001,291.305719829202
1.5,300.466076244836
1.6,300.0941169759406
1.7000000000000002,293.57470348919213
1.8,295.0003354050806
1.9000000000000001,293.8215583555908
2.0,299.78335284951925
2.1,297.77113332861757
2.2,295.37988755094705
2.3000000000000003,287.0052487161761
2.4000000000000004,282.9260381660052
2.5,274.14589956965665
2.6,271.9624960246285
2.7,274.81525912486865
2.8000000000000003,275.44545324823616
2.9000000000000004,266.71854764664454
3.0,263.1552768477834
3.1,254.36513889824377
3.2,247.626260211125
3.3000000000000003,247.20776792950977
3.4000000000000004,243.49578615050052
3.5,245.22286784722579
3.6,236.497761762168
3.7,229.02085493755652
3.8000000000000003,227.2459541130301
3.9000000000000004,227.28935435598373
4.0,241.18567819049343
4.1000000000000005,249.13973993783856
4.2,255.80767679568538
4.3,261.39533475460547
4.4,265.46162374463495
4.5,272.18101533330014
4.6000000000000005,280.29058201733824
4.7,287.0870540412658
4.800000000000001,284.3949593296699
4.9,283.32584879435467
5.0,273.19218985404325
5.1000000000000005,270.13654816340556
5.2,261.8957728826912
5.300000000000001,266.05959311649633
5.4,267.18030683539644
5.5,277.7657466809994
5.6000000000000005,282.4081314853098
5.7,286.4593204955096
5.800000000000001,293.02818556801236
5.9,300.7040020721595
6.0,312.94223057324274
6.1000000000000005,323.845384262491
6.2,325.6164054704967
6.300000000000001,321.5102311543006
6.4,312.1380570201515
6.5,307.67857120686244
6.6000000000000005,304.7484780361883
6.7,303.68017310233756
6.800000000000001,303.1974047338527
6.9,294.4698828615063
7.0,287.23265804866327
7.1000000000000005,280.92692985903943
7.2,278.910771899888
