ArcLength_m,Tension_Min_kN,Tension_Max_kN,Tension_Mean_kN,Y_Min_m,Y_Max_m,Strain_Min_pct,Strain_Max_pct,BendStress_Min_MPa,BendStress_Max_MPa,TensStress_Min_MPa,TensStress_Max_MPa,CombinedUtil
0.0,0.5849021606445313,0.7853900756835938,0.6750924117899386,0.0,0.0,0.48072596109258803,0.6455052218468944,79.81142301737394,80.08321030210857,9.951027394616572,13.361958092230715,0.20850877699840564
0.049999999999999996,0.5848886108398438,0.7853765258789063,0.6750788431613245,-2.1043623189129098e-07,4.6316154571430904e-08,0.48071482462683485,0.6454940853811413,79.09863062835836,79.34517076460713,9.95079686977548,13.361727567389623,0.20686143888089092
0.15,0.5848609619140624,0.7853489379882812,0.6750512256087544,-1.050301486794874e-06,2.2857617475312073e-07,0.480692100216987,0.6454714111355536,77.46983973535964,77.85821027307074,9.95032647449163,13.361258210505959,0.20354246387240052
0.25,0.5848328247070312,0.7853208618164063,0.6750230901129892,-2.7261527629349395e-06,5.869952365713881e-07,0.48066897449305795,0.6454483355758848,76.0595839709076,76.35973830864991,9.949847772006299,13.360780546420813,0.2001977842148814
0.35,0.5848041381835938,0.785292236328125,0.674994437244451,-5.233997314399463e-06,1.1153865380669542e-06,0.48064539729078753,0.6454248085378744,74.55532181680502,74.83447105314772,9.949359723919303,13.360293536734002,0.1967932940598406
0.44999999999999996,0.5847749633789062,0.7852630615234375,0.6749652938129745,-8.569856925804801e-06,1.8075742552363736e-06,0.480621418774436,0.6454008300215228,73.0512625611484,73.45712315297138,9.948863368630825,13.359797181445524,0.1937188427475066
0.5499999999999999,0.584745361328125,0.7852334594726562,0.6749356461284317,-1.272976714883336e-05,2.657393907590431e-06,0.4805970891082634,0.6453765003553502,71.64080508318628,71.92502920298577,9.948359744541051,13.35929355735575,0.19029908278246874
0.6499999999999999,0.5847152099609375,0.7852033081054688,0.6749055204302351,-1.7709776936628286e-05,3.6586923969097983e-06,0.4805723079637494,0.6453517192108362,70.1365256309519,70.55548974508113,9.947846774849612,13.358780587664311,0.1872420177569531
0.75,0.5846845703125,0.7851727294921875,0.6748749115845867,-2.350594856235719e-05,4.805327292873448e-06,0.4805471255051542,0.6453265869165014,68.72629896420733,69.02250751205115,9.947325497956692,13.358260349171577,0.18382023864995964
0.8499999999999999,0.5846535034179687,0.7851416625976563,0.6748438344224592,-3.0114356287171573e-05,6.091168960907051e-06,0.48052159189673804,0.6453010533080851,67.2286152087296,67.61843209494847,9.946796952262478,13.35773180347736,0.18068607709316337
