Range (kN),Mean (kN),Cycles_TimeTrace,Cycles_Annual,Bin_Number,Damage_Contribution
4.9261067285676745,1446.2011876194747,0.5,157837.83783783784,1,0.0
142.5625761368069,1643.635845115015,1.0,315675.6756756757,8,0.0
275.6517582434208,1581.5640133769011,0.5,157837.83783783784,14,0.0
100.30298085168442,1434.3791308027553,1.0,315675.6756756757,6,0.0
268.97253395435746,1543.9573372530176,1.0,315675.6756756757,14,0.0
411.2357518918391,1513.772016552692,0.5,157837.83783783784,21,0.0
132.44325551292786,1413.2600655574442,1.0,315675.6756756757,7,0.0
417.60696263093064,1516.9576219222376,0.5,157837.83783783784,21,0.0
25.30420434894586,1283.0951827220606,1.0,315675.6756756757,2,0.0
157.60537016517924,1250.9149457272688,1.0,315675.6756756757,8,0.0
225.98765085698892,1265.116508347728,1.0,315675.6756756757,12,0.0
110.08234082035528,1281.0557700336362,1.0,315675.6756756757,6,0.0
360.5350352673031,1218.6886233679243,1.0,315675.6756756757,19,0.0
9.048138384123831,1085.1663506040707,1.0,315675.6756756757,1,0.0
122.2343362084307,1098.0295135434865,1.0,315675.6756756757,7,0.0
235.43972144356144,1154.4868097137396,1.0,315675.6756756757,12,0.0
194.10305756559478,1042.145098580023,1.0,315675.6756756757,10,0.0
101.61562557376544,999.6455973087743,1.0,315675.6756756757,6,0.0
73.59836752153512,1019.6969867040027,1.0,315675.6756756757,4,0.0
128.08468855261867,1057.918492319859,1.0,315675.6756756757,7,0.0
295.58358214455654,1117.2052110509446,1.0,315675.6756756757,15,0.0
236.64442894510728,1135.5225400270508,1.0,315675.6756756757,12,0.0
160.3742376558705,1188.9739494306218,1.0,315675.6756756757,9,0.0
52.747362394993615,1260.7602625659465,1.0,315675.6756756757,3,0.0
426.0290342463388,1171.3657957551213,1.0,315675.6756756757,22,0.0
179.03849964925826,1347.1807794338665,1.0,315675.6756756757,9,0.0
150.00915265965705,1343.4371932106783,1.0,315675.6756756757,8,0.0
7.195443187729325,1386.7412654979817,1.0,315675.6756756757,1,0.0
96.7860534535098,1444.9076066210746,1.0,315675.6756756757,5,0.0
44.65182357865888,1512.9869272680567,1.0,315675.6756756757,3,0.0
204.80334600189667,1435.1301993111456,1.0,315675.6756756757,11,0.0
291.4596977546428,1419.2318801195165,1.0,315675.6756756757,15,0.0
356.00945752717416,1421.77446569475,1.0,315675.6756756757,18,0.0
222.4116728159638,1485.7418731894104,1.0,315675.6756756757,12,0.0
365.12355096190004,1452.1280873202163,1.0,315675.6756756757,19,0.0
802.6285374869335,1324.4468344942363,0.5,157837.83783783784,41,0.0
100.62852305917727,1565.885666760902,1.0,315675.6756756757,6,0.0
6.2238289495346635,1427.37711923583,1.0,315675.6756756757,1,0.0
213.36210119531347,1324.4792947503338,1.0,315675.6756756757,11,0.0
31.72034449604712,1252.4156878929052,1.0,315675.6756756757,2,0.0
408.80068282129287,1331.0217646720155,1.0,315675.6756756757,21,0.0
182.5179683898341,1279.032363629299,1.0,315675.6756756757,10,0.0
58.73888803076761,1220.8424108232446,1.0,315675.6756756757,3,0.0
172.04074741254158,1160.3296957373145,1.0,315675.6756756757,9,0.0
505.6538530929921,1218.9879854302037,1.0,315675.6756756757,26,0.0
18.693045894152874,1272.8122923917654,1.0,315675.6756756757,1,0.0
185.90892413837173,1167.0220197350548,1.0,315675.6756756757,10,0.0
378.8808688020408,1147.9241085456442,1.0,315675.6756756757,19,0.0
838.2417161300875,1342.2534238158132,0.5,157837.83783783784,42,0.0
124.20754471185296,1016.7860562546476,1.0,315675.6756756757,7,0.0
312.5980902776565,985.7386943924432,1.0,315675.6756756757,16,0.0
76.52001145786676,1112.1210517342156,1.0,315675.6756756757,4,0.0
137.00278824516545,1139.9745141796757,1.0,315675.6756756757,7,0.0
5.488040790640525,1208.5635729219098,1.0,315675.6756756757,1,0.0
244.788067454567,1193.2666078269513,1.0,315675.6756756757,13,0.0
155.25069683981542,1115.138632938666,1.0,315675.6756756757,8,0.0
299.5081424006953,1180.1673204014044,1.0,315675.6756756757,15,0.0
54.23775412693544,1222.574215914764,1.0,315675.6756756757,3,0.0
321.67694775812015,1190.8495020406824,1.0,315675.6756756757,17,0.0
314.95710581846356,1286.0190943549305,1.0,315675.6756756757,16,0.0
80.0548037815563,1464.811802236149,1.0,315675.6756756757,5,0.0
305.90773552867904,1365.073815016578,1.0,315675.6756756757,16,0.0
202.2653723057681,1391.4874724757565,1.0,315675.6756756757,11,0.0
249.80837278340914,1390.0807990355495,1.0,315675.6756756757,13,0.0
394.5740866987792,1347.0175143742995,1.0,315675.6756756757,20,0.0
152.91357678859526,1572.517558350934,1.0,315675.6756756757,8,0.0
89.40992680564864,1506.2059249687973,1.0,315675.6756756757,5,0.0
144.117031781381,1480.5659938025947,1.0,315675.6756756757,8,0.0
163.90705607543714,1424.8891342083111,1.0,315675.6756756757,9,0.0
21.055966002603327,1455.1739531270384,1.0,315675.6756756757,2,0.0
59.230743760781024,1511.559928452866,1.0,315675.6756756757,3,0.0
277.4307177537221,1483.1566240057211,1.0,315675.6756756757,14,0.0
67.35501698413259,1491.4648818472647,1.0,315675.6756756757,4,0.0
19.821064343644593,1396.4463593823627,1.0,315675.6756756757,1,0.0
183.5903913728498,1406.3523757897322,1.0,315675.6756756757,10,0.0
372.08258667683526,1467.526168533544,1.0,315675.6756756757,19,0.0
115.3512438095454,1228.0644241137763,1.0,315675.6756756757,6,0.0
327.55370348354904,1275.0861786168134,1.0,315675.6756756757,17,0.0
104.33254726993073,1137.6329477637757,1.0,315675.6756756757,6,0.0
199.94497615420937,1154.925519622136,1.0,315675.6756756757,10,0.0
33.05901718316022,1029.546260675459,1.0,315675.6756756757,2,0.0
73.25633573494929,1085.4310255996038,1.0,315675.6756756757,4,0.0
230.1676533982319,1110.5465740783404,1.0,315675.6756756757,12,0.0
197.73783773448145,1165.8697845955317,1.0,315675.6756756757,10,0.0
304.89266559239684,1154.634306865202,1.0,315675.6756756757,16,0.0
41.7348271392309,1176.6492825172986,1.0,315675.6756756757,3,0.0
195.67666437164667,1236.1254869880831,1.0,315675.6756756757,10,0.0
366.9620287395437,1181.336177844987,1.0,315675.6756756757,19,0.0
