Range (kN),Mean (kN),Cycles_TimeTrace,Cycles_Annual,Bin_Number,Damage_Contribution
19.676605218957206,159.62483208415205,1.0,315675.6756756757,1,0.0
27.37557827632574,162.79198976444366,0.5,157837.83783783784,2,0.0
26.956055875855043,165.39640029893283,1.0,315675.6756756757,2,0.0
30.42257293557077,164.31548709406616,0.5,157837.83783783784,2,0.0
1.6500564301975658,178.0203837764385,1.0,315675.6756756757,1,0.0
31.454174281237158,163.79968642123296,0.5,157837.83783783784,2,0.0
28.803459855955595,182.2797375902739,1.0,315675.6756756757,2,0.0
32.94075727493103,181.66759111751736,1.0,315675.6756756757,2,0.0
24.928785273415713,168.16702683656953,1.0,315675.6756756757,2,0.0
72.22489301102303,184.1850457861259,0.5,157837.83783783784,4,0.0
23.43717818850942,172.89546370501495,1.0,315675.6756756757,2,0.0
25.960578171003675,177.45523409989704,1.0,315675.6756756757,2,0.0
77.18588158586215,181.70455149870634,0.5,157837.83783783784,4,0.0
17.06151906794338,214.93858333527302,1.0,315675.6756756757,1,0.0
44.38789856784635,223.0264520492169,1.0,315675.6756756757,3,0.0
15.217151889105253,202.83767511631066,1.0,315675.6756756757,1,0.0
4.942227310113026,196.94863822615196,1.0,315675.6756756757,1,0.0
9.848438958029703,197.60996347278686,1.0,315675.6756756757,1,0.0
27.45855424097286,192.51017158688558,1.0,315675.6756756757,2,0.0
5.798330159407925,208.76427311922714,1.0,315675.6756756757,1,0.0
14.511265621474848,189.89356741417788,1.0,315675.6756756757,1,0.0
12.906167129441371,185.6149804577075,1.0,315675.6756756757,1,0.0
40.77568960363112,197.83050929534988,1.0,315675.6756756757,3,0.0
19.86470501542499,186.90489045614294,1.0,315675.6756756757,1,0.0
8.220705111025609,184.77919144341348,1.0,315675.6756756757,1,0.0
7.204675407258378,190.16676132041488,1.0,315675.6756756757,1,0.0
3.179753076120079,184.3549830008689,1.0,315675.6756756757,1,0.0
32.942483304220644,186.6122967215045,1.0,315675.6756756757,2,0.0
14.543057734837134,167.96033350007593,1.0,315675.6756756757,1,0.0
45.517336318458916,182.97759042236584,1.0,315675.6756756757,3,0.0
0.7990120708257109,152.05744628163046,1.0,315675.6756756757,1,0.0
