Range (kN),Mean (kN),Cycles_TimeTrace,Cycles_Annual,Bin_Number,Damage_Contribution
67.98792067209979,1451.0973497683258,1.0,315675.6756756757,4,0.0
114.84468173796404,1458.928163973401,0.5,157837.83783783784,6,0.0
165.3044463367455,1381.5481331239323,1.0,315675.6756756757,9,0.0
213.63982650685625,1397.979712651314,1.0,315675.6756756757,11,0.0
110.02085389612876,1235.2690324112673,1.0,315675.6756756757,6,0.0
212.89473464466982,1285.1729966936518,1.0,315675.6756756757,11,0.0
24.412058901499677,1316.1735822095334,1.0,315675.6756756757,2,0.0
190.15764029959973,1267.4944968491852,1.0,315675.6756756757,10,0.0
404.09083711631183,1212.450440492738,1.0,315675.6756756757,21,0.0
66.53667185157201,1096.881568667212,1.0,315675.6756756757,4,0.0
37.30045654047035,1119.0576785301669,1.0,315675.6756756757,2,0.0
34.48330779244566,1043.0656412140115,1.0,315675.6756756757,2,0.0
429.95274742016977,1173.5913953714812,1.0,315675.6756756757,22,0.0
30.995456396243526,1043.0015478590753,1.0,315675.6756756757,2,0.0
103.91203313997471,1067.8465059918776,1.0,315675.6756756757,6,0.0
77.57031089470411,1067.8674701661316,1.0,315675.6756756757,4,0.0
41.93523961705819,990.3614442964993,1.0,315675.6756756757,3,0.0
226.59440603886628,1046.7195688751162,1.0,315675.6756756757,12,0.0
79.28378492931779,1205.6785504387426,1.0,315675.6756756757,4,0.0
25.04010744047946,1238.6750950359112,1.0,315675.6756756757,2,0.0
79.28483995258557,1241.9325666691625,1.0,315675.6756756757,4,0.0
279.1857295962843,1171.9286515731928,1.0,315675.6756756757,14,0.0
506.95762580341034,1142.507328319969,1.0,315675.6756756757,26,0.0
78.23652658512492,1394.430639630359,1.0,315675.6756756757,4,0.0
62.81254557315083,1344.9401372940547,1.0,315675.6756756757,4,0.0
218.47880093521394,1356.8071376021667,1.0,315675.6756756757,11,0.0
665.565790428416,1183.567609628175,0.5,157837.83783783784,34,0.0
159.2531599922347,1474.9198815224554,1.0,315675.6756756757,8,0.0
65.51385016607992,1405.4856780788652,1.0,315675.6756756757,4,0.0
117.7456259327987,1444.7659354157186,1.0,315675.6756756757,6,0.0
339.31741159142325,1387.4087593110057,1.0,315675.6756756757,17,0.0
72.16787441935026,1501.1068424504701,1.0,315675.6756756757,4,0.0
65.82052457287591,1541.994525904579,1.0,315675.6756756757,4,0.0
242.05666511527374,1475.6988403807873,1.0,315675.6756756757,13,0.0
185.27815208483776,1533.6905128122753,1.0,315675.6756756757,10,0.0
307.50546970333494,1490.0877478214202,1.0,315675.6756756757,16,0.0
318.48286261834824,1498.7563085275983,1.0,315675.6756756757,16,0.0
26.726814285156934,1391.8582134423255,1.0,315675.6756756757,2,0.0
194.95606064567437,1416.0321054615736,1.0,315675.6756756757,10,0.0
54.76605250776174,1300.1107714047039,1.0,315675.6756756757,3,0.0
18.843584077791093,1265.613934956253,1.0,315675.6756756757,1,0.0
227.23405093999077,1291.3720310251902,1.0,315675.6756756757,12,0.0
75.43338092944191,1254.564939645501,1.0,315675.6756756757,4,0.0
513.8216324589375,1295.733851851257,1.0,315675.6756756757,26,0.0
84.332612145354,1127.4084156079043,1.0,315675.6756756757,5,0.0
215.26520640308524,1121.1155295661833,1.0,315675.6756756757,11,0.0
310.9714740490065,1165.6782091455843,1.0,315675.6756756757,16,0.0
41.137034925596936,1097.0946714712113,1.0,315675.6756756757,3,0.0
81.51486495993299,1096.2050401320116,1.0,315675.6756756757,5,0.0
340.50186299370284,1091.7391783491257,1.0,315675.6756756757,18,0.0
164.8680131822856,959.0525759754307,1.0,315675.6756756757,9,0.0
814.94638031313,1258.257904570532,0.5,157837.83783783784,41,0.0
94.86160006113312,1033.8356493532517,1.0,315675.6756756757,5,0.0
313.5832822386317,1069.2638788957684,1.0,315675.6756756757,16,0.0
272.8408880182351,1205.001959893957,1.0,315675.6756756757,14,0.0
35.50018204783191,1146.2545933691092,1.0,315675.6756756757,2,0.0
119.57128951430627,1290.8956267224357,1.0,315675.6756756757,6,0.0
148.90673652208034,1291.0929506369214,1.0,315675.6756756757,8,0.0
301.93058554389654,1256.8300022984333,1.0,315675.6756756757,16,0.0
408.9587765516294,1369.5562182067556,1.0,315675.6756756757,21,0.0
822.509676917301,1254.4762562684466,0.5,157837.83783783784,42,0.0
7.989933006228739,1469.0393037946778,1.0,315675.6756756757,1,0.0
199.40498657096964,1549.6869045559647,1.0,315675.6756756757,10,0.0
443.8226928112772,1458.9903990645844,1.0,315675.6756756757,23,0.0
25.608184000156825,1469.6550008004242,1.0,315675.6756756757,2,0.0
278.32254716761463,1447.95362867559,1.0,315675.6756756757,14,0.0
424.7898615856725,1494.6690836151326,1.0,315675.6756756757,22,0.0
95.93152939809488,1415.2731163767367,1.0,315675.6756756757,5,0.0
128.17575741747623,1497.226232242026,1.0,315675.6756756757,7,0.0
91.75198738810377,1556.60889468373,1.0,315675.6756756757,5,0.0
1.9478769102502156,1392.0143790555587,1.0,315675.6756756757,1,0.0
238.9490424490059,1479.854010136122,1.0,315675.6756756757,12,0.0
426.14601718121276,1517.6111270724143,1.0,315675.6756756757,22,0.0
103.4817627352761,1328.826895809561,1.0,315675.6756756757,6,0.0
219.83051197022564,1359.471616561444,1.0,315675.6756756757,11,0.0
160.59620593074305,1307.612366874122,1.0,315675.6756756757,9,0.0
303.96227007757807,1368.50688438834,1.0,315675.6756756757,16,0.0
168.8076069674985,1253.512993976965,1.0,315675.6756756757,9,0.0
112.24513751846905,1068.1403532160653,1.0,315675.6756756757,6,0.0
281.6244562234425,1089.6923128739627,1.0,315675.6756756757,15,0.0
908.7325439887775,1297.5876898041847,0.5,157837.83783783784,46,0.0
212.58461779730794,1047.847244890441,1.0,315675.6756756757,11,0.0
82.41153566996718,1151.5232569038956,1.0,315675.6756756757,5,0.0
315.03444535630604,1055.8911501476716,1.0,315675.6756756757,16,0.0
322.33756067125205,1107.882489490438,1.0,315675.6756756757,17,0.0
61.81767173500134,1077.786739410647,1.0,315675.6756756757,4,0.0
141.24872079161878,1017.7187996229902,1.0,315675.6756756757,8,0.0
291.82647089950274,1051.8066510194944,1.0,315675.6756756757,15,0.0
324.30416291712345,1063.009750559458,1.0,315675.6756756757,17,0.0
385.9124669979507,1089.8874649440695,1.0,315675.6756756757,20,0.0
199.07964267695752,1257.6639058837172,1.0,315675.6756756757,10,0.0
76.15949860446472,1254.9976192522201,1.0,315675.6756756757,4,0.0
100.74947189753038,1260.7319363865647,1.0,315675.6756756757,6,0.0
145.79260235995253,1263.2369219078817,1.0,315675.6756756757,8,0.0
399.4395447894958,1243.133238703316,1.0,315675.6756756757,20,0.0
205.8355161546017,1382.7380453325231,1.0,315675.6756756757,11,0.0
261.1457872370647,1386.6702939902277,1.0,315675.6756756757,14,0.0
165.90995506263198,1496.4916765943733,1.0,315675.6756756757,9,0.0
189.25834913583208,1496.0536771204133,1.0,315675.6756756757,10,0.0
262.200970967908,1509.6999280325235,1.0,315675.6756756757,14,0.0
262.5132700439501,1518.4635014308096,1.0,315675.6756756757,14,0.0
345.2221972189018,1528.9554864836555,1.0,315675.6756756757,18,0.0
926.0576506930619,1288.9251364520426,0.5,157837.83783783784,47,0.0
91.02638081454916,1461.537112956411,1.0,315675.6756756757,5,0.0
13.23569894703951,1371.93435061292,1.0,315675.6756756757,1,0.0
47.33235609809526,1374.8365885160313,1.0,315675.6756756757,3,0.0
259.6322330978469,1427.1994123062066,1.0,315675.6756756757,13,0.0
35.52814939122777,1248.2681677372516,1.0,315675.6756756757,2,0.0
64.1908371893528,1317.7158190253094,1.0,315675.6756756757,4,0.0
38.39937932384214,1280.4168265197445,1.0,315675.6756756757,2,0.0
238.79299201213234,1330.1914988754775,1.0,315675.6756756757,12,0.0
167.66931943871646,1149.819078915134,1.0,315675.6756756757,9,0.0
18.135877310411615,1090.083479734614,1.0,315675.6756756757,1,0.0
131.83371358154363,1127.7516137812506,1.0,315675.6756756757,7,0.0
258.4912929758759,1069.8744341092033,1.0,315675.6756756757,13,0.0
1021.6988014732932,1336.7457118421582,0.5,157837.83783783784,50,0.0
144.7704811211164,1077.6841999199062,1.0,315675.6756756757,8,0.0
31.771506677675006,1125.118232791331,1.0,315675.6756756757,2,0.0
151.31631107063993,1077.868414318004,1.0,315675.6756756757,8,0.0
27.655041913563537,1093.2603866680147,1.0,315675.6756756757,2,0.0
224.7383819798822,1088.8888591310028,1.0,315675.6756756757,12,0.0
184.65135791774696,1117.8958262025858,1.0,315675.6756756757,10,0.0
333.12227264467754,1079.0512015708937,1.0,315675.6756756757,17,0.0
173.23762423554922,1256.4993492132353,1.0,315675.6756756757,9,0.0
217.8317959075332,1304.6680068436553,1.0,315675.6756756757,11,0.0
403.15232409917553,1279.9531220858182,1.0,315675.6756756757,21,0.0
56.7505474743316,1435.3320310515583,1.0,315675.6756756757,3,0.0
261.8931946555108,1364.4538258423063,1.0,315675.6756756757,14,0.0
12.812402358513964,1528.463367771456,1.0,315675.6756756757,1,0.0
48.44770759146013,1427.9773142437696,1.0,315675.6756756757,3,0.0
151.6365246878927,1464.726202419069,1.0,315675.6756756757,8,0.0
46.06144711388333,1322.3553187349132,1.0,315675.6756756757,3,0.0
226.1403541419977,1403.6219667309324,1.0,315675.6756756757,12,0.0
96.1982821189265,1507.4663564475659,1.0,315675.6756756757,5,0.0
138.22406397587315,1522.9616245308744,1.0,315675.6756756757,7,0.0
378.18503088286775,1415.4440859993906,1.0,315675.6756756757,19,0.0
203.2507599405692,1422.701463414262,1.0,315675.6756756757,11,0.0
205.42669504135938,1404.8970469701903,1.0,315675.6756756757,11,0.0
52.72647033755584,1361.2711500051623,1.0,315675.6756756757,3,0.0
217.25497426022594,1304.9674892302733,1.0,315675.6756756757,11,0.0
4.45215917859673,1257.9358742785907,1.0,315675.6756756757,1,0.0
277.0137820188188,1275.097197981899,1.0,315675.6756756757,14,0.0
86.91618658378252,1233.8538727450982,1.0,315675.6756756757,5,0.0
66.83994124653987,1140.3637524677756,1.0,315675.6756756757,4,0.0
275.8875411632662,1158.4235271834525,1.0,315675.6756756757,14,0.0
37.96555269049463,1064.135070592347,1.0,315675.6756756757,2,0.0
94.14407937044507,1094.218225810992,1.0,315675.6756756757,5,0.0
143.71316666783298,1073.390694404081,1.0,315675.6756756757,8,0.0
52.760196559422866,1077.747192821501,1.0,315675.6756756757,3,0.0
254.45603362878603,1085.7725633038299,1.0,315675.6756756757,13,0.0
3.7066516030715775,960.1336023579784,1.0,315675.6756756757,1,0.0
72.87082187602516,1006.7661557281074,1.0,315675.6756756757,4,0.0
374.12722550908745,1111.3614645826776,1.0,315675.6756756757,19,0.0
9.274404784163607,1217.3791267979668,1.0,315675.6756756757,1,0.0
234.36497198184293,1197.1476632011631,1.0,315675.6756756757,12,0.0
219.02065116503923,1245.3094977504852,1.0,315675.6756756757,11,0.0
91.43471552279834,1288.3314074777413,1.0,315675.6756756757,5,0.0
190.8452360208414,1264.2534937968176,1.0,315675.6756756757,10,0.0
28.730059246842984,1393.0016758148513,1.0,315675.6756756757,2,0.0
211.86123572191332,1412.8621804351164,1.0,315675.6756756757,11,0.0
415.9542637963259,1342.138919869207,1.0,315675.6756756757,21,0.0
167.6101566574448,1479.3249329525513,1.0,315675.6756756757,9,0.0
770.2674707786642,1304.4272085586306,1.0,315675.6756756757,39,0.0
10.975276243844746,1496.3705870499782,1.0,315675.6756756757,1,0.0
171.86372132138195,1501.0254604883341,1.0,315675.6756756757,9,0.0
75.98399514239895,1424.4984610028905,1.0,315675.6756756757,4,0.0
272.6227261708659,1485.9682304480928,1.0,315675.6756756757,14,0.0
48.6664721733423,1574.4292789851497,1.0,315675.6756756757,3,0.0
142.67855862878514,1544.5248731113027,1.0,315675.6756756757,8,0.0
278.37135386479076,1485.6441910317917,1.0,315675.6756756757,14,0.0
489.5669106712012,1467.4696197620785,1.0,315675.6756756757,25,0.0
48.157826284623525,1408.8705095052674,1.0,315675.6756756757,3,0.0
107.28734760941325,1302.5464115746986,1.0,315675.6756756757,6,0.0
224.67732650869152,1332.9943625030655,1.0,315675.6756756757,12,0.0
157.16899991304172,1228.1880908802768,1.0,315675.6756756757,8,0.0
66.24945726366445,1291.968804275698,1.0,315675.6756756757,4,0.0
96.19364568325886,1279.4654074653317,1.0,315675.6756756757,5,0.0
495.5562231739359,1312.10354644653,1.0,315675.6756756757,25,0.0
108.94236183091198,1078.7750910616,1.0,315675.6756756757,6,0.0
222.6511055002302,1076.9648852406967,1.0,315675.6756756757,12,0.0
101.32123962754576,1044.6790511596287,1.0,315675.6756756757,6,0.0
60.512039506507335,1066.9760859594319,1.0,315675.6756756757,4,0.0
253.39356860758448,1071.6668620721262,1.0,315675.6756756757,13,0.0
348.4786718747288,1109.4502346417514,1.0,315675.6756756757,18,0.0
463.27599958097574,1165.665616563461,1.0,315675.6756756757,24,0.0
964.575727634808,1308.1459519534808,1.0,315675.6756756757,49,0.0
219.79363829794465,1047.2178465033667,1.0,315675.6756756757,11,0.0
117.51038824739089,1158.4553986787823,1.0,315675.6756756757,6,0.0
177.33998694752927,1171.8905777646294,1.0,315675.6756756757,9,0.0
434.68535337938624,1055.2847816552594,1.0,315675.6756756757,22,0.0
37.47124622866227,1198.699593393732,1.0,315675.6756756757,2,0.0
149.81946106037822,1232.9626144948393,1.0,315675.6756756757,8,0.0
7.6201525789194875,1270.5212165609823,1.0,315675.6756756757,1,0.0
215.40074553332238,1262.342928417625,1.0,315675.6756756757,11,0.0
84.05343416731034,1483.8678443126255,1.0,315675.6756756757,5,0.0
360.1925277832554,1418.9078599836562,1.0,315675.6756756757,19,0.0
87.28014882181219,1580.5193723513744,1.0,315675.6756756757,5,0.0
22.682675123828858,1434.7970284231114,1.0,315675.6756756757,2,0.0
297.10269977235635,1481.149825697742,1.0,315675.6756756757,15,0.0
76.18969419933433,1481.834337655166,1.0,315675.6756756757,4,0.0
172.1317092921879,1518.3421205172754,1.0,315675.6756756757,9,0.0
375.108396483005,1449.1943165514454,1.0,315675.6756756757,19,0.0
67.49587647746898,1405.6184998966587,1.0,315675.6756756757,4,0.0
282.0936823439338,1433.4109704830219,1.0,315675.6756756757,15,0.0
181.76272667425883,1309.8315452655177,1.0,315675.6756756757,10,0.0
309.90180776743705,1360.7460345673235,1.0,315675.6756756757,16,0.0
41.94364721040961,1360.1110912615304,1.0,315675.6756756757,3,0.0
181.57016881859295,1324.0341796561843,1.0,315675.6756756757,10,0.0
284.68017779804586,1341.5019217667996,1.0,315675.6756756757,15,0.0
233.35658958815156,1210.0355336967127,1.0,315675.6756756757,12,0.0
56.98225624654356,1118.256676960239,1.0,315675.6756756757,3,0.0
108.17306475058331,1139.68363943347,1.0,315675.6756756757,6,0.0
217.75737406795088,1157.8453268284109,1.0,315675.6756756757,11,0.0
41.65851224098958,1002.2519670277288,1.0,315675.6756756757,3,0.0
322.5635117803947,1128.4432192196205,1.0,315675.6756756757,17,0.0
89.01463548427637,993.7216771536362,1.0,315675.6756756757,5,0.0
186.33880327193947,1047.5893392654298,1.0,315675.6756756757,10,0.0
38.471436344422045,1141.1972361726325,1.0,315675.6756756757,2,0.0
193.87292145429194,1105.6806225519128,1.0,315675.6756756757,10,0.0
3.5899295686217556,1190.3287385736396,1.0,315675.6756756757,1,0.0
235.7192677511972,1114.2800484500895,1.0,315675.6756756757,12,0.0
235.8215986824407,1185.1920811156901,1.0,315675.6756756757,12,0.0
164.7581298333207,1233.6584507119724,1.0,315675.6756756757,9,0.0
260.3106651996063,1208.270191100374,1.0,315675.6756756757,14,0.0
126.43226751931343,1286.7053749830998,1.0,315675.6756756757,7,0.0
230.83505371559636,1257.1175111313805,1.0,315675.6756756757,12,0.0
239.58251432082784,1257.765791188001,1.0,315675.6756756757,12,0.0
196.04354139452107,1324.2121274644965,1.0,315675.6756756757,10,0.0
48.90862386085746,1444.7114372407038,1.0,315675.6756756757,3,0.0
77.82775246243273,1481.5521099711723,1.0,315675.6756756757,4,0.0
92.3740003020796,1563.9606239593681,1.0,315675.6756756757,5,0.0
11.309542997074232,1488.619316827327,1.0,315675.6756756757,1,0.0
229.13872687144612,1484.888753976124,1.0,315675.6756756757,12,0.0
290.1080159830558,1469.6654868882356,1.0,315675.6756756757,15,0.0
274.1966109855666,1503.26896340816,1.0,315675.6756756757,14,0.0
746.1509217475767,1284.242188908146,1.0,315675.6756756757,38,0.0
72.22928292611505,1628.4454876458321,1.0,315675.6756756757,4,0.0
81.6991392049813,1556.3619596398325,1.0,315675.6756756757,5,0.0
8.476055617801649,1458.8576055387196,1.0,315675.6756756757,1,0.0
183.77595269184553,1467.1813824173796,1.0,315675.6756756757,10,0.0
249.79033768779732,1360.1834979951464,1.0,315675.6756756757,13,0.0
267.0503703362335,1244.449486255845,1.0,315675.6756756757,14,0.0
227.8680256065768,1344.8557913327547,1.0,315675.6756756757,12,0.0
113.37353604953796,1284.0672871154438,1.0,315675.6756756757,6,0.0
328.35965167041036,1277.0360305027034,1.0,315675.6756756757,17,0.0
468.7229482394496,1302.2061022748208,1.0,315675.6756756757,24,0.0
250.22283221641885,1133.0227762621623,1.0,315675.6756756757,13,0.0
37.78246472967908,1146.5156442754583,1.0,315675.6756756757,2,0.0
50.94933636807241,1138.6308682975919,1.0,315675.6756756757,3,0.0
247.52157032140929,1128.4782626707533,1.0,315675.6756756757,13,0.0
336.3227654912589,1139.780912055472,1.0,315675.6756756757,17,0.0
921.6849067859584,1259.7234330374863,1.0,315675.6756756757,47,0.0
109.62082640470805,993.7920317997796,1.0,315675.6756756757,6,0.0
142.29528117978793,1062.3650295801494,1.0,315675.6756756757,8,0.0
22.74478317172293,1042.8603249394369,1.0,315675.6756756757,2,0.0
98.70104597585987,1094.1629979818022,1.0,315675.6756756757,5,0.0
233.18659931432694,1116.271081299972,1.0,315675.6756756757,12,0.0
151.7472795043277,1210.8550312886302,1.0,315675.6756756757,8,0.0
121.9264340041002,1260.1408996665523,1.0,315675.6756756757,7,0.0
111.23714551954663,1293.0126979375427,1.0,315675.6756756757,6,0.0
52.11577200435954,1251.9958157505594,1.0,315675.6756756757,3,0.0
69.85910127493776,1225.1192666019115,1.0,315675.6756756757,4,0.0
27.915629293679558,1322.3316554674893,1.0,315675.6756756757,2,0.0
232.28672295680576,1238.6747554560675,1.0,315675.6756756757,12,0.0
124.58825442291572,1398.6787176615646,1.0,315675.6756756757,7,0.0
32.55422979283662,1412.8928905028579,1.0,315675.6756756757,2,0.0
91.75242003033918,1429.5139109107329,1.0,315675.6756756757,5,0.0
190.21534443739256,1457.796742529557,1.0,315675.6756756757,10,0.0
232.87990351082067,1440.3895938543506,1.0,315675.6756756757,12,0.0
19.28678906867958,1520.250516756767,1.0,315675.6756756757,1,0.0
255.7140137803492,1437.8500039499963,1.0,315675.6756756757,13,0.0
62.10491510286829,1427.615088720616,1.0,315675.6756756757,4,0.0
155.68419386084952,1364.8328660805785,1.0,315675.6756756757,8,0.0
238.59531643682612,1404.0530647162311,1.0,315675.6756756757,12,0.0
202.39271512110372,1386.9291761949078,1.0,315675.6756756757,11,0.0
222.3246264651234,1394.0135305110632,1.0,315675.6756756757,12,0.0
284.1095261990956,1243.3671026491625,1.0,315675.6756756757,15,0.0
106.67538729687612,1222.227189448217,1.0,315675.6756756757,6,0.0
379.50158619473495,1243.061361446183,1.0,315675.6756756757,19,0.0
271.78304446508014,1138.033016496262,1.0,315675.6756756757,14,0.0
41.6435989081574,1291.8478654032558,1.0,315675.6756756757,3,0.0
48.95012456165932,1092.1433166125814,1.0,315675.6756756757,3,0.0
54.10605981286653,1006.5834206185752,1.0,315675.6756756757,3,0.0
24.889476555114015,971.3294295672314,1.0,315675.6756756757,2,0.0
192.96759468381197,1057.115083258235,1.0,315675.6756756757,10,0.0
199.7074634331782,1054.4063565839406,1.0,315675.6756756757,10,0.0
202.5882086039037,1106.1199834034,1.0,315675.6756756757,11,0.0
123.65689742617155,1199.396673001279,1.0,315675.6756756757,7,0.0
164.98138593202907,1198.202722099937,1.0,315675.6756756757,9,0.0
357.2046161066728,1111.5866791884616,1.0,315675.6756756757,18,0.0
403.08961759236024,1114.663785454415,1.0,315675.6756756757,21,0.0
144.03776112344667,1249.9308936968152,1.0,315675.6756756757,8,0.0
169.36961527006952,1256.7914511290219,1.0,315675.6756756757,9,0.0
30.120177932658635,1298.347234570178,1.0,315675.6756756757,2,0.0
199.74771294051357,1326.2451739816256,1.0,315675.6756756757,10,0.0
396.0000616032153,1235.5766459637398,1.0,315675.6756756757,20,0.0
73.46975163450134,1422.535386509298,1.0,315675.6756756757,4,0.0
338.99886276657344,1363.505567019463,1.0,315675.6756756757,17,0.0
96.64049321601578,1492.14847646874,1.0,315675.6756756757,5,0.0
85.5255749943135,1493.921437314938,1.0,315675.6756756757,5,0.0
399.7889765395471,1443.411271661196,1.0,315675.6756756757,20,0.0
884.0363475226451,1344.5405077469736,1.0,315675.6756756757,45,0.0
1064.7920880442862,1315.1990685566618,0.5,157837.83783783784,50,0.0
69.62865890041212,1527.021951336191,1.0,315675.6756756757,4,0.0
48.98914749755522,1495.6454400147902,1.0,315675.6756756757,3,0.0
190.06102796678783,1453.937338526243,1.0,315675.6756756757,10,0.0
421.61737395353,1506.085601505135,1.0,315675.6756756757,22,0.0
31.062088676959092,1368.985110032345,1.0,315675.6756756757,2,0.0
117.73196020720343,1330.9717463698605,1.0,315675.6756756757,6,0.0
238.35365762414722,1386.808601559136,1.0,315675.6756756757,12,0.0
56.455139768427216,1363.9670389973544,1.0,315675.6756756757,3,0.0
159.383793152517,1363.2581814553291,1.0,315675.6756756757,8,0.0
246.60020611737627,1390.357418873958,1.0,315675.6756756757,13,0.0
116.57890678540821,1314.7837981033736,1.0,315675.6756756757,6,0.0
30.254572711892024,1224.2446723934077,1.0,315675.6756756757,2,0.0
90.564868050109,1244.1124417280896,1.0,315675.6756756757,5,0.0
27.489715432989215,1179.1038889645265,1.0,315675.6756756757,2,0.0
247.88206314818308,1118.4349822628624,1.0,315675.6756756757,13,0.0
80.44630764279077,1118.043955155521,1.0,315675.6756756757,5,0.0
99.34271312287524,1068.1538580725091,1.0,315675.6756756757,5,0.0
120.28496847267513,1036.0499849568985,1.0,315675.6756756757,7,0.0
325.85676199594184,1056.3898556593183,1.0,315675.6756756757,17,0.0
1169.8384687381676,1367.7222589036026,0.5,157837.83783783784,50,0.0
192.5384599575293,931.743824911741,1.0,315675.6756756757,10,0.0
79.3540234758118,1155.1136746645034,1.0,315675.6756756757,4,0.0
290.6365427007943,1103.795429054932,1.0,315675.6756756757,15,0.0
169.9629345828289,1194.6672746655108,1.0,315675.6756756757,9,0.0
52.57647854018978,1176.3491159021596,1.0,315675.6756756757,3,0.0
252.13403306735836,1193.8443577243154,1.0,315675.6756756757,13,0.0
70.00741959577545,1276.7040622913123,1.0,315675.6756756757,4,0.0
221.13432282155236,1222.1992915478606,1.0,315675.6756756757,12,0.0
98.83564484314365,1202.5278536943363,1.0,315675.6756756757,5,0.0
328.18086182239927,1216.5981498273823,1.0,315675.6756756757,17,0.0
161.94222002091283,1454.487215025536,1.0,315675.6756756757,9,0.0
55.423231351468075,1476.9028381511587,1.0,315675.6756756757,3,0.0
195.27183252164127,1442.9972058579533,1.0,315675.6756756757,10,0.0
94.45649372892126,1449.9530401157772,1.0,315675.6756756757,5,0.0
344.28495873931206,1496.435107891913,1.0,315675.6756756757,18,0.0
36.71954655212403,1448.5116987631425,1.0,315675.6756756757,2,0.0
137.8726028972958,1427.3638263267144,1.0,315675.6756756757,7,0.0
1214.6805569801927,1345.30121478259,0.5,157837.83783783784,50,0.0
991.7537049986373,1233.8377887918125,0.5,157837.83783783784,50,0.0
407.6295579933926,1525.8998622944348,0.5,157837.83783783784,21,0.0
269.19212745290474,1456.681147024191,0.5,157837.83783783784,14,0.0
79.68787686917358,1551.4332723160564,0.5,157837.83783783784,4,0.0
