Range (kN),Mean (kN),Cycles_TimeTrace,Cycles_Annual,Bin_Number,Damage_Contribution
10.0,1265.340406003789,21.0,6629189.189189189,1,0.0
30.0,1293.2105973511848,32.0,10101621.621621622,2,0.0
50.0,1239.5286414276443,13.0,4103783.7837837837,3,0.0
70.0,1284.0730331676805,25.0,7891891.891891892,4,0.0
90.0,1264.8089586927586,16.0,5050810.810810811,5,0.0
110.0,1236.4536463396264,20.0,6313513.513513514,6,0.0
130.0,1268.0400309415252,20.0,6313513.513513514,7,0.0
150.0,1281.6309254908626,26.0,8207567.567567567,8,0.0
170.0,1257.241991169129,18.0,5682162.162162162,9,0.0
190.0,1237.7676221817999,18.5,5840000.0,10,0.0
210.0,1315.9626601810144,12.0,3788108.108108108,11,0.0
230.0,1253.2948975293002,19.0,5997837.837837838,12,0.0
250.0,1319.3549046578876,15.0,4735135.135135136,13,0.0
270.0,1268.5161316202987,12.0,3788108.108108108,14,0.0
290.0,1402.0841718574156,7.0,2209729.7297297297,15,0.0
310.0,1339.8120087065747,5.0,1578378.3783783785,16,0.0
330.0,1291.6674217008283,7.0,2209729.7297297297,17,0.0
350.0,1327.1349917551777,11.0,3472432.4324324327,18,0.0
370.0,1264.6602120740424,6.0,1894054.054054054,19,0.0
390.0,1356.681685199594,4.0,1262702.7027027027,20,0.0
410.0,1273.8064798072637,6.0,1894054.054054054,21,0.0
430.0,1229.9265562096314,3.0,947027.027027027,22,0.0
450.0,1405.7192375548198,2.0,631351.3513513514,23,0.0
470.0,1237.403650710268,3.0,947027.027027027,24,0.0
490.0,1468.121025470588,1.0,315675.6756756757,25,0.0
510.0,1110.4045415303042,1.0,315675.6756756757,26,0.0
530.0,0.0,0.0,0.0,27,0.0
550.0,0.0,0.0,0.0,28,0.0
570.0,0.0,0.0,0.0,29,0.0
590.0,1418.3869725784684,0.5,157837.83783783784,30,0.0
610.0,1070.6085193511847,0.5,157837.83783783784,31,0.0
630.0,0.0,0.0,0.0,32,0.0
650.0,0.0,0.0,0.0,33,0.0
670.0,0.0,0.0,0.0,34,0.0
690.0,0.0,0.0,0.0,35,0.0
710.0,0.0,0.0,0.0,36,0.0
730.0,1289.216049244458,1.0,315675.6756756757,37,0.0
750.0,0.0,0.0,0.0,38,0.0
770.0,0.0,0.0,0.0,39,0.0
790.0,0.0,0.0,0.0,40,0.0
810.0,1288.9623477302787,2.0,631351.3513513514,41,0.0
830.0,1270.353043311608,1.0,315675.6756756757,42,0.0
850.0,1290.0589841988735,0.5,157837.83783783784,43,0.0
870.0,0.0,0.0,0.0,44,0.0
890.0,0.0,0.0,0.0,45,0.0
910.0,1317.3615690696322,0.5,157837.83783783784,46,0.0
930.0,1276.6554054406795,2.0,631351.3513513514,47,0.0
950.0,1263.7233988700418,1.0,315675.6756756757,48,0.0
970.0,0.0,0.0,0.0,49,0.0
990.0,0.0,0.0,0.0,50,0.0
