Frequency (Hz),Period (s),PSD (kN²/Hz),Amplitude (kN/√Hz)
0.0,inf,3.541948637170227,1.8820065454642358
0.02004008016032064,49.9,30.364356993517546,5.510386283512032
0.04008016032064128,24.95,19.085245793140814,4.368666363221253
0.06012024048096192,16.633333333333333,36.15550980220029,6.01294518536468
0.08016032064128256,12.475,2465.5843413187904,49.654650752158055
0.1002004008016032,9.98,9816.368039014407,99.07758595673599
0.12024048096192384,8.316666666666666,1979.3347312961748,44.48971489340177
0.1402805611222445,7.128571428571428,66.79842682569543,8.173030455448911
0.16032064128256512,6.2375,56.274935262498225,7.5016621666466845
0.18036072144288576,5.544444444444445,68.33539304317837,8.2665224274285
0.2004008016032064,4.99,45.66966900892485,6.7579337825199834
0.22044088176352705,4.536363636363636,21.491788736269786,4.635923719850208
0.24048096192384769,4.158333333333333,48.232717380992945,6.944977853167924
0.2605210420841683,3.8384615384615386,55.834953586945794,7.472279008906573
0.280561122244489,3.564285714285714,32.66254133498567,5.715115163755291
0.3006012024048096,3.326666666666667,21.34951918357108,4.620553990981068
0.32064128256513025,3.11875,52.70640184368043,7.2599174818781815
0.3406813627254509,2.9352941176470586,76.67975759170986,8.756697870299618
0.3607214428857715,2.7722222222222226,40.808186911336065,6.388128592266757
0.3807615230460922,2.626315789473684,101.84619095056077,10.09188738297058
0.4008016032064128,2.495,79.40917960975496,8.911182840103493
0.42084168336673344,2.376190476190476,21.317153923258086,4.617050348789591
0.4408817635270541,2.268181818181818,15.0064167190159,3.8738116524962725
0.4609218436873747,2.1695652173913045,21.845020878415394,4.673865731748762
0.48096192384769537,2.0791666666666666,917.6222967745043,30.29228114181077
0.501002004008016,1.9960000000000002,3646.228108739588,60.38400540490493
0.5210420841683366,1.9192307692307693,907.8614838459831,30.1307398489646
0.5410821643286573,1.848148148148148,31.64651836405416,5.625523830191653
0.561122244488978,1.782142857142857,31.421945982214805,5.605528162645765
0.5811623246492986,1.7206896551724138,28.025718587278956,5.2939322424147965
0.6012024048096192,1.6633333333333336,28.577558418137084,5.345798202152517
0.6212424849699398,1.6096774193548389,138.54756161292292,11.77062282179337
0.6412825651302605,1.559375,110.3042814785605,10.502584514230795
0.6613226452905812,1.5121212121212122,25.18221257258739,5.018188176283088
0.6813627254509018,1.4676470588235293,39.195829339638095,6.260657260994096
0.7014028056112224,1.425714285714286,19.630914932669224,4.430678834294946
0.721442885771543,1.3861111111111113,46.83309403296331,6.843470905393207
0.7414829659318637,1.3486486486486486,46.89620801724556,6.848080608261381
0.7615230460921844,1.313157894736842,36.720616097509264,6.059753798423602
0.781563126252505,1.2794871794871794,47.51832988333084,6.8933540372833635
0.8016032064128256,1.2475,67.50196278480668,8.215957812988494
0.8216432865731462,1.2170731707317075,48.50847200102215,6.964802366257218
0.8416833667334669,1.188095238095238,71.82923783180333,8.475213143738824
0.8617234468937875,1.1604651162790698,36.0731090656759,6.006089332142497
0.8817635270541082,1.134090909090909,22.30714983088283,4.723044551016096
0.9018036072144289,1.1088888888888888,19.728956739365103,4.441729025882275
0.9218436873747494,1.0847826086956522,18.82290940717948,4.338537703786781
0.9418837675350701,1.0617021276595746,40.27291668234913,6.346094600803641
0.9619238476953907,1.0395833333333333,25.91262165512434,5.090444151066225
0.9819639278557114,1.0183673469387755,68.96939968171397,8.304781735946705
1.002004008016032,0.9980000000000001,101.30066723650704,10.064823259079468
1.0220440881763526,0.9784313725490197,34.81717606475364,5.900608109742049
1.0420841683366733,0.9596153846153846,15.557596175004784,3.9443118759810036
1.062124248496994,0.9415094339622642,28.340068459109897,5.3235390915358085
1.0821643286573146,0.924074074074074,31.427958396274814,5.60606443026432
1.1022044088176353,0.9072727272727272,58.96507602044392,7.67887205391807
1.122244488977956,0.8910714285714285,46.239944054269166,6.799995886342077
1.1422845691382766,0.875438596491228,27.56828136593354,5.250550577409339
1.1623246492985972,0.8603448275862069,43.773471260803376,6.616152300302901
1.1823647294589177,0.8457627118644069,30.835835374840595,5.5530023748275665
