Range (kN),Mean (kN),Cycles_TimeTrace,Cycles_Annual,Bin_Number,Damage_Contribution
65.65975376547658,1550.142988935034,0.5,157837.83783783784,4,0.0
168.4049075037019,1605.0400358681225,1.0,315675.6756756757,9,0.0
215.07982395333192,1624.8530240289617,0.5,157837.83783783784,11,0.0
63.828375134819,1518.8840863448604,1.0,315675.6756756757,4,0.0
115.4804132375366,1489.3744439820343,1.0,315675.6756756757,6,0.0
68.97060668175163,1366.5404520431186,1.0,315675.6756756757,4,0.0
162.93893008693635,1407.88466019402,1.0,315675.6756756757,9,0.0
43.30120562839761,1461.4013511619264,1.0,315675.6756756757,3,0.0
104.4815427812573,1412.3811093198547,1.0,315675.6756756757,6,0.0
150.82948546268517,1368.739189787794,1.0,315675.6756756757,8,0.0
218.51751939635528,1358.3242760719208,1.0,315675.6756756757,11,0.0
423.9655374025483,1443.7523353118781,1.0,315675.6756756757,22,0.0
170.63418271140586,1242.5061514842027,1.0,315675.6756756757,9,0.0
87.21313511036396,1180.9986770769558,1.0,315675.6756756757,5,0.0
197.4710539936616,1121.2866851253557,1.0,315675.6756756757,10,0.0
374.6744721480527,1158.6154553564415,1.0,315675.6756756757,19,0.0
116.45724220822285,1039.7093274906294,1.0,315675.6756756757,6,0.0
193.12547067615537,1038.2906092913554,1.0,315675.6756756757,10,0.0
1.558160023737969,1002.2409781147658,1.0,315675.6756756757,1,0.0
237.18295910075824,1049.6566891945172,1.0,315675.6756756757,12,0.0
166.9778580443915,1152.6827531004942,1.0,315675.6756756757,9,0.0
214.52199164077933,1137.8817377517244,1.0,315675.6756756757,11,0.0
154.4468228044159,1168.9971662247872,1.0,315675.6756756757,8,0.0
345.43918900229323,1102.8391168326411,1.0,315675.6756756757,18,0.0
88.40686388185782,1164.739120509466,1.0,315675.6756756757,5,0.0
223.75433133196407,1130.4078608615127,1.0,315675.6756756757,12,0.0
208.97924824034772,1345.817129324766,1.0,315675.6756756757,11,0.0
42.289067367492635,1377.8863911734684,1.0,315675.6756756757,3,0.0
55.76270581259064,1322.5619044760706,1.0,315675.6756756757,3,0.0
179.61036823172822,1368.906119888965,1.0,315675.6756756757,9,0.0
33.40910255274275,1429.1870795276582,1.0,315675.6756756757,2,0.0
241.37113662380762,1346.497506720185,1.0,315675.6756756757,13,0.0
116.8189610357058,1416.6405077997579,1.0,315675.6756756757,6,0.0
95.96613327947534,1487.8048362155857,1.0,315675.6756756757,5,0.0
890.7314288439197,1287.0272215836678,0.5,157837.83783783784,45,0.0
20.60934292594129,1529.8628295924411,1.0,315675.6756756757,2,0.0
73.39751502874378,1478.7108242661193,1.0,315675.6756756757,4,0.0
8.89773171138927,1589.3764163742653,1.0,315675.6756756757,1,0.0
198.78449476161745,1504.4942682968385,1.0,315675.6756756757,10,0.0
316.42799649518884,1490.9694282244145,1.0,315675.6756756757,16,0.0
66.53171542886707,1350.4618963476669,1.0,315675.6756756757,4,0.0
376.71563196522857,1472.2274737845062,1.0,315675.6756756757,19,0.0
482.5525034341413,1511.2889530176221,1.0,315675.6756756757,25,0.0
119.63020253074546,1257.2720892878567,1.0,315675.6756756757,6,0.0
168.615324442389,1240.5051465447716,1.0,315675.6756756757,9,0.0
169.75072122639563,1246.066957820697,1.0,315675.6756756757,9,0.0
296.87862070274355,1286.027740076575,1.0,315675.6756756757,15,0.0
297.0832719234968,1250.8968111683882,1.0,315675.6756756757,15,0.0
10.794614836063147,1223.5083352316065,1.0,315675.6756756757,1,0.0
236.57601578176036,1147.6463943302717,1.0,315675.6756756757,12,0.0
258.68690411089005,1085.160235341381,1.0,315675.6756756757,13,0.0
128.3155040369785,1040.294487111814,1.0,315675.6756756757,7,0.0
276.197323411115,1092.0385055335817,1.0,315675.6756756757,14,0.0
188.51618745576434,1039.2023199529137,1.0,315675.6756756757,10,0.0
259.61362804619,1104.4363815128065,1.0,315675.6756756757,13,0.0
27.42021493004131,1229.168775877019,1.0,315675.6756756757,2,0.0
12.362349328828941,1131.6861671613146,1.0,315675.6756756757,1,0.0
105.71798412065186,1161.7916003154783,1.0,315675.6756756757,6,0.0
325.25791422233794,1168.6795119808335,1.0,315675.6756756757,17,0.0
189.7116551419781,1237.2994514521245,1.0,315675.6756756757,10,0.0
51.71134909505736,1300.081620597201,1.0,315675.6756756757,3,0.0
242.61511911960815,1314.6346667127207,1.0,315675.6756756757,13,0.0
182.5516735965839,1323.684491931177,1.0,315675.6756756757,10,0.0
135.5285806064835,1378.5498766230523,1.0,315675.6756756757,7,0.0
86.53510310468027,1421.1377287428609,1.0,315675.6756756757,5,0.0
348.9196085894464,1326.7999596108382,1.0,315675.6756756757,18,0.0
35.46368382028618,1556.6086821238496,1.0,315675.6756756757,2,0.0
280.9083812380886,1524.5658063707597,1.0,315675.6756756757,15,0.0
850.2376102856203,1335.0305394452566,1.0,315675.6756756757,43,0.0
65.58454845691335,1557.615579672061,1.0,315675.6756756757,4,0.0
157.36705140503227,1496.1795649676462,1.0,315675.6756756757,8,0.0
49.82748345840446,1420.754585243742,1.0,315675.6756756757,3,0.0
351.6722222814042,1534.3621813499847,1.0,315675.6756756757,18,0.0
263.55190355961713,1429.2866148813641,1.0,315675.6756756757,14,0.0
292.1667125966351,1422.371101424183,1.0,315675.6756756757,15,0.0
203.54760445805664,1376.0066202869075,1.0,315675.6756756757,11,0.0
41.467255522757114,1269.9904498426004,1.0,315675.6756756757,3,0.0
241.40043750196173,1348.088716990326,1.0,315675.6756756757,13,0.0
70.28745153708155,1199.4323721859537,1.0,315675.6756756757,4,0.0
153.96050876033019,1201.1835421087817,1.0,315675.6756756757,8,0.0
316.01678946464517,1200.9711393773355,1.0,315675.6756756757,16,0.0
63.648999339618285,1078.7749769000393,1.0,315675.6756756757,4,0.0
279.32967329404664,1182.0767670151042,1.0,315675.6756756757,14,0.0
294.08693610784894,1089.627155638434,1.0,315675.6756756757,15,0.0
97.17175550166996,1037.2552049588082,1.0,315675.6756756757,5,0.0
177.9584454200966,1064.2227363506645,1.0,315675.6756756757,9,0.0
328.8142278967583,1055.01527063884,1.0,315675.6756756757,17,0.0
1136.3665414597372,1409.8447778915765,0.5,157837.83783783784,50,0.0
149.44612069622303,1010.8850608308461,1.0,315675.6756756757,8,0.0
167.43382534061493,1114.8839619319865,1.0,315675.6756756757,9,0.0
37.445316059565585,1189.6829595193822,1.0,315675.6756756757,2,0.0
113.25090782006214,1169.5335297611218,1.0,315675.6756756757,6,0.0
335.8676814704784,1112.099281382336,1.0,315675.6756756757,17,0.0
367.54341314687747,1105.5724578198892,1.0,315675.6756756757,19,0.0
294.1266397957388,1340.1210947997463,1.0,315675.6756756757,15,0.0
65.25228096487399,1322.375319032946,1.0,315675.6756756757,4,0.0
197.21370743216448,1322.8845185154075,1.0,315675.6756756757,10,0.0
168.51462896792827,1396.3262013363033,1.0,315675.6756756757,9,0.0
75.27844304671453,1496.314455121268,1.0,315675.6756756757,4,0.0
462.7398984293782,1312.8491430584686,1.0,315675.6756756757,24,0.0
168.05707393242574,1468.240420475991,1.0,315675.6756756757,9,0.0
74.72334988333978,1566.732114523855,1.0,315675.6756756757,4,0.0
136.84539272198754,1533.783754628062,1.0,315675.6756756757,7,0.0
