Range (kN),Mean (kN),Cycles_TimeTrace,Cycles_Annual,Bin_Number,Damage_Contribution
10.0,1239.5429796608762,16.0,5050810.810810811,1,0.0
30.0,1247.826421655464,23.0,7260540.540540541,2,0.0
50.0,1251.879985395821,18.0,5682162.162162162,3,0.0
70.0,1303.284234273913,25.0,7891891.891891892,4,0.0
90.0,1308.0266757705406,16.5,5208648.6486486485,5,0.0
110.0,1278.0712436304348,26.0,8207567.567567567,6,0.0
130.0,1315.294363726392,24.0,7576216.216216216,7,0.0
150.0,1312.9013493502564,25.0,7891891.891891892,8,0.0
170.0,1254.522824711087,20.0,6313513.513513514,9,0.0
190.0,1312.6500562641215,18.0,5682162.162162162,10,0.0
210.0,1249.4506838760772,19.0,5997837.837837838,11,0.0
230.0,1261.29899902401,18.0,5682162.162162162,12,0.0
250.0,1290.7926867696995,10.0,3156756.756756757,13,0.0
270.0,1266.4893846263976,11.0,3472432.4324324327,14,0.0
290.0,1267.6484385851013,10.0,3156756.756756757,15,0.0
310.0,1271.317273964558,9.0,2841081.081081081,16,0.0
330.0,1217.2989437816757,6.0,1894054.054054054,17,0.0
350.0,1206.5540576442727,8.0,2525405.4054054054,18,0.0
370.0,1294.4008470125473,8.0,2525405.4054054054,19,0.0
390.0,1291.8795885558752,2.0,631351.3513513514,20,0.0
410.0,1255.3892947163083,3.5,1104864.8648648649,21,0.0
430.0,1229.7223908935164,4.5,1420540.5405405406,22,0.0
450.0,1342.444819002329,3.5,1104864.8648648649,23,0.0
470.0,1156.4359529801688,3.0,947027.027027027,24,0.0
490.0,0.0,0.0,0.0,25,0.0
510.0,0.0,0.0,0.0,26,0.0
530.0,1442.6663308495772,1.0,315675.6756756757,27,0.0
550.0,0.0,0.0,0.0,28,0.0
570.0,0.0,0.0,0.0,29,0.0
590.0,0.0,0.0,0.0,30,0.0
610.0,0.0,0.0,0.0,31,0.0
630.0,1053.9427747510713,0.5,157837.83783783784,32,0.0
650.0,0.0,0.0,0.0,33,0.0
670.0,0.0,0.0,0.0,34,0.0
690.0,0.0,0.0,0.0,35,0.0
710.0,0.0,0.0,0.0,36,0.0
730.0,0.0,0.0,0.0,37,0.0
750.0,0.0,0.0,0.0,38,0.0
770.0,1306.214213897231,1.0,315675.6756756757,39,0.0
790.0,0.0,0.0,0.0,40,0.0
810.0,1299.1780277683863,1.0,315675.6756756757,41,0.0
830.0,1310.3468975396718,1.0,315675.6756756757,42,0.0
850.0,0.0,0.0,0.0,43,0.0
870.0,1302.908238811342,1.0,315675.6756756757,44,0.0
890.0,0.0,0.0,0.0,45,0.0
910.0,1230.1197950438604,1.0,315675.6756756757,46,0.0
930.0,1316.160842873293,1.0,315675.6756756757,47,0.0
950.0,1237.730357606427,0.5,157837.83783783784,48,0.0
970.0,1251.115128921103,1.0,315675.6756756757,49,0.0
990.0,0.0,0.0,0.0,50,0.0
