Range (kN),Mean (kN),Cycles_TimeTrace,Cycles_Annual,Bin_Number,Damage_Contribution
10.0,611.3682066453684,43.5,13731891.891891893,1,0.0
30.0,627.6524099402928,36.5,11522162.162162162,2,0.0
50.0,626.2014116239915,45.0,14205405.405405406,3,0.0
70.0,618.3038936905526,43.0,13574054.054054054,4,0.0
90.0,619.4300860187869,35.0,11048648.64864865,5,0.0
110.0,654.1455799363681,31.0,9785945.945945946,6,0.0
130.0,626.3732606073067,23.0,7260540.540540541,7,0.0
150.0,613.2567254067474,21.0,6629189.189189189,8,0.0
170.0,608.5363696882024,12.5,3945945.945945946,9,0.0
190.0,621.6629963627294,13.0,4103783.7837837837,10,0.0
210.0,615.0631767230499,6.5,2051891.8918918918,11,0.0
230.0,603.8900419722315,5.0,1578378.3783783785,12,0.0
250.0,615.86734162754,1.0,315675.6756756757,13,0.0
270.0,0.0,0.0,0.0,14,0.0
290.0,0.0,0.0,0.0,15,0.0
310.0,0.0,0.0,0.0,16,0.0
330.0,0.0,0.0,0.0,17,0.0
350.0,614.3574877952155,1.0,315675.6756756757,18,0.0
370.0,633.320553375414,0.5,157837.83783783784,19,0.0
390.0,626.0892097415136,6.5,2051891.8918918918,20,0.0
410.0,0.0,0.0,0.0,21,0.0
430.0,0.0,0.0,0.0,22,0.0
450.0,615.1573185906299,1.5,473513.5135135135,23,0.0
470.0,619.5198247905748,0.5,157837.83783783784,24,0.0
490.0,0.0,0.0,0.0,25,0.0
510.0,0.0,0.0,0.0,26,0.0
530.0,0.0,0.0,0.0,27,0.0
550.0,0.0,0.0,0.0,28,0.0
570.0,0.0,0.0,0.0,29,0.0
590.0,0.0,0.0,0.0,30,0.0
610.0,0.0,0.0,0.0,31,0.0
630.0,0.0,0.0,0.0,32,0.0
650.0,0.0,0.0,0.0,33,0.0
670.0,0.0,0.0,0.0,34,0.0
690.0,0.0,0.0,0.0,35,0.0
710.0,0.0,0.0,0.0,36,0.0
730.0,0.0,0.0,0.0,37,0.0
750.0,0.0,0.0,0.0,38,0.0
770.0,0.0,0.0,0.0,39,0.0
790.0,0.0,0.0,0.0,40,0.0
810.0,0.0,0.0,0.0,41,0.0
830.0,0.0,0.0,0.0,42,0.0
850.0,0.0,0.0,0.0,43,0.0
870.0,0.0,0.0,0.0,44,0.0
890.0,0.0,0.0,0.0,45,0.0
910.0,0.0,0.0,0.0,46,0.0
930.0,0.0,0.0,0.0,47,0.0
950.0,0.0,0.0,0.0,48,0.0
970.0,0.0,0.0,0.0,49,0.0
990.0,0.0,0.0,0.0,50,0.0
