Range (kN),Mean (kN),Cycles_TimeTrace,Cycles_Annual,Bin_Number,Damage_Contribution
0.4451523858396058,176.81429949385932,1.0,315675.6756756757,1,0.0
34.413150347895396,178.2531865227738,0.5,157837.83783783784,2,0.0
21.49587855448266,170.12724422700748,1.0,315675.6756756757,2,0.0
36.220861905481,177.349330743981,0.5,157837.83783783784,2,0.0
21.26735710069906,196.33949541738178,1.0,315675.6756756757,2,0.0
13.619440662204227,208.1202806654658,1.0,315675.6756756757,1,0.0
38.00959670587471,212.26902967075142,1.0,315675.6756756757,2,0.0
18.398318732804597,214.93583227380458,1.0,315675.6756756757,1,0.0
30.135661192943417,211.94104087382254,1.0,315675.6756756757,2,0.0
14.313249078126205,215.16215261432185,1.0,315675.6756756757,1,0.0
39.582192423339336,209.6571087090399,1.0,315675.6756756757,2,0.0
13.723613897813209,195.1396893023633,1.0,315675.6756756757,1,0.0
49.931118667731226,205.45675036068837,1.0,315675.6756756757,3,0.0
21.26162125568308,191.06129084916114,1.0,315675.6756756757,2,0.0
6.594095675348058,187.73739342382146,1.0,315675.6756756757,1,0.0
17.071154014911627,189.2545465212699,1.0,315675.6756756757,1,0.0
35.368947922736766,194.15488593695346,1.0,315675.6756756757,2,0.0
0.1077792469220924,169.8295949763006,1.0,315675.6756756757,1,0.0
23.577549595031,179.03761569439257,1.0,315675.6756756757,2,0.0
31.23634122181886,177.2308385802846,1.0,315675.6756756757,2,0.0
86.31350392379011,202.39565175313555,0.5,157837.83783783784,5,0.0
24.217109446118627,159.671102931288,1.0,315675.6756756757,2,0.0
29.95953427343491,165.54506849990838,1.0,315675.6756756757,2,0.0
10.155941092976576,161.84134230505458,1.0,315675.6756756757,1,0.0
55.700261461671516,165.38783886212127,1.0,315675.6756756757,3,0.0
47.93673421800594,167.01580146251766,1.0,315675.6756756757,3,0.0
8.694661533097644,188.03928158654927,1.0,315675.6756756757,1,0.0
26.99419046902193,187.54272253250267,1.0,315675.6756756757,2,0.0
18.891732143594453,156.66811275237887,1.0,315675.6756756757,1,0.0
14.889028625437277,176.85455265256633,1.0,315675.6756756757,1,0.0
14.753923267786234,182.34789392017728,1.0,315675.6756756757,1,0.0
72.23966204541645,175.2070894479038,1.0,315675.6756756757,4,0.0
19.776671083034387,215.9352311827665,1.0,315675.6756756757,1,0.0
34.23148936389913,212.37610419293284,1.0,315675.6756756757,2,0.0
16.531217631453927,206.64456364794654,1.0,315675.6756756757,1,0.0
21.198582546119724,190.50206950139145,1.0,315675.6756756757,2,0.0
0.05998145737780192,197.76873965946191,1.0,315675.6756756757,1,0.0
29.676546471113966,208.99323404329553,1.0,315675.6756756757,2,0.0
37.86259062333565,205.9169173371207,1.0,315675.6756756757,2,0.0
30.215100366738312,191.16267975853418,1.0,315675.6756756757,2,0.0
22.208786158077572,173.2023880313066,1.0,315675.6756756757,2,0.0
74.58530466846832,189.9207494574536,1.0,315675.6756756757,4,0.0
0.5383457504946421,178.94251756975882,1.0,315675.6756756757,1,0.0
31.92702428004364,174.19641766115723,1.0,315675.6756756757,2,0.0
35.94434876911896,198.06787716043092,1.0,315675.6756756757,2,0.0
28.77464629992977,167.08738924872242,1.0,315675.6756756757,2,0.0
70.941782169605,186.81613309193762,1.0,315675.6756756757,4,0.0
1.540281919951184,162.0257348179727,1.0,315675.6756756757,1,0.0
17.2502964906339,155.5742724126045,1.0,315675.6756756757,1,0.0
1.7257487362223003,173.49971769666985,1.0,315675.6756756757,1,0.0
1.1649424726747668,177.3482892898582,1.0,315675.6756756757,1,0.0
21.76417171232265,177.95595726263306,1.0,315675.6756756757,2,0.0
50.433659940847036,167.16961108140447,1.0,315675.6756756757,3,0.0
110.99334416785143,187.3009254463824,1.0,315675.6756756757,6,0.0
33.91556185174417,152.4169349164111,1.0,315675.6756756757,2,0.0
17.41275714262821,159.93244690929328,1.0,315675.6756756757,1,0.0
33.33636647103643,157.0094582341739,1.0,315675.6756756757,2,0.0
11.81058291300522,179.36627089261907,1.0,315675.6756756757,1,0.0
27.273402642911122,186.86917878587553,1.0,315675.6756756757,2,0.0
5.3598068932875265,189.2596756038663,1.0,315675.6756756757,1,0.0
2.7273729347900826,172.8303453566337,1.0,315675.6756756757,1,0.0
28.996602366498024,181.0681411075799,1.0,315675.6756756757,2,0.0
64.2832765404427,183.63292836454127,1.0,315675.6756756757,4,0.0
24.64889694404576,205.47888283494729,1.0,315675.6756756757,2,0.0
1.5154653642958351,215.17441865195048,1.0,315675.6756756757,1,0.0
54.278158608620146,207.66721169374205,1.0,315675.6756756757,3,0.0
20.59646519744186,200.73563547102304,1.0,315675.6756756757,2,0.0
37.91801272948737,199.76646984749232,1.0,315675.6756756757,2,0.0
4.267990150161381,205.13682402042812,1.0,315675.6756756757,1,0.0
30.34615235230899,207.36723633765675,1.0,315675.6756756757,2,0.0
26.391813362414524,212.81033408413248,1.0,315675.6756756757,2,0.0
32.30688819509584,202.65810597383003,1.0,315675.6756756757,2,0.0
53.038919422542136,200.31951566952625,1.0,315675.6756756757,3,0.0
2.4947315412748594,195.88957553715062,1.0,315675.6756756757,1,0.0
19.903576625240618,194.58568942068672,1.0,315675.6756756757,1,0.0
9.682521628670031,186.28575405977094,1.0,315675.6756756757,1,0.0
4.3456444446462115,176.35624837709477,1.0,315675.6756756757,1,0.0
37.389561324483594,186.92766304029163,1.0,315675.6756756757,2,0.0
21.247172333166986,161.51773086513887,1.0,315675.6756756757,2,0.0
19.405192867941082,166.39241058818078,1.0,315675.6756756757,1,0.0
19.810427998504338,181.72278254384833,1.0,315675.6756756757,1,0.0
13.005147476582238,179.16436217385797,1.0,315675.6756756757,1,0.0
9.81425727212175,158.63635807328296,1.0,315675.6756756757,1,0.0
46.611786176045484,170.55872790119525,1.0,315675.6756756757,3,0.0
