Range (kN),Mean (kN),Cycles_TimeTrace,Cycles_Annual,Bin_Number,Damage_Contribution
7.687243624126523,228.1876617291116,0.5,157837.83783783784,1,0.0
11.94329871876144,230.31568927642905,0.5,157837.83783783784,1,0.0
13.32771725082128,229.62348001039913,0.5,157837.83783783784,1,0.0
24.66643941305057,235.2928410915138,0.5,157837.83783783784,2,0.0
22.85948340914075,206.29844032186162,1.0,315675.6756756757,2,0.0
11.0252890889671,184.36916952904755,1.0,315675.6756756757,1,0.0
10.095626772659728,195.0739130454485,1.0,315675.6756756757,1,0.0
17.050084022706216,214.76159483339097,1.0,315675.6756756757,1,0.0
14.551841111697968,200.68772532775813,1.0,315675.6756756757,1,0.0
12.727220967861143,180.6802357698432,1.0,315675.6756756757,1,0.0
11.895235687791455,170.37653720612053,1.0,315675.6756756757,1,0.0
70.31280516117883,199.408281085919,1.0,315675.6756756757,4,0.0
11.495424987515435,189.1428633127004,1.0,315675.6756756757,1,0.0
8.9694225434867,176.80081727001786,1.0,315675.6756756757,1,0.0
20.206131012531785,175.222578958554,1.0,315675.6756756757,2,0.0
2.7287170026149,153.8284691032813,1.0,315675.6756756757,1,0.0
12.054616083746481,150.89281303099312,1.0,315675.6756756757,1,0.0
25.46397708641385,157.7514098068375,1.0,315675.6756756757,2,0.0
28.50027524740804,157.3805927350478,1.0,315675.6756756757,2,0.0
22.75116207120672,171.4436452130867,1.0,315675.6756756757,2,0.0
22.316985492576293,168.13827516597783,1.0,315675.6756756757,2,0.0
7.618816211806177,158.2873770515096,1.0,315675.6756756757,1,0.0
52.99236233238378,165.94681386303876,1.0,315675.6756756757,3,0.0
71.15002663454408,171.9229862395019,1.0,315675.6756756757,4,0.0
14.537017902314119,156.89016703002235,1.0,315675.6756756757,1,0.0
25.68052712814088,175.56768088726807,1.0,315675.6756756757,2,0.0
17.92915473417989,201.90480459158834,1.0,315675.6756756757,1,0.0
7.018933612319046,190.96670675457295,1.0,315675.6756756757,1,0.0
12.33534902841464,190.22238206897674,1.0,315675.6756756757,1,0.0
6.759261177754013,183.15809416056288,1.0,315675.6756756757,1,0.0
14.13891606603704,189.05923519108188,1.0,315675.6756756757,1,0.0
24.143038985508923,198.4977950899176,1.0,315675.6756756757,2,0.0
50.3648977316156,193.8314210838641,1.0,315675.6756756757,3,0.0
13.39790415489935,224.7353993215591,1.0,315675.6756756757,1,0.0
23.843558658649386,223.70890324071758,1.0,315675.6756756757,2,0.0
115.95000559453908,189.65105800076952,0.5,157837.83783783784,6,0.0
14.61370010823137,216.21691292511105,1.0,315675.6756756757,1,0.0
25.55188302196595,205.8005776561203,1.0,315675.6756756757,2,0.0
44.20067268689775,207.5218989807288,1.0,315675.6756756757,3,0.0
17.838201218653438,222.45708678800264,1.0,315675.6756756757,1,0.0
8.594365871709812,192.6171173794678,1.0,315675.6756756757,1,0.0
48.47598181052828,212.34213892835157,1.0,315675.6756756757,3,0.0
61.98261699339838,208.0577949733261,1.0,315675.6756756757,4,0.0
5.873073473828697,178.8907198765001,1.0,315675.6756756757,1,0.0
15.898680759187272,175.61260920590956,1.0,315675.6756756757,1,0.0
21.440204994732653,181.81737393415955,1.0,315675.6756756757,2,0.0
39.50097985627704,178.6994740319501,1.0,315675.6756756757,2,0.0
3.185811340106625,188.4384782109521,1.0,315675.6756756757,1,0.0
27.05962791464316,178.71382507744298,1.0,315675.6756756757,2,0.0
57.402842254341095,185.4022302910529,1.0,315675.6756756757,3,0.0
44.79292586042294,166.21990490670564,1.0,315675.6756756757,3,0.0
17.15076871256801,156.3893805569806,1.0,315675.6756756757,1,0.0
15.972269086848229,160.06924837141838,1.0,315675.6756756757,1,0.0
45.35645991287274,157.3080235238994,1.0,315675.6756756757,3,0.0
50.98280623377602,176.0537134885215,1.0,315675.6756756757,3,0.0
2.8819557375678073,196.79550921403538,1.0,315675.6756756757,1,0.0
5.657309690124379,154.9580761664849,1.0,315675.6756756757,1,0.0
18.031381206000532,157.12672824308993,1.0,315675.6756756757,1,0.0
23.548414360388506,173.32277342929746,1.0,315675.6756756757,2,0.0
54.519602971338855,174.72852062021082,1.0,315675.6756756757,3,0.0
16.080803659242548,195.9494419744944,1.0,315675.6756756757,1,0.0
12.602719699615733,177.01438995508317,1.0,315675.6756756757,1,0.0
15.955583273844951,188.47230654201655,1.0,315675.6756756757,1,0.0
54.816158599036555,189.5848681857526,1.0,315675.6756756757,3,0.0
13.253526296130502,213.3224141257292,1.0,315675.6756756757,1,0.0
35.45797386929806,223.40511740717443,1.0,315675.6756756757,2,0.0
116.36689112108053,190.73800497410159,1.0,315675.6756756757,6,0.0
5.384685385010812,204.17800512427672,1.0,315675.6756756757,1,0.0
11.858651420302522,204.63795625002925,1.0,315675.6756756757,1,0.0
28.3660396521322,201.66298522204275,1.0,315675.6756756757,2,0.0
9.424963606909557,195.38684035313582,1.0,315675.6756756757,1,0.0
