Range (kN),Mean (kN),Cycles_TimeTrace,Cycles_Annual,Bin_Number,Damage_Contribution
4.396363980792927,209.79493189836035,1.0,315675.6756756757,1,0.0
13.125006021286197,203.94056740108914,1.0,315675.6756756757,1,0.0
37.75126375558989,213.62013586247915,0.5,157837.83783783784,2,0.0
36.3080758584,194.2915919590184,1.0,315675.6756756757,2,0.0
20.056953855992788,173.7449906009335,1.0,315675.6756756757,2,0.0
34.08424102599113,171.7209716863366,1.0,315675.6756756757,2,0.0
11.925437691705469,188.63279327103743,1.0,315675.6756756757,1,0.0
11.919806591484871,200.34390503227388,1.0,315675.6756756757,1,0.0
70.16151871441414,172.2400648194278,1.0,315675.6756756757,4,0.0
12.53461625731694,154.70102834596088,1.0,315675.6756756757,1,0.0
7.824553655669263,167.12498932119482,1.0,315675.6756756757,1,0.0
10.802946430880553,169.23467744578545,1.0,315675.6756756757,1,0.0
9.448540422901743,160.1501473149101,1.0,315675.6756756757,1,0.0
31.519847327798857,162.13963922033759,1.0,315675.6756756757,2,0.0
59.27828676892747,163.9953880121859,1.0,315675.6756756757,3,0.0
68.1361540940058,167.14904255245094,1.0,315675.6756756757,4,0.0
12.212899671147056,146.64532319697804,1.0,315675.6756756757,1,0.0
14.490636894710207,175.2471497773647,1.0,315675.6756756757,1,0.0
10.654338520072997,189.23892083247358,1.0,315675.6756756757,1,0.0
3.9482805014731923,181.7952061563534,1.0,315675.6756756757,1,0.0
28.119483390302122,184.77982450699835,1.0,315675.6756756757,2,0.0
23.207312905089708,187.4948558389765,1.0,315675.6756756757,2,0.0
16.736146024207784,187.2818208742313,1.0,315675.6756756757,1,0.0
37.659512078034,186.8592676359046,1.0,315675.6756756757,2,0.0
16.693156100157296,210.71246003101734,1.0,315675.6756756757,1,0.0
6.604581467876358,205.7164478554643,1.0,315675.6756756757,1,0.0
36.11942817032909,198.3467844795743,1.0,315675.6756756757,2,0.0
20.288903747006486,195.70834830426233,1.0,315675.6756756757,2,0.0
34.48898685383895,201.85097629769473,1.0,315675.6756756757,2,0.0
29.837425384580058,208.63592123460964,1.0,315675.6756756757,2,0.0
46.308740997793905,203.1741448563167,1.0,315675.6756756757,3,0.0
101.26292682822455,181.8643043261618,0.5,157837.83783783784,6,0.0
15.31560575621856,225.62522174954313,1.0,315675.6756756757,1,0.0
40.69042360133682,214.95041051812464,1.0,315675.6756756757,3,0.0
30.19066740128241,198.3129759886607,1.0,315675.6756756757,2,0.0
9.881732715117408,172.33712441212185,1.0,315675.6756756757,1,0.0
2.2945770505775727,178.8358906996769,1.0,315675.6756756757,1,0.0
24.50443369340934,180.37462671446823,1.0,315675.6756756757,2,0.0
11.20186621434516,190.5957978723831,1.0,315675.6756756757,1,0.0
64.96886613039922,188.07350105238072,1.0,315675.6756756757,4,0.0
51.70807042090385,170.90658505276832,1.0,315675.6756756757,3,0.0
23.434749428967336,160.09073554037442,1.0,315675.6756756757,2,0.0
23.289444089011,161.24455228932737,1.0,315675.6756756757,2,0.0
4.71631257907768,173.95936470653783,1.0,315675.6756756757,1,0.0
26.564871683910155,169.51402530871917,1.0,315675.6756756757,2,0.0
