Range (kN),Mean (kN),Cycles_TimeTrace,Cycles_Annual,Bin_Number,Damage_Contribution
10.0,1282.3228127715151,18.5,5840000.0,1,0.0
30.0,1240.645724575513,14.0,4419459.459459459,2,0.0
50.0,1320.3729968341902,22.0,6944864.864864865,3,0.0
70.0,1288.1146299997602,15.5,4892972.972972973,4,0.0
90.0,1320.543936875226,23.0,7260540.540540541,5,0.0
110.0,1272.9465532692218,16.0,5050810.810810811,6,0.0
130.0,1292.7836572839658,23.0,7260540.540540541,7,0.0
150.0,1281.3322533148273,28.0,8838918.918918919,8,0.0
170.0,1321.7301753833306,15.0,4735135.135135136,9,0.0
190.0,1190.0579497388494,15.0,4735135.135135136,10,0.0
210.0,1387.2334448611612,10.0,3156756.756756757,11,0.0
230.0,1319.1637439492715,18.0,5682162.162162162,12,0.0
250.0,1344.8412788430978,11.0,3472432.4324324327,13,0.0
270.0,1270.362635516725,13.0,4103783.7837837837,14,0.0
290.0,1297.6653359172574,12.0,3788108.108108108,15,0.0
310.0,1302.121908127307,14.0,4419459.459459459,16,0.0
330.0,1271.481706847218,10.0,3156756.756756757,17,0.0
350.0,1276.3290442963266,4.0,1262702.7027027027,18,0.0
370.0,1259.215874969133,11.0,3472432.4324324327,19,0.0
390.0,1380.9013385031717,5.0,1578378.3783783785,20,0.0
410.0,1447.99796929573,4.0,1262702.7027027027,21,0.0
430.0,1209.536084147309,3.0,947027.027027027,22,0.0
450.0,1175.0520420200721,3.0,947027.027027027,23,0.0
470.0,1431.247718364091,1.0,315675.6756756757,24,0.0
490.0,1204.8574224353733,3.0,947027.027027027,25,0.0
510.0,1218.9879854302037,1.0,315675.6756756757,26,0.0
530.0,1277.7305025009605,1.0,315675.6756756757,27,0.0
550.0,0.0,0.0,0.0,28,0.0
570.0,0.0,0.0,0.0,29,0.0
590.0,0.0,0.0,0.0,30,0.0
610.0,0.0,0.0,0.0,31,0.0
630.0,0.0,0.0,0.0,32,0.0
650.0,0.0,0.0,0.0,33,0.0
670.0,0.0,0.0,0.0,34,0.0
690.0,0.0,0.0,0.0,35,0.0
710.0,0.0,0.0,0.0,36,0.0
730.0,0.0,0.0,0.0,37,0.0
750.0,0.0,0.0,0.0,38,0.0
770.0,1274.7495007466416,1.5,473513.5135135135,39,0.0
790.0,0.0,0.0,0.0,40,0.0
810.0,1324.4468344942363,0.5,157837.83783783784,41,0.0
830.0,1301.480139204179,2.5,789189.1891891892,42,0.0
850.0,1281.0343789612964,1.0,315675.6756756757,43,0.0
870.0,1282.2111428007968,1.5,473513.5135135135,44,0.0
890.0,1318.7743260160082,1.0,315675.6756756757,45,0.0
910.0,0.0,0.0,0.0,46,0.0
930.0,0.0,0.0,0.0,47,0.0
950.0,0.0,0.0,0.0,48,0.0
970.0,1278.7928333754048,0.5,157837.83783783784,49,0.0
990.0,1289.4499170511174,0.5,157837.83783783784,50,0.0
