Range (kN),Mean (kN),Cycles_TimeTrace,Cycles_Annual,Bin_Number,Damage_Contribution
10.0,1227.0773669781147,20.0,6313513.513513514,1,0.0
30.0,1263.7158562714271,21.0,6629189.189189189,2,0.0
50.0,1334.7253795865743,17.5,5524324.324324325,3,0.0
70.0,1343.468660661903,25.0,7891891.891891892,4,0.0
90.0,1288.6920552966924,15.0,4735135.135135136,5,0.0
110.0,1204.3447017209164,12.0,3788108.108108108,6,0.0
130.0,1247.2204492871795,19.0,5997837.837837838,7,0.0
150.0,1325.567326180661,19.0,5997837.837837838,8,0.0
170.0,1312.587853808365,19.5,6155675.675675676,9,0.0
190.0,1293.1642574151563,20.0,6313513.513513514,10,0.0
210.0,1244.9164552968612,19.0,5997837.837837838,11,0.0
230.0,1320.0863412566262,23.5,7418378.378378378,12,0.0
250.0,1289.945700543185,10.0,3156756.756756757,13,0.0
270.0,1251.4204977407735,10.0,3156756.756756757,14,0.0
290.0,1359.2534982779775,8.0,2525405.4054054054,15,0.0
310.0,1224.4245106534509,14.0,4419459.459459459,16,0.0
330.0,1253.8252897255893,5.0,1578378.3783783785,17,0.0
350.0,1298.5715415050786,7.0,2209729.7297297297,18,0.0
370.0,1288.8109781788928,9.0,2841081.081081081,19,0.0
390.0,1378.5383199775745,5.0,1578378.3783783785,20,0.0
410.0,1146.07831238789,4.0,1262702.7027027027,21,0.0
430.0,1335.8557316376298,5.5,1736216.2162162163,22,0.0
450.0,1063.687950163951,1.0,315675.6756756757,23,0.0
470.0,1394.7674293723805,1.5,473513.5135135135,24,0.0
490.0,1418.5949174625703,1.0,315675.6756756757,25,0.0
510.0,1139.2382905454228,1.0,315675.6756756757,26,0.0
530.0,0.0,0.0,0.0,27,0.0
550.0,1095.5319918474893,2.0,631351.3513513514,28,0.0
570.0,1241.5771687611946,0.5,157837.83783783784,29,0.0
590.0,0.0,0.0,0.0,30,0.0
610.0,0.0,0.0,0.0,31,0.0
630.0,0.0,0.0,0.0,32,0.0
650.0,0.0,0.0,0.0,33,0.0
670.0,0.0,0.0,0.0,34,0.0
690.0,0.0,0.0,0.0,35,0.0
710.0,0.0,0.0,0.0,36,0.0
730.0,1305.9085780537066,1.0,315675.6756756757,37,0.0
750.0,0.0,0.0,0.0,38,0.0
770.0,0.0,0.0,0.0,39,0.0
790.0,0.0,0.0,0.0,40,0.0
810.0,1313.8030399926258,2.5,789189.1891891892,41,0.0
830.0,0.0,0.0,0.0,42,0.0
850.0,1242.4493254408137,1.0,315675.6756756757,43,0.0
870.0,0.0,0.0,0.0,44,0.0
890.0,0.0,0.0,0.0,45,0.0
910.0,1298.5530520669597,1.0,315675.6756756757,46,0.0
930.0,1269.9732128194019,1.0,315675.6756756757,47,0.0
950.0,1313.2073328654776,0.5,157837.83783783784,48,0.0
970.0,0.0,0.0,0.0,49,0.0
990.0,0.0,0.0,0.0,50,0.0
