Range (kN),Mean (kN),Cycles_TimeTrace,Cycles_Annual,Bin_Number,Damage_Contribution
1.5869201525007384,193.49463776723252,0.5,157837.83783783784,1,0.0
6.855014189396144,216.075204512254,1.0,315675.6756756757,1,0.0
29.9563185309662,207.67933695646525,0.5,157837.83783783784,2,0.0
27.14316059583868,197.33710450665808,1.0,315675.6756756757,2,0.0
38.90126262320106,203.2068649103478,0.5,157837.83783783784,2,0.0
26.380613009029247,217.9185622179795,1.0,315675.6756756757,2,0.0
5.850760537112251,211.1940477320928,1.0,315675.6756756757,1,0.0
69.79489165027775,218.65367942388616,0.5,157837.83783783784,4,0.0
5.294606263613446,177.35306177109777,1.0,315675.6756756757,1,0.0
8.882576410515924,168.02099480034948,1.0,315675.6756756757,1,0.0
9.980131854216296,175.55003741596164,1.0,315675.6756756757,1,0.0
27.08463164461952,191.1812513100229,1.0,315675.6756756757,2,0.0
21.92573648542873,176.98397487146403,1.0,315675.6756756757,2,0.0
54.87759868163354,179.17886492656947,1.0,315675.6756756757,3,0.0
12.835488567008184,156.27943502056843,1.0,315675.6756756757,1,0.0
18.364503496527163,138.37018303702496,1.0,315675.6756756757,1,0.0
10.427736052973671,145.92240109776122,1.0,315675.6756756757,1,0.0
3.6059217036255404,161.1975869640267,1.0,315675.6756756757,1,0.0
17.012591477624312,165.598424192434,1.0,315675.6756756757,1,0.0
46.531772451568656,160.9456646811673,1.0,315675.6756756757,3,0.0
2.9538660767888416,147.2330434669894,1.0,315675.6756756757,1,0.0
17.860314056377263,174.42548437064193,1.0,315675.6756756757,1,0.0
41.18850117636137,163.00097418252665,1.0,315675.6756756757,3,0.0
1.530770304935686,197.51501217238575,1.0,315675.6756756757,1,0.0
68.44203443603496,171.52435852014395,1.0,315675.6756756757,4,0.0
34.03172091597446,192.32328631701938,1.0,315675.6756756757,2,0.0
18.454202833706603,182.9772003761654,1.0,315675.6756756757,1,0.0
39.30230499366215,186.28625168274414,1.0,315675.6756756757,2,0.0
0.7909569725105428,194.44966388020765,1.0,315675.6756756757,1,0.0
7.886873513815203,191.6524447056109,1.0,315675.6756756757,1,0.0
1.7926121918137028,223.12817194161178,1.0,315675.6756756757,1,0.0
37.36855623730469,196.26829225382033,1.0,315675.6756756757,2,0.0
54.45437493727323,202.29013081034407,1.0,315675.6756756757,3,0.0
71.54399024781154,195.16668666295254,1.0,315675.6756756757,4,0.0
19.96436028281164,218.09127410339158,1.0,315675.6756756757,1,0.0
39.8319112645365,200.82831864724113,1.0,315675.6756756757,2,0.0
0.9373249650329001,205.10695934762396,1.0,315675.6756756757,1,0.0
17.92752713684817,182.0052574648064,1.0,315675.6756756757,1,0.0
40.09850054558342,190.57341270765892,1.0,315675.6756756757,3,0.0
19.800824281666195,177.81076231641248,1.0,315675.6756756757,1,0.0
13.71705581324548,173.04261415445842,1.0,315675.6756756757,1,0.0
19.08130307383044,171.9321813312473,1.0,315675.6756756757,1,0.0
4.633871287064693,187.39233104758983,1.0,315675.6756756757,1,0.0
52.061665630725,170.32474576294862,1.0,315675.6756756757,3,0.0
25.060361999387112,184.5810327623353,1.0,315675.6756756757,2,0.0
65.33433668226638,167.7282130599725,1.0,315675.6756756757,4,0.0
37.94529945453894,152.88523758226344,1.0,315675.6756756757,2,0.0
16.52503328955646,140.44392709147243,1.0,315675.6756756757,1,0.0
113.67045616631731,185.98780368943846,1.0,315675.6756756757,6,0.0
4.303076183018163,172.5082143823806,1.0,315675.6756756757,1,0.0
10.604907607021829,173.54705780634913,1.0,315675.6756756757,1,0.0
