Range (kN),Mean (kN),Cycles_TimeTrace,Cycles_Annual,Bin_Number,Damage_Contribution
10.0,1250.6138257480898,19.0,5997837.837837838,1,0.0
30.0,1318.715212971205,25.0,7891891.891891892,2,0.0
50.0,1285.9232574719997,24.0,7576216.216216216,3,0.0
70.0,1347.9688940946135,26.5,8365405.405405406,4,0.0
90.0,1383.3600757119239,18.0,5682162.162162162,5,0.0
110.0,1244.9391400443687,16.0,5050810.810810811,6,0.0
130.0,1274.3426117203842,19.5,6155675.675675676,7,0.0
150.0,1308.3946217837058,23.0,7260540.540540541,8,0.0
170.0,1280.9429922561071,25.0,7891891.891891892,9,0.0
190.0,1265.7905633885737,14.0,4419459.459459459,10,0.0
210.0,1285.5606503191207,12.5,3945945.945945946,11,0.0
230.0,1261.7411865447953,15.5,4892972.972972973,12,0.0
250.0,1238.8343531744442,11.0,3472432.4324324327,13,0.0
270.0,1269.252208495429,14.0,4419459.459459459,14,0.0
290.0,1337.5106104744032,14.0,4419459.459459459,15,0.0
310.0,1373.2158704219719,8.0,2525405.4054054054,16,0.0
330.0,1266.20981700637,9.0,2841081.081081081,17,0.0
350.0,1345.4383446420586,6.0,1894054.054054054,18,0.0
370.0,1211.3406487417042,8.0,2525405.4054054054,19,0.0
390.0,1198.8671121274158,7.0,2209729.7297297297,20,0.0
410.0,1340.1325599287652,5.0,1578378.3783783785,21,0.0
430.0,1443.7523353118781,1.0,315675.6756756757,22,0.0
450.0,0.0,0.0,0.0,23,0.0
470.0,1186.09102912303,3.0,947027.027027027,24,0.0
490.0,1511.2889530176221,1.0,315675.6756756757,25,0.0
510.0,0.0,0.0,0.0,26,0.0
530.0,0.0,0.0,0.0,27,0.0
550.0,0.0,0.0,0.0,28,0.0
570.0,0.0,0.0,0.0,29,0.0
590.0,0.0,0.0,0.0,30,0.0
610.0,0.0,0.0,0.0,31,0.0
630.0,0.0,0.0,0.0,32,0.0
650.0,0.0,0.0,0.0,33,0.0
670.0,0.0,0.0,0.0,34,0.0
690.0,0.0,0.0,0.0,35,0.0
710.0,0.0,0.0,0.0,36,0.0
730.0,1247.768012811649,0.5,157837.83783783784,37,0.0
750.0,0.0,0.0,0.0,38,0.0
770.0,0.0,0.0,0.0,39,0.0
790.0,1330.3316296858402,1.0,315675.6756756757,40,0.0
810.0,0.0,0.0,0.0,41,0.0
830.0,0.0,0.0,0.0,42,0.0
850.0,1316.765032409907,3.0,947027.027027027,43,0.0
870.0,1281.8998944004588,1.0,315675.6756756757,44,0.0
890.0,1306.3770073220358,1.0,315675.6756756757,45,0.0
910.0,1273.2102292187192,2.0,631351.3513513514,46,0.0
930.0,0.0,0.0,0.0,47,0.0
950.0,0.0,0.0,0.0,48,0.0
970.0,0.0,0.0,0.0,49,0.0
990.0,0.0,0.0,0.0,50,0.0
