Range (kN),Mean (kN),Cycles_TimeTrace,Cycles_Annual,Bin_Number,Damage_Contribution
10.0,185.32199711338598,151.5,47824864.86486486,1,0.0
30.0,183.55652634645938,103.5,32672432.43243243,2,0.0
50.0,184.7870794798368,42.0,13258378.378378378,3,0.0
70.0,184.64390463666356,14.5,4577297.297297297,4,0.0
90.0,186.52305951671443,3.5,1104864.8648648649,5,0.0
110.0,186.92642007402003,5.0,1578378.3783783785,6,0.0
130.0,185.44771353587694,2.5,789189.1891891892,7,0.0
150.0,186.3428380258496,1.5,473513.5135135135,8,0.0
170.0,0.0,0.0,0.0,9,0.0
190.0,0.0,0.0,0.0,10,0.0
210.0,0.0,0.0,0.0,11,0.0
230.0,0.0,0.0,0.0,12,0.0
250.0,0.0,0.0,0.0,13,0.0
270.0,0.0,0.0,0.0,14,0.0
290.0,0.0,0.0,0.0,15,0.0
310.0,0.0,0.0,0.0,16,0.0
330.0,0.0,0.0,0.0,17,0.0
350.0,0.0,0.0,0.0,18,0.0
370.0,0.0,0.0,0.0,19,0.0
390.0,0.0,0.0,0.0,20,0.0
410.0,0.0,0.0,0.0,21,0.0
430.0,0.0,0.0,0.0,22,0.0
450.0,0.0,0.0,0.0,23,0.0
470.0,0.0,0.0,0.0,24,0.0
490.0,0.0,0.0,0.0,25,0.0
510.0,0.0,0.0,0.0,26,0.0
530.0,0.0,0.0,0.0,27,0.0
550.0,0.0,0.0,0.0,28,0.0
570.0,0.0,0.0,0.0,29,0.0
590.0,0.0,0.0,0.0,30,0.0
610.0,0.0,0.0,0.0,31,0.0
630.0,0.0,0.0,0.0,32,0.0
650.0,0.0,0.0,0.0,33,0.0
670.0,0.0,0.0,0.0,34,0.0
690.0,0.0,0.0,0.0,35,0.0
710.0,0.0,0.0,0.0,36,0.0
730.0,0.0,0.0,0.0,37,0.0
750.0,0.0,0.0,0.0,38,0.0
770.0,0.0,0.0,0.0,39,0.0
790.0,0.0,0.0,0.0,40,0.0
810.0,0.0,0.0,0.0,41,0.0
830.0,0.0,0.0,0.0,42,0.0
850.0,0.0,0.0,0.0,43,0.0
870.0,0.0,0.0,0.0,44,0.0
890.0,0.0,0.0,0.0,45,0.0
910.0,0.0,0.0,0.0,46,0.0
930.0,0.0,0.0,0.0,47,0.0
950.0,0.0,0.0,0.0,48,0.0
970.0,0.0,0.0,0.0,49,0.0
990.0,0.0,0.0,0.0,50,0.0
