Range (kN),Mean (kN),Cycles_TimeTrace,Cycles_Annual,Bin_Number,Damage_Contribution
10.0,187.31638076742345,152.0,47982702.7027027,1,0.0
30.0,182.17085838159554,102.5,32356756.756756756,2,0.0
50.0,185.94987683145075,36.0,11364324.324324325,3,0.0
70.0,182.00502740242928,20.5,6471351.3513513515,4,0.0
90.0,188.91038479670317,1.0,315675.6756756757,5,0.0
110.0,185.51465707236378,4.5,1420540.5405405406,6,0.0
130.0,185.69117215320708,3.5,1104864.8648648649,7,0.0
150.0,182.01783370378317,1.0,315675.6756756757,8,0.0
170.0,0.0,0.0,0.0,9,0.0
190.0,0.0,0.0,0.0,10,0.0
210.0,0.0,0.0,0.0,11,0.0
230.0,0.0,0.0,0.0,12,0.0
250.0,0.0,0.0,0.0,13,0.0
270.0,0.0,0.0,0.0,14,0.0
290.0,0.0,0.0,0.0,15,0.0
310.0,0.0,0.0,0.0,16,0.0
330.0,0.0,0.0,0.0,17,0.0
350.0,0.0,0.0,0.0,18,0.0
370.0,0.0,0.0,0.0,19,0.0
390.0,0.0,0.0,0.0,20,0.0
410.0,0.0,0.0,0.0,21,0.0
430.0,0.0,0.0,0.0,22,0.0
450.0,0.0,0.0,0.0,23,0.0
470.0,0.0,0.0,0.0,24,0.0
490.0,0.0,0.0,0.0,25,0.0
510.0,0.0,0.0,0.0,26,0.0
530.0,0.0,0.0,0.0,27,0.0
550.0,0.0,0.0,0.0,28,0.0
570.0,0.0,0.0,0.0,29,0.0
590.0,0.0,0.0,0.0,30,0.0
610.0,0.0,0.0,0.0,31,0.0
630.0,0.0,0.0,0.0,32,0.0
650.0,0.0,0.0,0.0,33,0.0
670.0,0.0,0.0,0.0,34,0.0
690.0,0.0,0.0,0.0,35,0.0
710.0,0.0,0.0,0.0,36,0.0
730.0,0.0,0.0,0.0,37,0.0
750.0,0.0,0.0,0.0,38,0.0
770.0,0.0,0.0,0.0,39,0.0
790.0,0.0,0.0,0.0,40,0.0
810.0,0.0,0.0,0.0,41,0.0
830.0,0.0,0.0,0.0,42,0.0
850.0,0.0,0.0,0.0,43,0.0
870.0,0.0,0.0,0.0,44,0.0
890.0,0.0,0.0,0.0,45,0.0
910.0,0.0,0.0,0.0,46,0.0
930.0,0.0,0.0,0.0,47,0.0
950.0,0.0,0.0,0.0,48,0.0
970.0,0.0,0.0,0.0,49,0.0
990.0,0.0,0.0,0.0,50,0.0
