Range (kN),Mean (kN),Cycles_TimeTrace,Cycles_Annual,Bin_Number,Damage_Contribution
10.0,1280.5246338695154,19.0,5997837.837837838,1,0.0
30.0,1299.4993581430638,21.5,6787027.027027027,2,0.0
50.0,1253.8444541102924,17.0,5366486.486486486,3,0.0
70.0,1270.3559843687685,18.0,5682162.162162162,4,0.0
90.0,1260.2064914497344,14.0,4419459.459459459,5,0.0
110.0,1276.8524667384665,27.0,8523243.243243244,6,0.0
130.0,1392.4499241812719,23.0,7260540.540540541,7,0.0
150.0,1282.2521951437216,18.0,5682162.162162162,8,0.0
170.0,1265.6314402585483,14.5,4577297.297297297,9,0.0
190.0,1209.368917287854,17.5,5524324.324324325,10,0.0
210.0,1281.1741434364958,23.0,7260540.540540541,11,0.0
230.0,1205.76236500457,19.0,5997837.837837838,12,0.0
250.0,1243.1657050583829,18.0,5682162.162162162,13,0.0
270.0,1286.902078294078,13.0,4103783.7837837837,14,0.0
290.0,1314.0431213849483,10.5,3314594.5945945946,15,0.0
310.0,1296.412260958885,12.0,3788108.108108108,16,0.0
330.0,1307.6539858040123,7.0,2209729.7297297297,17,0.0
350.0,1302.9530188266908,7.0,2209729.7297297297,18,0.0
370.0,1331.2188709146449,2.0,631351.3513513514,19,0.0
390.0,1369.316333382826,2.0,631351.3513513514,20,0.0
410.0,1400.9698551319898,4.0,1262702.7027027027,21,0.0
430.0,1332.898255318334,3.0,947027.027027027,22,0.0
450.0,1275.4555923208884,5.0,1578378.3783783785,23,0.0
470.0,1263.0269303928392,2.0,631351.3513513514,24,0.0
490.0,1272.2058696140068,4.0,1262702.7027027027,25,0.0
510.0,1140.6140155857304,1.0,315675.6756756757,26,0.0
530.0,0.0,0.0,0.0,27,0.0
550.0,1131.4481560069028,1.0,315675.6756756757,28,0.0
570.0,0.0,0.0,0.0,29,0.0
590.0,0.0,0.0,0.0,30,0.0
610.0,0.0,0.0,0.0,31,0.0
630.0,0.0,0.0,0.0,32,0.0
650.0,0.0,0.0,0.0,33,0.0
670.0,0.0,0.0,0.0,34,0.0
690.0,0.0,0.0,0.0,35,0.0
710.0,0.0,0.0,0.0,36,0.0
730.0,0.0,0.0,0.0,37,0.0
750.0,1471.9787980596032,0.5,157837.83783783784,38,0.0
770.0,1279.4589493068631,1.0,315675.6756756757,39,0.0
790.0,0.0,0.0,0.0,40,0.0
810.0,0.0,0.0,0.0,41,0.0
830.0,1249.499601631942,1.0,315675.6756756757,42,0.0
850.0,1275.470404949262,1.0,315675.6756756757,43,0.0
870.0,1272.6195774059352,1.0,315675.6756756757,44,0.0
890.0,1333.5171724006668,1.0,315675.6756756757,45,0.0
910.0,1322.0313865171088,1.0,315675.6756756757,46,0.0
930.0,0.0,0.0,0.0,47,0.0
950.0,1278.697065753704,1.0,315675.6756756757,48,0.0
970.0,0.0,0.0,0.0,49,0.0
990.0,1285.5389320876463,1.0,315675.6756756757,50,0.0
