Range (kN),Mean (kN),Cycles_TimeTrace,Cycles_Annual,Bin_Number,Damage_Contribution
10.0,1331.836360044495,15.0,4735135.135135136,1,0.0
30.0,1228.2132637055427,27.0,8523243.243243244,2,0.0
50.0,1274.57429846975,24.0,7576216.216216216,3,0.0
70.0,1318.4518714334297,29.5,9312432.432432432,4,0.0
90.0,1308.334469416152,26.0,8207567.567567567,5,0.0
110.0,1221.0234978714914,18.5,5840000.0,6,0.0
130.0,1306.2527719055843,9.0,2841081.081081081,7,0.0
150.0,1249.847227833702,16.0,5050810.810810811,8,0.0
170.0,1300.8078987517474,16.0,5050810.810810811,9,0.0
190.0,1295.5019926167977,21.0,6629189.189189189,10,0.0
210.0,1278.1662905160786,18.0,5682162.162162162,11,0.0
230.0,1274.1000119806174,23.0,7260540.540540541,12,0.0
250.0,1241.0319509926123,12.0,3788108.108108108,13,0.0
270.0,1343.9785268939727,15.5,4892972.972972973,14,0.0
290.0,1276.7987125541688,8.0,2525405.4054054054,15,0.0
310.0,1283.2200269740174,8.0,2525405.4054054054,16,0.0
330.0,1181.9105935215753,10.0,3156756.756756757,17,0.0
350.0,1267.6333373109815,5.0,1578378.3783783785,18,0.0
370.0,1327.5938177126704,5.0,1578378.3783783785,19,0.0
390.0,1253.0021553180804,4.0,1262702.7027027027,20,0.0
410.0,1287.5840758647546,5.5,1736216.2162162163,21,0.0
430.0,1349.4483978438843,5.0,1578378.3783783785,22,0.0
450.0,1458.9903990645844,1.0,315675.6756756757,23,0.0
470.0,1233.9358594191408,2.0,631351.3513513514,24,0.0
490.0,1389.786583104304,2.0,631351.3513513514,25,0.0
510.0,1219.120590085613,2.0,631351.3513513514,26,0.0
530.0,0.0,0.0,0.0,27,0.0
550.0,0.0,0.0,0.0,28,0.0
570.0,0.0,0.0,0.0,29,0.0
590.0,0.0,0.0,0.0,30,0.0
610.0,0.0,0.0,0.0,31,0.0
630.0,0.0,0.0,0.0,32,0.0
650.0,0.0,0.0,0.0,33,0.0
670.0,1183.567609628175,0.5,157837.83783783784,34,0.0
690.0,0.0,0.0,0.0,35,0.0
710.0,0.0,0.0,0.0,36,0.0
730.0,0.0,0.0,0.0,37,0.0
750.0,1284.242188908146,1.0,315675.6756756757,38,0.0
770.0,1304.4272085586306,1.0,315675.6756756757,39,0.0
790.0,0.0,0.0,0.0,40,0.0
810.0,1258.257904570532,0.5,157837.83783783784,41,0.0
830.0,1254.4762562684466,0.5,157837.83783783784,42,0.0
850.0,0.0,0.0,0.0,43,0.0
870.0,0.0,0.0,0.0,44,0.0
890.0,1344.5405077469736,1.0,315675.6756756757,45,0.0
910.0,1297.5876898041847,0.5,157837.83783783784,46,0.0
930.0,1269.4573341756716,1.5,473513.5135135135,47,0.0
950.0,0.0,0.0,0.0,48,0.0
970.0,1308.1459519534808,1.0,315675.6756756757,49,0.0
990.0,1233.8377887918125,0.5,157837.83783783784,50,0.0
