Range (kN),Mean (kN),Cycles_TimeTrace,Cycles_Annual,Bin_Number,Damage_Contribution
8.836875291056032,161.78504862308677,1.0,315675.6756756757,1,0.0
20.611653414842237,162.5542210751457,0.5,157837.83783783784,2,0.0
20.922496098837314,162.70964241714324,0.5,157837.83783783784,2,0.0
24.316375221473635,160.05601731522597,1.0,315675.6756756757,2,0.0
32.954333401849084,156.69372376563734,0.5,157837.83783783784,2,0.0
17.65704041137414,168.60661010736527,1.0,315675.6756756757,1,0.0
28.75627833235791,183.75441713676145,1.0,315675.6756756757,2,0.0
32.93711044807054,182.33949588695017,1.0,315675.6756756757,2,0.0
4.576548318866713,169.7574368432114,1.0,315675.6756756757,1,0.0
9.677637384656862,171.07702794742013,1.0,315675.6756756757,1,0.0
58.693304387522176,169.5632092584739,0.5,157837.83783783784,3,0.0
25.57541095808122,141.75257333100956,1.0,315675.6756756757,2,0.0
24.841233460109066,169.27331395128346,1.0,315675.6756756757,2,0.0
76.10179206011364,160.8589654221782,0.5,157837.83783783784,4,0.0
31.49691321496502,185.2766012627252,1.0,315675.6756756757,2,0.0
8.39697841326722,218.96613224913094,1.0,315675.6756756757,1,0.0
21.904724551670768,192.45307020065795,1.0,315675.6756756757,2,0.0
25.804292087410857,192.87869922166243,1.0,315675.6756756757,2,0.0
12.84074483317579,209.78514049106295,1.0,315675.6756756757,1,0.0
2.618380325211774,215.97268373843735,1.0,315675.6756756757,1,0.0
0.2486947057244322,217.38091553542301,1.0,315675.6756756757,1,0.0
73.98268545583065,195.75388464706595,1.0,315675.6756756757,4,0.0
37.358437029256436,225.05533834364286,1.0,315675.6756756757,2,0.0
33.55041829471921,201.65321286616688,1.0,315675.6756756757,2,0.0
43.492406097178105,189.06026458431575,1.0,315675.6756756757,3,0.0
17.754534243234417,210.37653413213945,1.0,315675.6756756757,1,0.0
30.24705213119637,215.6549437335191,1.0,315675.6756756757,2,0.0
64.94553834366471,199.6746437715654,1.0,315675.6756756757,4,0.0
14.989362182268053,165.2475494134492,1.0,315675.6756756757,1,0.0
2.5365735939001866,171.95234631247388,1.0,315675.6756756757,1,0.0
10.042643775023521,177.10281664613953,1.0,315675.6756756757,1,0.0
29.25257418866181,168.37510460575854,1.0,315675.6756756757,2,0.0
17.465543839846816,169.13736028892336,1.0,315675.6756756757,1,0.0
9.711381524598721,163.15826550479082,1.0,315675.6756756757,1,0.0
10.115358536274414,160.45339755703495,1.0,315675.6756756757,1,0.0
56.42446582112197,162.78290129580063,1.0,315675.6756756757,3,0.0
16.02986031255992,142.63212952405934,1.0,315675.6756756757,1,0.0
18.922005777270243,159.57372981773597,1.0,315675.6756756757,1,0.0
32.772092652351546,154.10410338878356,1.0,315675.6756756757,2,0.0
18.742386887640407,170.2550713495365,1.0,315675.6756756757,1,0.0
38.044892161588876,177.96764945404135,1.0,315675.6756756757,2,0.0
7.54639327827212,160.99806542975955,1.0,315675.6756756757,1,0.0
33.11321659808206,165.88569872175952,1.0,315675.6756756757,2,0.0
61.99079903573576,166.27913191602534,1.0,315675.6756756757,4,0.0
30.07160655673343,184.55713140224003,1.0,315675.6756756757,2,0.0
15.905385347528835,194.41895245487638,1.0,315675.6756756757,1,0.0
1.9801257698015888,194.22258056247725,1.0,315675.6756756757,1,0.0
13.483420729347216,198.2841452757125,1.0,315675.6756756757,1,0.0
36.94928920404118,187.7733293886689,1.0,315675.6756756757,2,0.0
13.44973849004009,207.97446865220593,1.0,315675.6756756757,1,0.0
39.21178056640463,200.50621742830256,1.0,315675.6756756757,2,0.0
13.926495357951012,210.6568091706004,1.0,315675.6756756757,1,0.0
25.840247611330113,214.366330899456,1.0,315675.6756756757,2,0.0
69.24584895251823,193.5650330972623,1.0,315675.6756756757,4,0.0
26.58278068213616,207.69937222774936,1.0,315675.6756756757,2,0.0
8.462355536973604,196.64938825279506,1.0,315675.6756756757,1,0.0
48.44497654438561,205.84144810692732,1.0,315675.6756756757,3,0.0
4.382509763672061,191.7344209118578,1.0,315675.6756756757,1,0.0
11.464172982757844,213.26115960437926,1.0,315675.6756756757,1,0.0
32.71080872472814,204.45333068070295,1.0,315675.6756756757,2,0.0
7.752564313683678,219.33980892860632,1.0,315675.6756756757,1,0.0
