time_s,effective_tension_kN
0.0,2371.7812591041816
0.1,2433.3924668976256
0.2,2505.7550449560554
0.30000000000000004,2526.4178914006056
0.4,2508.8886436788757
0.5,2454.3007966338973
0.6000000000000001,2517.17653652438
0.7000000000000001,2509.4915679130427
0.8,2519.163605078291
0.9,2495.745928990832
1.0,2410.4568439596296
1.1,2331.2274794448244
1.2000000000000002,2310.3892444966086
1.3,2308.971177802963
1.4000000000000001,2348.1874214589834
1.5,2349.0232710309883
1.6,2370.8009075223176
1.7000000000000002,2305.9479652888954
1.8,2316.7224720611785
1.9000000000000001,2335.351176694715
2.0,2416.1545059776645
2.1,2436.7252202345544
2.2,2489.726825336159
2.3000000000000003,2460.7856827715696
2.4000000000000004,2411.8629997525836
2.5,2408.511354406786
2.6,2405.0452603570056
2.7,2405.947159804223
2.8000000000000003,2442.419822753022
2.9000000000000004,2390.235141366541
3.0,2343.549161718942
3.1,2274.905375383324
3.2,2216.97697286348
3.3000000000000003,2215.8683271232267
3.4000000000000004,2232.66762785969
3.5,2239.162442817558
3.6,2206.4592653471036
3.7,2180.788206453464
3.8000000000000003,2182.955648573433
3.9000000000000004,2193.6940369833515
4.0,2278.637577031308
4.1000000000000005,2347.37510302975
4.2,2379.8924029799578
4.3,2407.3922802753273
4.4,2414.7916260018246
4.5,2424.282258678299
4.6000000000000005,2443.7401735358753
4.7,2460.46492617342
4.800000000000001,2464.4508353763954
4.9,2421.8099780522607
5.0,2347.4020232397797
5.1000000000000005,2279.4630732938604
5.2,2234.0458780260833
5.300000000000001,2245.4192559172907
5.4,2294.2720258497225
5.5,2334.743518288834
5.6000000000000005,2321.8573810219277
5.7,2307.886879473146
5.800000000000001,2320.808170256212
5.9,2381.2372883345747
6.0,2459.812695594722
6.1000000000000005,2510.193492262664
6.2,2561.7522121563043
6.300000000000001,2544.1292192224096
6.4,2535.04720972578
6.5,2485.547718682827
6.6000000000000005,2499.9986541046483
6.7,2518.1377516739594
6.800000000000001,2494.864810314502
6.9,2464.915491224545
7.0,2385.2085179170604
7.1000000000000005,2302.3268610032346
7.2,2294.4761675389873
7.300000000000001,2306.401017025256
7.4,2297.547339895241
7.5,2316.027219288871
7.6000000000000005,2297.238198499106
7.7,2240.514192715115
7.800000000000001,2236.174510736426
7.9,2263.441776550495
8.0,2301.941164531392
8.1,2392.1118612590494
8.200000000000001,2399.9937550844447
8.3,2391.9644590028406
8.4,2365.3949892771952
8.5,2350.1677095089353
8.6,2359.2988378553314
8.700000000000001,2425.0197202468858
8.8,2427.8210912189556
8.9,2367.809593321482
9.0,2325.568952027623
9.1,2252.6669118252566
9.200000000000001,2197.250613435694
9.3,2207.2527217356514
9.4,2200.343309328472
9.5,2252.177492564945
9.600000000000001,2235.31798159037
9.700000000000001,2205.207322156365
9.8,2219.594439028044
9.9,2262.3229675929506
10.0,2370.505039881653
10.100000000000001,2431.1577897548923
10.200000000000001,2499.2201167085964
10.3,2504.690285794988
10.4,2493.703785686735
10.5,2498.0784413599667
10.600000000000001,2474.111083067499
10.700000000000001,2532.535774986732
10.8,2513.392030739737
10.9,2465.160338267284
11.0,2415.112615014465
11.100000000000001,2345.934424426495
11.200000000000001,2303.7643278933097
11.3,2320.268178540903
11.4,2349.6112299389056
11.5,2365.894925531764
