,OD,ID,t,Pd,Pa,Pt,Pb
0,12.75,10.75,1.0,4584.607861349534,5157.683844018226,7659.808310538605,7641.013102249223
1,12.75,10.55,1.1,5230.444555315632,5884.250124730086,8502.88498292987,8717.40759219272
2,12.75,10.35,1.2,5888.1082491967345,6624.121780346327,9362.098069901469,9813.513748661224
3,12.75,10.15,1.3,6558.04020433099,7377.795229872364,10238.077344002879,10930.067007218317
4,12.75,9.95,1.4,7240.706847217217,8145.79520311937,11131.490180967023,12067.844745362028
5,12.75,9.75,1.5,7936.601720218443,8928.67693524575,12043.044614280385,13227.669533697406
6,12.75,9.55,1.6,8646.24762502066,9727.028578148245,12973.492706353833,14410.412708367769
7,12.75,9.35,1.7,9370.198982164198,10541.473854934726,13923.634276506935,15616.998303606999
8,12.75,9.15,1.8,10109.044433324272,11372.674987489807,14894.321032067099,16848.407388873788
9,12.75,8.95,1.9,10863.409716940254,12221.335931557785,15886.461156049654,18105.68286156709
10,12.75,8.75,2.0,11633.960852390115,13088.205958938881,16901.024413345134,19389.934753983525
