,OD,ID,t,Pd,Pa,Pt,Pb
0,18.0,16.0,1.0,3704.198321916903,4167.223112156516,5287.576507085787,6173.663869861505
1,18.2,16.0,1.1,4101.042257220352,4613.6725393728975,5783.6314262151045,6835.070428700588
2,18.4,16.0,1.2,4493.549013516788,5055.2426402063875,6274.264871585646,7489.248355861314
3,18.6,16.0,1.3,4881.812370419861,5492.038916722344,6759.5940677144845,8136.353950699769
4,18.8,16.0,1.4,5265.923098455022,5924.163485761901,7239.73247775844,8776.538497425037
5,19.0,16.0,1.5,5645.969086434468,6351.715222238778,7714.789962732744,9409.94847739078
6,19.2,16.0,1.6,6022.035462162729,6774.789894933071,8184.872932393076,10036.725770271216
7,19.4,16.0,1.7,6394.204706887879,7193.480295248864,8650.08448829951,10657.007844813132
8,19.6,16.0,1.8,6762.556763883024,7607.8763593684025,9110.524559543437,11270.92793980504
9,19.8,16.0,1.9,7127.169141515793,8018.065284205268,9566.290031584404,11878.615235859656
10,20.0,16.0,2.0,7488.117011138247,8424.131637530529,10017.474868612468,12480.195018563745
