,OD,ID,t,Pd,Pa,Pt,Pb
0,10.75,8.75,1.0,5506.114203959234,6194.378479454139,9241.216102806537,9176.857006598724
1,10.75,8.55,1.1,6293.561024879019,7080.256152988896,10279.239536828238,10489.268374798365
2,10.75,8.35,1.2,7098.661108599951,7985.993747174945,11341.833840497638,11831.101847666585
3,10.75,8.15,1.3,7922.224156217838,8912.502175745069,12430.190499684846,13203.70692702973
4,10.75,7.95,1.4,8765.116886768517,9860.756497614582,13545.589824291292,14608.528144614196
5,10.75,7.75,1.5,9628.2685196645,10831.802084622563,14689.410002712899,16047.114199440834
6,10.75,7.55,1.6,10512.67693233546,11826.761548877394,15863.137340273666,17521.1282205591
7,10.75,7.35,1.7,11419.4155953857,12846.842544808915,17068.377872410627,19032.359325642836
8,10.75,7.15,1.8,12349.64140613882,13893.346581906175,18306.87058024871,20582.735676898035
9,10.75,6.95,1.9,13304.603563946068,14967.679009439327,19580.502481431213,22174.339273243448
10,10.75,6.75,2.0,14285.653658061401,16071.360365319077,20891.32592486827,23809.42276343567
