A.4,Potential Application of Metocean Information ................................................................................... 80
A.5,Recommended Instrument Accuracy and Typical Operational Performance ................................. 81
B.1,Terminal Thickness of Marine GrowthUK Sector ............................................................................ 90
B.2,Estimated Maximum Thickness of Marine GrowthAreas Offshore Norway ................................. 90
B.3,Accumulation of Ice: Offshore Structures in UK Sector .................................................................... 91
,?2
B.4,Ice Accretions: Annual Probability of Exceedance of 10  ................................................................ 92
B.5,Indicative Values of Metocean ParametersSites in Celtic Sea....................................................... 93
B.6,Indicative Values of Metocean ParametersSites in Southern North Sea ...................................... 93
B.7,Indicative Values of Metocean ParametersSites in Central North Sea ......................................... 93
B.8,Indicative Values of Metocean ParametersSites in Northern North Sea ...................................... 93
B.9,Indicative Values of Metocean ParametersSites West of Shetland ............................................... 94
B.10,Indicative Values of Metocean ParametersSites at the Haltenbank .............................................. 94
B.11,Indicative Values of Metocean ParametersSites in Barents Sea ................................................... 94
B.12,"Temperature RangesSites in North Sea, Eastern North Atlantic, and Norwegian Sea ............... 94"
C.1,"Indicative Wind, Wave, and Current ParametersShallow Water Sites off Nigeria ..................... 103"
C.2,"Indicative Wind, Wave, and Current ParametersDeep Water Sites off Nigeria .......................... 104"
C.3,"Indicative Wind, Wave, and Current ParametersSites off Northern Angola ............................... 104"
C.4,"Indicative Wind, Wave, and Current ParametersSites off Southern Namibia ............................ 105"
C.5,Indicative Extreme Values for Other Metocean Parameters ............................................................ 105
C.6,Percentage Occurrence of Total Significant Wave Height vs. Spectral Peak PeriodOffshore
,Nigeria Location ................................................................................................................................... 106
C.7,Percentage Occurrence of Total Significant Wave Height vs. Spectral Peak PeriodOffshore
,Angola Location ................................................................................................................................... 106
C.8,Example of Wind Sea States Used for Combined Wind Sea/Swell Bimodal Sea States
,Offshore Angola ................................................................................................................................... 107
D.1,Ice Tendencies in the Gulf of St. Lawrence ....................................................................................... 121
D.2,Statistics for Ice Scours in the Beaufort Sea .................................................................................... 129
D.3,Seabed Scour Statistics for the Beaufort Sea ................................................................................... 129
D.4,Extreme Air and Water Temperatures for Canadian Offshore Areas ............................................. 131
D.5,Extreme Metocean Parameters for Canadian Offshore Areas ......................................................... 132
E.1,Summary of Ice Conditions ................................................................................................................. 141
E.2,Indicative Values of Metocean ParametersSakhalin East Coast (52.5° N to 55° N and Water
,Depths from 30 m to 100 m) ................................................................................................................ 157
E.3,Indicative Values of Metocean ParametersSakhalin East Coast  (51° N to 52.5° N and Water
,Depths from 30 m to 100 m) ................................................................................................................ 157
E.4,"Indicative Values of Metocean ParametersAniva Bay (Central, Northern Half) ......................... 157"
,"--`,,`,,`,,,,`,```,`,,,````,`,`-`-`,,`,,`,`,,`---"
E.5,Indicative Values of Metocean ParametersTartar Strait (51° N to 52° N and Water Depth of
,About 30 m) ........................................................................................................................................... 158
E.6,"Monthly Air Temperature in Korsakov (46° 37? N, 142° 47? E) from 1966 to 2000 .......................... 158"
E.7,"Monthly Air Temperature in Odoptu (53° 22? N, 143° 10? E) from 1975 to 2000 .............................. 158"
E.8,Sea Temperature RangesIndicative Monthly-mean Values .......................................................... 158
